nquest,comprens,ita,veroaf,veroab,verored,klima,facil,INTS,durata
908344,6,6,8,10,10,10,6,6,34
908360,10,10,10,10,10,10,10,10,62
908384,8,8,8,8,8,8,8,8,56
908391,9,9,9,9,9,9,9,9,30
908407,9,9,9,9,9,9,9,9,51
908414,7,7,7,7,7,7,7,7,26
908498,8,8,8,8,8,8,8,8,70
908504,9,9,9,9,9,9,9,9,50
908506,9,9,9,9,9,9,9,9,76
908508,8,8,8,8,8,8,8,8,37
908513,7,7,7,7,7,7,7,7,26
908516,10,10,10,10,10,10,10,10,94
908519,10,10,10,10,10,10,10,10,72
908521,8,9,9,9,9,9,9,7,48
908530,9,9,9,9,9,9,9,9,38
908531,8,8,8,8,8,8,8,8,35
908533,9,9,9,9,9,9,9,9,25
908544,3,5,2,6,3,10,4,4,30
908553,9,9,9,9,9,10,9,9,70
908566,7,7,7,7,7,7,7,7,41
908589,8,8,7,8,8,8,7,6,33
908619,9,7,8,8,9,9,8,7,51
908654,8,8,8,8,8,8,8,8,54
908691,8,8,8,8,8,8,8,8,51
908706,8,8,8,8,8,8,8,8,99
908711,10,9,8,8,8,9,9,9,75
908787,7,8,7,7,7,8,7,7,71
908843,7,7,7,8,8,8,7,7,80
908864,9,9,9,9,9,9,9,8,74
908952,10,9,8,9,8,8,9,8,44
908956,10,9,9,8,8,8,8,8,32
908973,10,9,8,8,7,8,8,8,45
909006,9,9,9,6,6,9,9,9,40
909050,10,10,10,10,10,10,10,10,77
909096,6,6,6,6,6,8,6,6,71
909112,9,9,9,9,9,9,9,9,67
909113,8,9,9,9,9,9,8,8,40
909120,10,10,10,10,10,10,10,10,67
909125,9,9,9,9,9,9,9,9,51
909133,9,9,9,9,9,9,9,9,48
909188,10,10,10,10,10,10,10,10,62
909190,8,9,10,10,10,10,9,9,22
909236,10,10,10,10,10,10,10,10,22
909244,10,10,10,10,10,10,10,10,22
909250,10,10,10,10,10,10,10,10,22
909256,10,10,10,10,10,10,10,10,33
909259,10,10,10,10,10,10,10,10,45
909285,7,8,8,9,8,9,9,9,40
909389,7,7,7,7,7,7,7,7,13
909390,8,8,8,8,8,8,8,8,48
909399,9,9,9,9,9,9,9,9,25
909401,8,8,8,8,8,8,8,8,41
909441,10,10,10,10,10,10,10,10,49
909442,10,10,10,10,10,10,10,10,102
909460,10,10,10,10,10,10,10,10,47
909471,10,8,8,10,6,7,7,7,60
909480,10,10,10,10,10,10,10,10,47
909493,7,8,7,8,9,9,6,7,50
909502,7,7,7,7,7,7,7,7,36
909540,5,4,4,6,6,8,3,3,46
909543,6,8,4,7,6,8,4,6,74
909554,8,8,7,6,5,7,6,4,41
909559,5,9,6,5,8,7,3,6,23
909562,8,9,7,8,8,9,9,6,29
909609,8,8,8,8,8,8,8,7,83
909623,9,9,9,9,9,9,9,9,65
909624,8,9,8,9,7,9,9,8,50
909632,9,8,7,9,7,7,8,6,50
909636,7,7,7,6,6,7,7,7,36
909639,9,9,9,9,9,9,9,9,146
909640,8,8,8,8,8,8,8,8,55
909643,9,9,8,8,7,9,9,9,26
909644,8,8,9,9,9,9,9,9,55
909645,6,6,6,7,5,5,6,6,20
909647,7,7,7,7,7,6,6,7,29
909652,8,8,8,8,8,8,8,8,97
909653,9,9,9,9,9,9,9,9,19
909663,8,8,9,7,8,9,9,9,35
909666,9,9,9,9,9,9,9,9,47
909668,9,9,9,4,4,9,9,9,24
909671,7,7,8,8,9,9,8,8,35
909680,8,8,7,7,5,6,6,6,32
909682,8,8,9,9,8,9,9,9,26
909695,7,7,7,7,8,7,8,8,27
909696,8,8,8,8,8,8,8,8,22
909700,6,6,7,7,6,7,7,7,23
909703,7,7,7,6,7,7,7,7,41
909705,8,8,8,8,8,8,8,8,80
909706,8,9,8,7,4,8,8,8,41
909708,7,7,9,9,9,9,9,8,28
909710,7,7,7,7,7,7,7,7,20
909713,7,7,7,7,7,7,7,7,39
909714,9,9,9,9,7,7,7,7,36
909720,7,7,9,8,7,8,8,8,24
909726,9,8,8,8,7,9,8,8,36
909727,8,8,8,9,9,8,7,7,22
909728,8,9,9,8,8,9,8,7,64
909732,9,8,7,7,6,8,7,7,44
909737,9,8,8,8,8,9,8,7,22
909744,9,8,8,8,8,8,8,8,44
909745,8,8,8,8,9,8,7,7,40
909752,8,7,7,8,9,8,7,7,30
909753,8,8,8,8,7,8,7,7,32
909754,9,8,8,9,9,9,9,8,37
909766,9,8,8,8,8,9,9,7,49
909770,9,8,6,7,7,9,8,7,39
909772,7,7,7,8,8,8,6,7,58
909774,6,6,7,7,7,6,6,6,27
909775,7,7,7,7,8,7,6,7,47
909780,6,6,7,8,8,6,6,7,28
909783,7,7,8,8,7,8,6,7,36
909790,8,8,8,7,7,7,8,7,43
909794,8,8,7,8,7,7,7,7,45
909798,7,7,7,8,8,8,6,7,38
909800,8,8,8,8,6,7,7,7,45
909802,8,8,8,8,7,7,7,8,27
909810,8,8,7,8,8,7,8,7,53
909813,8,8,8,8,7,9,9,8,37
909830,2,2,2,5,5,5,2,2,87
909847,10,10,10,10,10,10,10,10,40
909856,9,9,9,9,9,9,9,9,47
909869,7,7,7,7,7,7,7,7,70
909884,9,9,9,9,9,9,9,9,23
909900,9,9,9,9,9,9,9,7,34
909905,9,9,9,9,9,9,9,9,36
909914,8,9,8,8,8,8,8,7,22
909926,9,9,9,9,9,9,9,9,28
909951,7,9,9,8,7,10,9,10,82
909952,6,9,9,8,6,8,8,8,88
909956,7,9,9,7,8,8,8,8,54
909958,10,10,10,10,10,10,10,10,68
909978,7,7,7,7,7,6,8,6,70
909988,9,9,9,9,9,9,9,9,33
909993,8,8,8,8,8,8,8,8,15
909996,8,8,8,8,8,8,8,8,32
909997,6,6,6,8,8,8,6,7,41
910001,8,6,5,8,7,7,7,7,40
910009,7,7,7,9,8,8,8,8,25
910010,7,6,6,8,7,6,6,6,45
910011,7,7,6,7,7,6,6,7,45
910013,9,9,9,9,9,9,9,9,95
910016,9,9,9,9,9,9,9,9,35
910018,9,9,9,8,7,7,7,8,62
910021,8,8,8,8,9,9,9,8,32
910041,6,6,6,6,7,7,7,7,26
910042,8,9,9,8,8,8,9,9,42
910045,8,8,8,8,8,8,8,8,29
910046,8,8,7,7,7,7,7,7,57
910051,6,6,7,6,6,6,6,6,42
910057,8,8,8,7,5,8,8,8,24
910060,8,9,9,8,9,9,9,9,28
910061,8,8,8,9,9,8,8,8,34
910065,8,8,8,8,8,8,8,8,35
910067,8,7,6,8,7,8,8,8,45
910087,9,8,7,8,8,9,8,7,21
910093,9,9,8,8,9,9,8,7,28
910094,9,9,7,8,7,9,8,7,28
910096,8,8,6,7,5,9,8,5,31
910100,9,8,7,8,7,8,7,6,38
910102,8,8,9,9,9,9,8,7,27
910104,8,8,7,7,8,7,8,5,24
910105,9,8,7,8,7,8,8,6,31
910106,9,9,8,8,8,9,8,6,36
910107,8,8,8,8,8,8,7,6,17
910108,9,8,8,8,7,9,9,7,27
910148,6,6,6,6,6,7,7,7,56
910150,7,7,7,7,7,7,7,7,72
910152,8,8,8,8,8,8,8,8,73
910153,8,8,8,8,8,8,8,8,49
910154,8,8,8,8,8,8,8,8,70
910155,8,8,8,10,8,8,8,8,67
910156,10,7,10,8,7,9,9,8,79
910160,7,8,8,8,8,8,7,8,75
910164,8,8,8,8,8,8,8,8,84
910166,8,8,8,8,8,7,7,8,67
910167,8,8,8,8,8,8,7,8,58
910169,8,8,8,8,8,8,8,8,77
910172,7,7,7,7,7,7,7,7,66
910173,7,7,7,7,7,7,7,7,76
910175,7,8,8,7,7,7,7,8,77
910176,8,7,7,8,8,8,7,7,61
910178,8,7,7,7,6,8,7,7,34
910180,7,7,7,7,7,7,7,7,44
910183,8,8,7,7,6,8,7,7,26
910186,8,8,7,8,7,8,8,7,23
910187,8,7,6,7,8,7,7,6,34
910190,8,8,8,8,6,8,8,8,34
910191,9,8,8,8,8,9,8,7,45
910194,8,7,7,8,8,8,7,7,31
910199,6,6,6,6,6,6,6,6,42
910208,10,10,10,10,8,8,8,8,52
910214,8,8,8,8,8,9,8,8,52
910216,5,5,5,6,7,6,6,8,33
910218,9,9,8,8,7,9,8,8,84
910220,8,8,8,9,5,8,8,8,50
910225,8,8,8,8,9,9,8,7,28
910226,7,6,6,8,8,9,7,7,23
910229,7,6,8,8,8,7,6,6,65
910231,9,8,8,8,7,8,8,7,43
910236,9,8,7,8,8,8,7,7,39
910237,8,8,7,8,5,8,7,7,64
910238,8,9,9,9,8,9,9,7,81
910250,8,8,7,7,8,8,7,6,36
910251,6,6,6,6,6,6,6,6,22
910266,10,10,10,10,9,10,10,10,72
910268,8,8,8,9,9,8,8,7,33
910272,10,10,9,9,8,9,9,9,69
910274,10,10,10,10,10,10,10,10,128
910278,8,7,7,8,7,7,6,7,93
910285,8,9,9,8,9,9,9,9,37
910296,9,9,9,7,8,8,9,9,56
910297,9,8,8,8,8,9,8,8,55
910304,10,10,9,10,9,10,10,10,96
910305,8,8,8,8,9,9,9,8,32
910312,9,8,7,8,8,8,8,7,45
910316,9,8,8,8,8,9,8,7,59
910326,9,9,9,7,9,9,9,9,19
910335,9,9,9,9,9,9,9,9,69
910338,8,7,7,7,7,7,7,7,82
910350,9,7,7,8,7,8,8,7,54
910351,6,6,6,6,6,6,6,6,31
910356,9,8,8,8,8,8,8,6,31
910357,8,8,8,8,8,8,8,8,61
910358,10,10,10,10,10,10,10,10,138
910364,9,9,7,6,6,7,8,8,69
910368,7,7,6,8,8,6,6,7,43
910373,7,6,6,5,5,4,4,5,37
910376,8,8,8,8,8,8,8,8,25
910377,8,8,8,7,7,6,8,8,33
910386,5,5,6,6,6,6,6,6,37
910394,6,7,6,6,6,7,7,7,20
910398,7,6,6,8,7,7,6,7,21
910409,9,8,9,8,8,8,7,6,26
910413,8,9,9,6,7,8,8,9,31
910415,7,7,7,7,7,7,7,7,24
910420,6,6,7,7,7,8,6,7,50
910422,7,7,7,8,6,7,7,7,35
910433,8,7,7,8,8,8,7,6,21
910440,7,7,7,7,7,7,7,7,26
910458,9,9,9,4,6,6,8,5,24
910459,9,8,7,7,8,8,8,6,46
910463,6,6,6,7,7,7,6,6,53
910465,9,8,7,8,8,8,7,6,27
910466,8,8,9,9,9,8,7,6,27
910472,8,8,8,8,8,8,8,8,36
910475,9,8,8,8,8,8,8,7,34
910476,8,8,8,9,9,8,8,7,29
910480,8,8,8,8,8,8,7,7,45
910482,8,8,7,7,6,8,7,7,62
910483,9,8,8,8,7,8,7,7,79
910484,8,8,8,8,7,9,8,8,55
910485,9,9,8,8,7,9,8,8,56
910488,9,8,7,8,7,8,7,7,51
910492,9,7,7,8,7,8,7,7,20
910493,9,8,7,8,7,8,7,7,39
910503,9,8,8,9,8,9,8,7,69
910504,9,8,8,8,8,8,7,6,33
910509,8,8,8,9,9,8,8,6,82
910511,8,7,9,9,9,9,7,6,84
910513,9,8,7,8,7,8,8,7,49
910514,8,8,9,9,8,8,7,6,127
910518,9,8,8,9,8,9,8,7,48
910519,9,9,8,8,8,9,8,7,67
910523,6,7,7,6,7,9,7,7,47
910525,7,8,9,7,8,9,8,7,54
910528,8,8,9,8,9,9,8,8,96
910542,7,7,7,8,7,9,8,7,114
910555,9,9,9,9,9,9,9,7,76
910556,9,9,9,9,9,10,8,8,65
910561,7,8,8,7,8,9,8,8,130
910564,7,7,7,7,9,9,7,8,80
910565,9,9,9,9,9,10,9,9,114
910566,8,8,8,8,8,8,8,8,59
910567,7,7,8,9,5,6,7,8,30
910570,9,9,9,9,9,9,9,9,32
910571,5,5,5,5,5,5,5,5,24
910573,6,6,6,8,8,7,7,8,27
910584,7,7,7,7,7,7,7,8,36
910585,5,5,5,8,7,5,5,5,35
910586,8,8,8,8,8,8,8,8,22
910596,9,9,9,9,8,9,9,9,56
910598,5,5,5,5,5,5,5,5,24
910599,5,5,5,5,5,5,5,5,30
910605,9,9,9,9,9,9,9,9,36
910607,9,8,9,9,9,9,9,8,29
910608,5,5,5,5,5,5,5,5,24
910610,6,7,7,6,7,7,6,7,18
910615,7,7,7,7,7,7,7,7,27
910618,9,9,9,9,9,9,9,10,32
910621,8,8,8,8,8,8,8,8,31
910624,8,8,8,8,8,8,8,8,39
910626,9,9,9,9,9,9,9,9,25
910629,7,7,7,7,7,7,7,7,24
910632,8,8,8,8,8,8,8,8,30
910633,8,8,8,8,8,8,8,9,43
910637,7,7,7,7,7,7,7,7,34
910639,7,7,7,7,6,6,7,7,26
910641,8,8,8,8,8,8,8,8,28
910644,8,8,8,8,8,8,8,8,34
910646,7,7,7,7,7,7,7,7,38
910647,6,6,6,7,6,6,7,7,21
910648,8,8,8,8,8,8,8,8,38
910649,7,7,7,7,7,7,7,7,28
910651,5,5,5,5,5,5,5,5,17
910652,9,9,9,9,9,9,9,9,23
910657,10,10,10,10,10,10,10,10,56
910659,8,8,9,9,9,9,9,9,52
910661,5,5,5,5,5,5,5,5,21
910662,10,10,10,10,10,10,10,10,51
910666,7,6,6,8,5,7,6,7,34
910672,10,9,9,9,9,9,9,9,82
910675,10,10,9,9,9,10,9,9,58
910676,8,8,8,9,9,10,9,10,123
910680,8,8,9,9,9,9,9,9,24
910681,10,10,9,10,10,10,10,10,76
910685,10,9,9,9,9,9,9,9,91
910686,5,5,5,5,5,5,5,5,28
910697,9,9,9,9,9,9,9,9,33
910701,5,7,7,9,9,9,7,6,22
910703,8,8,9,9,9,9,9,9,74
910709,7,7,7,8,8,9,6,6,29
910714,10,10,9,10,10,10,10,9,64
910715,4,5,5,5,6,6,5,5,25
910722,7,7,7,9,9,8,7,8,31
910727,9,9,9,9,9,9,9,9,32
910749,6,6,6,6,6,6,6,6,57
910753,7,7,7,7,7,8,7,7,85
910757,10,10,10,10,10,10,10,10,83
910795,9,8,6,7,7,8,7,6,34
910800,9,8,8,8,8,8,7,6,34
910804,9,9,6,8,6,8,7,6,24
910805,9,8,7,8,6,8,7,6,33
910807,8,8,8,8,7,8,7,6,25
910809,8,7,6,7,6,8,7,6,26
910814,9,8,8,8,8,9,8,7,48
910816,9,8,7,8,8,8,7,6,52
910817,9,9,5,6,6,8,8,8,30
910819,9,9,8,8,9,9,8,7,27
910827,9,8,6,7,6,8,7,6,61
910833,9,8,8,9,8,8,9,7,93
910835,9,9,8,9,8,9,8,7,33
910838,8,7,7,7,7,6,7,7,32
910839,8,7,6,10,10,8,6,6,33
910841,8,9,8,8,8,10,9,9,63
910842,8,8,8,8,7,8,9,8,36
910852,7,7,6,7,6,6,7,6,42
910855,7,7,6,7,6,7,6,7,40
910859,8,7,7,8,8,7,8,8,39
910860,8,7,7,8,8,8,8,7,33
910873,7,7,8,8,8,7,7,8,25
910874,7,7,8,7,6,7,7,6,19
910882,9,9,9,9,9,9,9,9,26
910883,7,9,7,9,9,9,7,7,40
910885,9,9,9,9,9,9,9,9,52
910886,9,9,9,9,9,9,9,9,34
910888,7,8,7,9,8,6,6,8,20
910890,9,9,9,9,9,9,9,9,24
910933,7,7,6,7,6,6,6,6,38
910934,6,6,6,7,6,5,6,5,33
910937,8,8,8,7,7,8,8,8,43
910940,7,6,7,8,8,8,6,7,24
910943,7,7,8,8,8,8,7,7,57
910949,6,6,6,7,6,7,6,7,36
910951,8,7,7,7,6,7,7,7,48
910964,7,7,6,7,6,6,6,7,34
910974,9,10,9,9,9,9,9,9,33
910981,10,10,10,10,10,10,10,10,28
910983,10,10,10,10,10,10,10,10,41
910984,10,10,10,10,10,10,10,10,30
910985,10,10,10,10,10,10,10,10,47
910994,10,10,10,10,10,10,10,10,82
910997,10,10,10,10,10,10,10,10,48
910999,10,10,10,10,10,10,10,10,90
911004,10,10,10,10,10,10,10,10,62
911005,9,9,9,9,9,9,9,9,24
911007,10,10,10,10,10,10,10,10,27
911011,8,8,7,8,8,10,7,8,36
911016,10,10,10,10,9,10,10,10,93
911029,6,6,6,4,7,7,6,6,58
911030,7,7,6,5,6,9,7,7,45
911033,10,10,10,10,10,10,10,10,58
911034,8,8,8,8,8,8,8,9,57
911038,6,5,6,6,1,7,6,4,69
911044,6,6,7,7,8,7,6,6,67
911047,9,9,9,9,9,9,9,9,68
911048,9,9,9,7,9,9,9,9,55
911061,8,8,8,9,8,9,8,9,75
911067,7,6,7,7,7,8,6,5,84
911068,6,6,6,5,6,7,5,7,95
911070,9,9,9,9,9,9,9,9,76
911071,6,7,8,7,9,8,6,7,60
911078,7,7,7,8,8,8,8,8,65
911082,9,9,9,9,6,9,9,9,37
911083,8,8,8,8,6,8,6,8,60
911085,8,8,8,8,3,9,9,9,50
911086,7,8,8,8,9,7,7,7,51
911087,8,8,9,9,9,8,8,8,74
911093,9,9,9,9,9,9,6,8,85
911097,7,7,7,7,9,9,9,7,120
911115,8,8,8,8,8,8,8,8,154
911116,9,9,8,9,9,9,9,9,117
911117,8,8,8,8,8,8,8,8,46
911118,8,8,8,8,8,8,8,8,121
911119,8,8,8,8,8,8,8,8,129
911120,7,8,8,8,8,8,8,8,44
911122,8,8,8,8,8,8,8,8,117
911125,8,8,8,8,8,8,8,8,68
911133,9,9,9,9,9,9,9,9,88
911158,7,8,6,8,6,9,9,7,62
911164,8,9,6,9,7,10,10,7,66
911168,9,9,5,6,5,10,10,7,60
911175,9,9,9,10,9,10,10,7,63
911178,7,7,6,7,5,7,6,5,67
911188,6,6,7,7,7,7,7,6,63
911205,10,10,9,10,8,10,4,9,60
911211,10,7,6,9,7,7,1,6,75
911219,10,8,8,10,8,8,5,8,61
911233,8,6,7,10,6,6,6,7,60
911241,7,8,8,8,8,8,8,7,27
911242,7,9,8,9,9,8,8,8,15
911246,8,8,8,8,8,8,8,8,47
911248,9,9,9,9,9,9,9,9,69
911268,8,8,8,8,8,8,8,8,30
911289,7,7,9,9,9,7,7,7,18
911290,9,9,9,9,9,9,9,9,48
911291,8,8,8,8,8,8,8,8,34
911296,7,7,7,7,7,7,7,7,27
911298,9,9,9,9,9,9,9,9,24
911299,6,6,7,8,8,7,7,7,45
911306,9,9,9,9,9,9,9,9,38
911309,9,9,9,9,9,9,9,9,22
911312,8,8,8,8,8,8,8,8,41
911320,7,7,7,7,7,7,7,7,23
911327,9,9,9,9,9,9,9,9,36
911328,9,9,9,9,9,9,9,9,26
911332,8,8,8,8,8,8,8,8,99
911338,8,8,8,8,8,8,8,8,38
911344,8,8,8,8,8,8,8,8,45
911350,8,9,8,8,8,8,9,7,47
911351,9,8,8,8,8,8,8,8,76
911353,8,8,8,8,8,8,8,8,53
911364,8,8,8,8,8,8,8,8,61
911366,8,8,8,8,8,8,8,8,102
911371,8,8,8,8,8,8,8,8,61
911377,9,9,9,9,9,9,9,9,35
911382,7,7,7,7,7,7,7,7,45
911383,7,8,8,9,9,7,7,7,34
911384,7,8,8,8,8,8,8,8,53
911385,9,9,9,9,9,9,9,9,42
911386,9,9,9,9,9,9,9,9,51
911394,10,10,10,10,10,10,10,10,77
911418,9,9,9,9,9,9,9,9,57
911419,7,8,8,8,8,8,7,7,25
911422,10,10,10,10,10,10,10,10,44
911423,10,10,10,10,10,10,10,10,124
911425,10,10,10,10,10,10,10,10,141
911426,10,10,10,10,10,10,10,10,58
911428,10,10,10,10,10,10,10,10,71
911432,8,8,8,8,8,8,8,8,89
911433,10,10,10,10,10,10,10,10,59
911445,10,10,10,10,10,10,10,10,74
911448,10,10,10,10,10,10,10,10,63
911460,9,9,9,9,9,9,9,9,83
911461,10,10,10,10,10,10,10,10,94
911466,10,7,7,4,3,5,7,7,78
911467,9,8,9,9,9,9,8,9,42
911470,8,8,8,8,8,8,8,8,58
911479,7,7,7,7,7,7,7,7,18
911482,8,8,8,8,8,9,9,9,35
911485,7,7,7,7,7,7,7,7,50
911509,8,8,8,8,8,8,8,8,45
911512,8,8,8,8,8,8,8,8,41
911513,7,8,8,8,8,8,8,8,36
911516,8,8,7,9,7,8,7,8,69
911522,7,7,7,7,7,7,7,7,30
911528,7,8,8,8,8,8,8,8,66
911531,9,9,8,10,8,8,8,8,99
911534,7,7,7,7,7,7,7,7,30
911547,10,10,10,10,10,10,10,10,86
911563,10,10,10,10,10,8,10,9,95
911566,8,9,8,9,8,8,8,8,38
911568,8,7,8,7,7,7,8,8,54
911570,8,8,8,8,8,8,8,8,67
911578,10,10,10,10,10,10,10,10,88
911579,9,9,8,9,9,9,9,9,46
911580,10,10,10,10,10,10,10,10,74
911605,8,8,8,8,8,8,8,8,55
911606,5,5,5,10,9,9,6,7,60
911607,10,10,10,10,10,10,10,10,123
911608,9,9,9,9,9,9,9,9,40
911609,10,10,10,9,10,10,9,9,65
911621,9,9,9,9,9,9,9,9,60
911631,8,8,8,8,8,8,8,8,35
911638,8,9,8,9,7,8,7,7,70
911652,10,10,10,10,10,10,10,10,60
911679,8,8,8,8,8,8,8,8,40
911681,8,6,8,8,8,10,10,10,86
911689,8,8,8,8,8,8,8,8,28
911703,9,9,9,9,9,9,9,9,51
911706,9,9,9,9,9,9,9,9,34
911727,9,9,9,9,9,9,9,9,85
911729,9,9,9,9,9,9,9,9,109
911743,8,8,8,8,8,8,8,8,45
911748,7,7,8,8,8,7,7,7,38
911751,8,9,10,10,10,10,9,9,82
911758,10,10,10,10,10,10,10,10,59
911765,8,8,8,8,8,8,8,8,25
911795,9,9,9,9,9,9,9,9,38
911808,8,8,8,8,8,8,8,7,36
911811,7,8,8,8,8,8,8,8,17
911816,7,7,8,8,8,8,8,7,36
911821,8,8,8,8,8,8,8,8,25
911823,8,8,8,8,8,8,8,8,25
911824,9,9,9,9,9,9,9,9,19
911849,7,8,8,8,8,8,8,8,56
911850,8,10,1,10,1,5,7,1,42
911851,9,9,9,9,9,9,9,9,38
911854,10,10,10,10,10,10,10,10,129
911858,7,7,7,7,7,7,7,7,55
911864,7,7,7,7,7,7,7,7,52
911867,7,7,7,7,7,7,7,7,34
911871,7,7,7,7,7,7,7,7,60
911883,6,6,6,6,6,6,6,6,40
911886,7,7,7,7,7,7,7,7,62
911888,9,9,9,9,9,9,9,9,23
911889,7,7,7,7,7,7,7,7,30
911898,8,8,8,8,8,8,8,8,59
911900,8,8,8,8,8,8,8,8,33
911901,6,6,7,6,6,7,6,6,80
911911,7,7,7,7,7,7,7,7,60
911913,6,6,6,6,6,6,6,6,76
911914,6,6,6,6,6,6,6,6,30
911917,7,7,7,7,7,7,7,7,76
911918,6,7,7,6,7,6,6,6,54
911919,9,8,9,8,9,8,8,9,83
911922,7,7,7,7,7,7,7,7,61
911923,7,7,7,7,7,7,7,7,71
911926,6,6,6,6,6,6,6,6,42
911932,7,7,7,7,7,7,7,7,62
911937,9,9,9,9,9,9,9,9,48
911938,9,9,9,9,9,9,9,9,70
911940,8,8,8,8,8,8,8,8,31
911947,8,8,8,8,8,8,8,8,62
911950,8,8,7,8,7,8,7,7,98
911952,7,7,7,7,7,7,7,7,87
911956,7,7,7,7,7,7,7,7,50
911960,5,5,5,6,5,6,4,5,59
911962,8,8,7,8,8,8,8,8,99
911963,7,8,6,7,7,8,8,7,61
911966,7,7,6,7,7,7,7,7,110
911972,8,8,8,8,8,8,7,7,75
911976,7,7,7,7,7,7,7,7,109
911977,7,7,7,7,7,7,6,7,77
911983,7,6,7,7,7,7,6,6,36
911992,9,8,8,9,9,9,8,9,43
911993,7,9,8,8,9,10,10,9,48
911994,6,6,6,7,7,6,5,6,17
911997,7,8,7,6,6,6,6,8,71
911999,7,6,6,8,8,6,6,6,32
912001,9,8,9,7,8,9,7,7,62
912017,9,8,7,9,8,8,8,8,69
912020,10,8,9,8,9,9,8,7,75
912022,10,10,8,8,9,10,8,8,42
912030,4,4,6,7,8,9,4,5,50
912033,6,5,6,7,7,7,5,6,38
912042,7,8,8,7,8,8,8,8,64
912051,8,8,8,8,8,8,8,8,84
912054,8,8,8,8,8,9,9,9,79
912087,7,7,6,6,6,8,6,6,73
912095,8,8,8,8,8,8,8,8,80
912096,8,8,8,8,7,7,7,7,57
912104,7,7,7,7,7,7,7,7,68
912134,10,9,8,8,7,9,8,9,38
912142,6,6,6,7,6,8,6,7,57
912146,8,8,8,8,9,9,7,7,95
912147,10,9,9,9,9,9,9,9,105
912148,8,8,8,8,7,8,8,8,67
912150,6,6,5,6,6,8,6,6,70
912151,10,9,9,9,8,9,9,9,95
912154,7,7,7,8,8,8,7,7,55
912165,8,7,8,8,8,8,7,9,39
912173,10,10,10,10,10,10,10,10,55
912185,10,10,10,10,10,10,10,10,81
912192,8,8,8,8,8,8,8,8,16
912205,9,9,9,9,9,9,9,8,21
912209,8,9,9,9,9,9,9,7,46
912210,9,8,8,8,8,8,8,8,35
912214,9,8,8,8,8,8,8,8,17
912216,6,6,6,7,7,6,5,6,18
912220,9,9,9,9,9,9,9,9,37
912222,10,10,10,10,10,10,10,10,64
912223,8,7,8,8,9,9,8,8,48
912227,10,10,10,10,10,10,10,10,54
912229,10,10,10,10,10,10,10,10,75
912241,8,8,7,8,8,8,8,7,29
912258,8,8,8,8,8,8,8,8,31
912261,8,8,8,8,8,8,8,8,28
912262,8,8,8,8,7,8,8,7,32
912266,6,7,6,7,6,7,6,7,30
912267,6,6,6,7,5,6,5,6,38
912270,6,6,6,6,5,6,5,5,38
912271,10,10,10,10,10,10,10,10,42
912273,8,8,8,8,7,8,8,7,44
912274,8,8,8,8,8,8,8,8,86
912281,8,7,8,8,7,7,8,7,47
912290,10,10,10,10,10,10,10,10,80
912292,7,7,7,7,6,8,6,6,43
912310,9,9,8,8,7,8,8,8,88
912313,10,10,10,10,10,10,10,10,28
912315,9,8,8,8,8,8,8,7,85
912335,8,9,8,8,8,8,8,8,74
912336,8,8,8,8,8,8,8,7,72
912338,8,8,8,8,8,8,8,7,102
912342,7,8,7,8,7,8,7,6,90
912351,10,10,10,10,10,10,10,10,28
912360,8,8,8,8,8,8,8,8,46
912362,10,10,10,10,10,10,10,10,26
912364,10,10,10,10,10,10,10,10,32
912367,10,10,10,10,10,10,10,10,36
912368,9,9,9,9,9,9,9,9,44
912372,10,10,10,10,10,10,10,10,34
912376,9,9,9,9,9,9,9,9,57
912377,8,8,8,8,8,8,8,8,19
912382,7,7,7,7,7,7,7,7,37
912385,9,9,9,9,9,9,9,9,34
912398,8,8,8,7,8,9,9,7,68
912400,10,10,10,10,10,10,10,10,60
912409,10,10,10,10,10,10,10,10,48
912411,10,10,10,10,10,10,10,10,41
912441,8,9,7,7,8,8,7,5,53
912444,8,9,7,7,3,8,8,8,34
912445,6,7,6,8,8,6,5,4,29
912446,5,5,7,7,7,5,5,3,32
912449,9,9,8,8,8,8,8,7,35
912451,9,8,8,7,9,8,8,7,36
912452,8,9,7,8,8,7,8,4,38
912453,8,8,7,8,7,7,7,7,34
912456,8,7,6,8,6,8,7,5,32
912459,5,6,7,5,6,7,6,3,31
912467,7,6,6,6,6,6,5,4,37
912473,6,6,5,5,6,5,5,4,35
912476,7,7,6,8,7,7,6,4,38
912482,8,6,6,7,7,5,5,5,34
912488,4,4,4,5,5,4,4,3,30
912493,6,6,6,7,6,5,5,4,35
912494,6,5,5,7,6,7,7,2,43
912495,6,6,6,6,6,6,5,5,34
912497,6,6,5,5,4,4,4,4,39
912500,8,7,5,6,4,6,7,7,48
912501,6,6,6,5,7,5,6,1,37
912502,8,6,7,8,4,6,7,3,28
912504,9,7,5,8,6,6,8,4,46
912515,8,8,7,8,6,7,8,5,42
912535,4,4,5,6,6,4,4,3,36
912536,6,6,6,6,7,6,6,6,37
912538,6,6,6,7,7,5,4,4,34
912540,8,7,6,8,7,7,6,3,41
912541,8,7,6,8,6,6,8,3,44
912543,5,6,7,7,8,5,5,3,32
912552,7,7,7,6,6,6,6,6,40
912555,8,7,6,7,5,5,7,4,49
912560,5,5,5,6,6,4,4,3,38
912561,6,7,7,7,7,6,6,5,29
912562,8,7,7,7,6,7,6,5,29
