nquest,comprens,ita,veroaf,veroab,verored,klima,facil,INTS,durata
876562,8,8,8,8,8,8,8,8,37
876571,7,5,7,7,7,7,7,7,26
876577,8,8,8,8,8,8,8,8,43
876581,9,9,9,9,9,9,9,9,25
876587,9,9,9,9,9,9,9,9,43
876624,10,10,10,8,9,9,10,6,14
876632,10,9,9,8,8,9,9,5,18
876649,8,8,9,8,8,8,8,8,44
876651,8,8,8,9,9,7,8,8,42
876666,8,8,8,8,8,8,8,8,35
876694,10,10,5,10,10,10,10,10,53
876701,10,10,5,10,10,10,10,10,31
876703,8,8,8,8,8,8,8,8,27
876726,9,9,9,9,9,9,9,9,25
876729,8,8,8,8,7,8,8,7,41
876730,7,7,7,6,5,7,7,7,33
876786,10,10,10,10,10,10,10,10,56
876799,10,10,10,10,10,10,10,10,55
876806,10,10,10,10,10,10,10,10,52
876810,10,10,10,10,10,10,10,10,50
876820,10,10,10,10,10,10,10,10,80
876833,7,7,7,7,7,7,7,7,53
877001,8,10,10,10,10,10,6,9,61
877017,9,9,7,10,10,10,8,8,62
877064,9,9,9,9,9,9,9,9,92
877083,8,9,8,8,8,9,9,9,45
877100,10,10,6,10,6,9,8,8,108
877138,6,5,6,6,5,5,5,5,40
877241,7,7,6,5,5,9,7,7,76
877267,8,9,9,9,8,9,8,8,61
877279,9,9,9,9,9,9,9,9,79
877285,10,10,10,10,10,10,10,10,55
877407,8,8,8,5,1,8,7,8,80
877473,8,8,8,8,8,9,8,8,60
877487,10,10,10,10,10,10,10,10,53
877553,10,10,10,10,10,10,10,10,44
877612,6,6,5,6,6,5,6,6,26
877621,6,6,7,9,7,10,6,6,65
877653,7,8,6,8,6,10,7,6,82
877662,9,9,9,9,9,10,8,9,30
877697,9,9,8,9,8,8,9,8,54
877751,10,9,9,10,10,8,8,9,35
877752,8,8,9,10,9,9,8,8,46
877753,9,9,8,9,9,8,8,8,34
877784,8,10,9,10,10,9,7,8,39
877789,10,10,9,9,10,9,9,8,36
877828,8,8,7,8,8,8,7,8,83
877868,6,7,6,7,6,7,6,7,35
877908,7,6,7,8,8,7,6,9,72
878002,5,5,8,8,9,7,5,6,42
878007,8,9,8,8,8,8,7,8,71
878011,9,9,9,9,9,9,7,9,74
878019,7,5,7,7,7,6,6,7,46
878021,3,2,5,7,7,2,1,5,38
878022,9,8,8,2,5,6,7,7,64
878039,7,6,7,7,7,7,6,7,41
878049,8,8,8,8,8,8,8,8,19
878065,8,8,8,8,8,8,8,8,52
878074,8,8,8,8,8,8,8,8,67
878094,8,8,8,8,8,8,8,8,36
878103,8,8,9,9,7,8,8,8,47
878117,7,6,4,6,6,6,6,5,50
878120,6,6,8,7,7,9,6,7,67
878121,6,7,6,6,7,6,6,6,25
878142,8,8,8,8,8,8,8,8,36
878154,7,7,8,8,7,9,8,8,72
878157,7,7,7,7,7,7,7,7,64
878173,10,10,9,10,9,10,10,10,69
878182,5,5,5,4,6,6,5,5,69
878194,8,8,8,6,5,6,7,7,78
878197,9,10,10,10,10,10,10,10,94
878218,5,5,5,10,9,9,5,8,83
878238,7,6,6,7,7,7,7,7,36
878281,7,8,8,8,8,8,8,8,30
878292,8,8,7,7,7,7,8,7,60
878295,8,7,7,7,7,7,7,7,42
878309,9,9,9,9,9,9,9,9,35
878316,10,10,10,10,10,8,10,10,170
878324,9,9,9,9,9,9,9,9,29
878503,10,10,10,10,10,10,10,10,31
878506,10,10,10,10,10,10,10,10,139
878510,10,10,10,10,10,10,10,10,38
878513,7,8,7,7,7,10,6,8,48
878517,7,7,8,10,10,10,8,9,65
878518,10,10,8,9,9,10,8,10,60
878552,8,8,8,9,7,10,10,8,52
878572,8,8,9,9,10,10,9,9,34
878573,9,9,9,9,9,7,9,9,57
878617,6,6,6,6,5,6,5,5,105
878648,5,5,5,5,5,6,5,5,36
878684,10,10,10,10,10,10,10,10,57
878727,9,9,9,9,9,9,9,9,38
878738,9,9,9,9,9,9,9,9,31
878739,8,8,8,8,8,8,8,8,34
878750,8,9,7,9,8,9,9,8,53
878751,7,8,8,8,8,8,8,7,40
878777,8,8,7,8,8,9,9,9,71
878790,8,8,8,8,8,8,7,8,37
878811,9,9,8,10,9,9,9,8,57
878831,7,6,7,8,8,7,8,6,86
878834,8,9,8,8,9,9,8,9,88
878848,10,10,10,10,10,10,10,10,54
878869,8,7,8,8,9,7,8,8,40
878873,10,10,10,10,10,10,10,10,204
878874,10,10,10,10,10,10,10,10,83
878883,10,10,10,10,10,10,10,10,58
878966,8,8,8,8,8,8,8,8,102
879018,8,7,6,6,7,6,7,6,68
879023,9,10,8,9,8,10,10,7,68
879052,10,10,10,10,10,10,10,10,62
879066,10,10,10,10,10,10,10,10,28
879069,9,9,9,9,9,9,9,9,53
879152,10,10,10,10,10,10,10,10,48
879192,10,10,10,10,10,10,10,10,57
879229,9,9,9,9,9,9,9,9,105
879235,9,9,8,9,8,9,9,8,128
879257,9,9,9,9,9,9,9,9,111
879275,9,9,9,9,9,9,9,9,21
879302,8,8,8,8,8,8,8,8,22
879319,7,7,7,7,7,7,7,7,52
879391,8,9,9,10,8,10,9,9,43
879422,6,7,8,9,9,8,7,7,39
879449,10,10,9,7,10,10,10,10,62
879470,10,10,10,10,10,10,10,10,82
879484,7,7,7,10,7,7,7,7,52
879487,7,7,7,9,6,7,7,7,50
879494,7,8,8,10,8,9,8,7,29
879503,8,8,8,10,10,9,9,8,36
879507,6,6,6,6,4,7,7,6,44
879509,8,9,9,10,10,10,10,9,55
879523,8,7,9,8,8,8,8,8,42
879543,7,8,7,8,7,7,8,7,42
879552,8,9,8,8,8,8,8,9,28
879563,5,5,5,3,5,4,4,4,24
879565,6,6,5,6,5,5,5,1,42
879568,6,8,7,7,6,7,6,5,94
879591,6,6,7,7,8,8,7,6,46
879620,8,8,7,8,6,8,7,8,105
879667,7,7,7,8,8,8,7,7,30
879681,9,9,8,8,7,9,8,8,40
879743,5,5,6,5,5,5,6,5,48
879817,6,5,6,9,9,5,5,7,26
879832,6,4,5,6,7,5,5,6,38
879837,6,3,7,7,7,7,5,6,60
879844,8,8,8,8,7,7,7,7,59
879861,7,6,7,8,7,6,7,4,28
879883,8,7,6,7,8,6,7,2,30
879931,8,9,8,9,8,9,8,8,65
879943,9,10,9,9,9,9,9,9,122
879946,8,8,8,9,8,8,7,8,82
879951,9,9,9,9,8,9,8,8,81
879958,9,8,7,8,7,8,8,8,90
880003,10,10,10,10,10,10,10,10,66
880040,7,7,7,7,7,6,6,6,57
880066,8,8,8,8,8,8,8,8,39
880072,9,9,9,9,9,9,9,9,64
880167,10,10,5,10,10,10,10,10,54
880173,10,10,10,10,10,10,10,10,59
880181,9,9,9,9,9,9,9,9,68
880182,8,8,10,10,10,10,8,10,31
880186,10,10,5,10,10,10,10,10,26
880207,10,10,10,10,10,10,10,10,94
880243,7,8,8,8,8,9,8,8,45
880244,7,7,7,7,7,6,7,7,55
880252,7,7,7,8,7,8,7,7,65
880264,7,7,7,7,7,8,8,8,60
880267,6,6,8,9,8,8,6,6,42
880268,7,7,7,7,7,8,7,7,54
880271,8,8,8,9,7,9,8,7,64
880279,7,7,7,8,7,7,7,7,55
880291,5,5,7,6,6,7,5,6,108
880357,8,8,9,7,7,7,7,7,67
880375,10,10,10,10,10,10,10,10,73
880398,10,10,10,10,9,10,10,10,51
880408,8,9,7,9,7,9,9,8,41
880425,8,9,8,8,8,8,7,8,45
880427,10,10,8,10,10,8,8,9,33
880431,9,10,9,10,10,9,8,9,39
880457,8,9,9,10,9,9,8,9,38
880458,9,9,6,8,8,8,9,8,29
880459,8,9,8,9,9,9,7,8,43
880564,6,6,6,6,6,7,6,6,30
880581,6,6,6,6,6,6,6,6,56
880827,8,10,8,10,10,10,10,10,44
880849,7,7,7,7,7,7,7,7,25
880861,10,10,10,10,10,10,10,10,40
880865,10,10,7,8,7,10,10,8,26
880884,10,10,10,10,10,10,10,10,60
880893,10,10,10,10,10,10,10,10,45
880898,8,10,10,10,10,10,10,10,57
880911,10,10,10,10,10,10,10,10,49
880912,10,10,10,10,10,10,10,10,63
880948,8,8,7,7,7,8,8,7,49
880978,9,9,9,8,8,9,9,8,52
881023,10,10,10,10,10,10,10,10,50
881028,9,9,9,8,8,9,9,8,68
881029,9,10,10,8,9,8,8,8,115
881059,10,10,10,10,10,10,10,10,21
881072,8,9,7,7,7,8,8,7,80
881095,6,5,6,4,5,7,6,6,65
881188,10,10,10,10,10,10,10,10,62
881195,7,7,10,10,10,10,10,10,50
881209,10,10,10,10,10,10,10,10,80
881263,8,8,8,8,8,8,9,8,78
881281,8,8,9,8,8,8,8,8,52
881284,8,8,8,9,8,8,8,8,34
881293,10,10,10,10,10,10,10,10,41
881302,8,8,8,8,8,8,9,8,76
881304,7,7,7,8,9,7,7,7,16
881330,10,10,10,10,10,10,10,10,76
881335,10,10,10,10,10,10,10,10,52
881368,8,8,8,8,8,8,8,8,26
881375,7,8,8,8,8,8,8,8,25
881382,9,9,9,9,9,9,9,9,52
881391,5,7,7,8,8,9,7,9,51
881421,8,8,8,8,8,8,8,8,58
881448,10,10,10,10,10,10,10,10,47
881475,10,10,10,10,10,10,10,10,68
881480,10,10,10,10,10,10,10,10,55
881527,7,8,6,8,7,8,7,8,28
881537,8,8,8,10,10,10,8,8,26
881544,9,9,9,9,9,9,9,9,53
881550,8,8,8,8,8,8,8,8,57
881552,7,7,7,7,7,7,7,7,46
881554,7,7,7,7,7,7,7,7,48
881561,8,8,8,8,8,8,8,8,41
881566,6,6,7,7,8,8,7,6,31
881587,8,9,9,9,10,9,8,6,52
881601,9,9,9,10,10,8,9,7,49
881611,10,10,10,10,10,10,10,7,54
881642,10,10,10,10,10,10,10,7,35
881671,8,8,8,8,8,8,8,8,32
881676,8,8,8,10,10,10,9,9,35
881677,10,10,4,10,10,10,10,10,33
881680,10,10,5,10,5,10,10,10,48
881683,7,7,7,7,7,7,7,7,40
881686,10,10,7,10,10,10,10,10,39
881700,8,8,6,8,8,8,8,8,51
881758,7,7,8,6,7,7,7,7,26
881760,10,10,10,10,10,10,10,10,50
881765,7,8,7,9,6,7,6,6,34
881785,7,7,7,6,8,7,7,7,42
881809,7,9,8,9,9,10,9,9,59
881817,10,9,9,7,9,6,7,6,57
881821,9,9,8,9,8,8,8,6,59
881832,9,9,9,10,10,8,8,7,30
881857,8,8,9,8,8,8,8,8,37
881884,8,6,6,7,8,6,6,6,58
881934,8,7,6,8,4,6,6,2,55
881982,8,8,8,9,9,7,8,8,20
881983,10,10,10,10,10,10,10,10,24
882007,8,8,8,8,8,9,8,8,23
882019,10,10,10,10,10,10,10,10,61
882048,8,8,7,7,7,8,7,7,38
882052,8,7,7,8,7,8,7,8,32
882053,5,5,5,5,5,5,5,5,31
882057,8,7,7,6,6,8,8,8,36
882059,6,8,7,7,7,7,7,7,11
882062,8,7,7,7,7,8,8,8,47
882066,7,7,7,7,7,7,7,8,41
882067,8,7,8,8,7,8,8,8,33
882078,7,7,7,7,6,8,6,7,32
882091,7,7,7,8,6,8,8,8,29
882096,6,5,5,5,4,5,5,5,45
882106,6,6,5,5,5,5,5,5,36
882109,6,7,7,7,4,8,6,7,49
882114,10,10,10,10,10,10,10,10,91
882117,10,10,10,10,10,10,10,10,31
882127,6,5,5,5,5,5,5,5,48
882139,6,6,6,7,6,6,6,6,64
882143,7,7,7,7,5,7,7,7,65
882159,10,10,5,10,5,10,10,10,28
882162,10,10,5,10,5,10,5,10,30
882171,7,7,7,7,5,7,7,7,39
882179,7,7,5,7,5,7,6,6,55
882203,7,7,7,7,7,7,7,7,44
882211,8,7,8,7,7,8,7,9,94
882216,6,6,4,6,7,7,8,7,28
882286,8,8,8,8,6,8,8,8,48
882304,6,6,7,8,6,6,6,6,35
882307,5,5,6,6,5,6,5,5,31
882314,10,10,6,6,5,10,10,10,54
882340,10,9,8,9,10,10,8,10,37
882393,8,8,6,6,3,4,5,6,37
882420,7,7,7,7,8,6,7,7,70
882449,4,6,6,9,9,9,9,3,42
882470,5,5,5,6,6,5,5,4,32
882497,6,7,7,7,7,7,7,7,53
882515,5,5,5,5,5,7,6,6,59
882537,8,8,6,7,6,8,7,7,55
882556,7,8,7,8,9,9,8,8,108
882557,8,8,8,7,9,9,8,8,79
882561,8,8,8,8,7,9,8,7,68
882573,8,8,7,7,7,8,8,8,41
882578,9,9,7,7,7,8,8,8,67
882582,10,6,6,8,8,6,6,7,34
882585,10,10,10,10,10,10,10,10,48
882593,10,10,10,10,10,10,10,10,40
882618,10,10,10,10,10,10,10,10,49
882622,10,10,10,10,10,10,10,10,43
882635,10,9,10,10,10,10,10,10,44
882652,10,10,10,10,10,10,10,10,41
882653,10,10,10,10,10,10,10,10,46
882654,10,10,10,10,10,10,10,10,62
882667,10,10,10,10,10,10,10,10,45
882675,6,7,7,7,7,7,7,7,59
882723,9,9,9,9,9,9,9,9,30
882739,8,8,8,8,8,8,8,8,16
882745,9,9,9,9,9,9,9,9,35
882807,6,6,6,7,7,6,6,6,30
882862,7,7,7,7,6,7,7,6,33
882925,9,9,9,9,9,9,9,9,93
882926,9,9,9,9,9,9,9,9,122
882927,9,9,9,9,9,9,9,9,80
882962,5,5,5,7,5,9,6,3,45
882973,10,10,10,10,10,10,10,10,38
882978,10,6,6,9,6,8,10,7,36
883014,6,6,5,6,5,7,6,4,57
883018,10,10,10,10,7,10,10,4,36
883110,7,6,6,8,5,8,7,6,46
883134,5,4,5,6,5,6,5,3,55
883157,5,5,5,7,7,8,4,5,43
883182,9,9,8,8,9,9,9,8,56
883188,8,8,8,8,8,8,8,8,90
883225,9,9,9,9,9,9,9,9,46
883228,9,9,9,9,9,9,9,9,76
883322,10,10,10,10,10,10,10,10,91
883329,10,10,10,10,10,10,10,10,53
883343,8,10,10,8,10,10,8,10,56
883356,7,8,7,10,8,10,8,9,73
883382,10,10,10,10,10,10,10,10,36
883392,10,10,10,10,10,10,10,10,22
883403,10,10,10,10,10,10,10,10,25
883417,10,10,10,10,10,10,10,10,17
883469,7,7,10,10,10,10,10,10,41
883500,10,10,10,10,10,10,10,10,57
883518,8,8,7,8,7,7,7,7,55
883588,8,9,5,10,8,9,8,8,84
883629,8,8,8,8,7,8,7,8,69
883642,8,9,8,8,8,9,9,9,70
883712,8,8,8,7,8,8,8,8,143
883728,7,7,7,7,7,7,7,7,62
883742,8,8,9,9,9,9,8,9,35
883754,8,8,8,9,8,8,8,8,106
883762,10,9,8,9,8,9,8,9,71
883763,10,10,10,10,9,9,9,9,48
883787,9,10,9,10,10,10,10,7,73
883789,10,10,7,10,10,8,8,7,36
883799,10,10,10,10,10,10,10,7,69
883800,10,10,10,10,10,10,10,7,56
883833,7,8,9,8,8,10,8,9,73
883853,6,8,8,9,8,9,8,6,35
883854,6,7,7,7,8,7,8,7,34
883886,8,8,8,8,7,7,8,8,104
883890,7,7,7,7,7,7,7,7,40
883892,7,8,7,8,8,7,7,8,63
883894,8,8,8,7,7,8,8,7,118
883910,6,7,6,7,7,6,6,6,110
883912,7,7,6,6,6,6,6,6,91
883969,8,8,8,8,8,8,8,8,25
883988,8,8,8,8,8,8,8,8,22
883990,9,9,9,9,9,9,9,9,23
884032,10,10,10,8,9,10,10,10,57
884033,10,10,8,9,9,10,10,9,44
884038,8,7,8,9,10,10,7,9,40
884053,10,9,9,9,9,10,9,9,72
884101,7,9,9,9,10,8,9,9,123
884117,9,10,9,10,10,10,8,7,66
884122,10,10,10,10,10,10,10,10,52
884232,10,10,10,10,10,10,10,10,85
884251,7,7,8,8,7,7,8,8,45
884260,7,8,8,8,9,9,8,8,51
884269,9,9,8,7,8,8,8,8,25
884279,8,8,8,8,8,9,9,8,36
884294,8,8,9,8,7,8,8,9,29
884337,8,9,9,9,9,10,8,8,72
884409,8,8,9,9,9,8,8,7,52
884416,8,9,9,9,9,9,9,7,44
884418,9,9,9,9,9,9,9,7,32
884439,7,9,7,9,9,9,7,5,32
884440,9,9,9,9,9,9,9,9,33
884503,10,10,10,10,10,8,10,10,35
884537,3,3,4,6,5,3,4,4,25
884570,9,8,8,7,10,10,9,8,35
884677,5,5,5,8,8,6,5,7,45
884678,7,8,8,8,8,8,7,8,68
884680,7,8,7,7,7,7,5,7,40
884685,9,9,9,9,8,8,8,8,84
884707,9,6,7,7,8,7,5,7,30
884717,9,8,9,9,8,8,8,9,50
884794,7,6,5,7,7,5,5,5,46
884802,10,10,10,10,10,10,10,10,55
884867,8,10,10,10,10,10,8,10,31
884879,10,10,10,10,10,10,10,10,80
884927,6,7,5,7,7,6,6,3,35
884932,9,9,7,8,7,8,8,5,43
884945,7,8,7,7,7,7,7,3,46
884968,9,9,9,8,8,9,8,9,54
884972,8,7,7,7,7,7,7,7,128
884983,8,7,8,7,8,8,8,8,43
885014,10,10,10,10,10,10,10,10,32
885025,7,7,7,7,7,7,7,7,47
885037,10,10,10,10,10,10,10,10,62
885040,9,8,9,9,9,10,9,10,51
885045,9,9,9,9,9,9,9,9,49
885047,7,9,9,8,9,9,7,9,115
885062,6,7,7,7,8,7,7,7,48
885077,8,7,9,7,7,9,8,9,96
885318,10,10,8,10,8,10,9,8,40
885327,10,10,10,10,10,10,10,10,61
885342,10,8,8,10,8,8,8,8,30
885353,10,9,8,8,9,10,9,9,60
885434,6,6,6,8,8,9,8,7,29
885504,10,10,10,10,10,10,10,10,73
885505,10,10,10,10,10,10,10,10,41
885551,8,8,8,8,8,8,8,8,45
885580,7,8,8,8,8,8,8,8,42
885584,7,6,6,7,8,7,7,8,40
885596,8,7,7,8,8,8,6,7,67
885625,9,8,8,8,8,8,8,8,98
885633,8,8,9,9,10,10,10,10,69
885634,10,10,10,10,10,10,10,10,71
885639,10,10,10,10,10,10,10,10,84
885646,10,10,10,10,10,10,10,10,78
885661,10,10,10,10,10,10,10,10,68
885693,9,8,9,8,8,7,9,8,105
885697,9,8,9,9,8,9,8,8,105
885698,8,7,7,8,7,8,7,8,105
885709,10,10,8,6,6,9,9,7,61
885802,6,6,6,7,5,6,6,6,28
885803,7,7,8,8,8,8,8,8,34
885811,7,7,10,10,10,10,7,7,47
885822,10,10,5,10,10,10,10,10,27
885835,10,10,10,10,10,10,10,10,64
885865,9,9,8,8,8,9,8,7,18
885868,9,9,6,6,5,8,8,7,49
885878,9,9,8,9,8,9,9,7,33
886112,8,8,8,8,8,8,8,8,50
886151,8,8,8,8,8,8,8,8,26
886202,9,9,9,9,9,9,9,9,59
886226,10,10,10,10,10,10,10,10,83
886233,9,9,9,10,10,9,10,9,76
886234,10,10,10,10,10,10,10,10,71
886273,9,9,9,9,9,9,9,9,75
886302,8,8,8,9,8,8,6,7,29
886325,7,7,9,9,9,7,6,7,32
886328,10,10,10,10,10,10,4,9,43
886342,10,9,9,10,9,9,7,8,121
886347,8,8,8,8,8,8,8,8,100
886367,7,8,7,8,8,8,7,7,20
886419,6,7,7,8,8,9,8,9,128
886427,9,9,9,9,9,9,9,9,139
886443,7,8,7,6,6,8,7,7,94
886457,8,8,8,8,8,10,8,7,66
886529,7,9,4,4,4,10,8,7,40
886533,10,10,10,10,10,10,10,10,40
886581,10,10,9,9,9,10,10,10,38
886603,9,9,9,9,9,9,9,8,43
886604,9,7,8,9,9,6,7,5,54
886606,9,9,9,9,9,10,9,9,44
886629,5,5,5,5,5,5,5,5,18
886636,8,8,8,8,8,8,8,8,64
886656,10,10,10,10,10,10,10,10,53
886662,5,5,6,7,7,5,4,6,32
886698,8,7,7,7,7,7,7,7,49
886721,10,10,10,10,10,10,10,10,52
886741,10,10,10,10,10,10,10,10,28
886748,10,10,10,10,10,10,10,10,63
886782,9,8,9,9,8,9,9,8,41
886789,9,10,9,10,9,9,10,9,52
886797,9,8,7,9,8,8,8,5,51
886817,7,7,6,6,6,6,5,4,35
886822,6,4,5,5,6,4,5,5,41
886851,9,9,9,9,9,10,9,9,59
886887,7,7,6,6,6,6,6,7,34
886915,8,7,7,7,7,8,7,6,33
886918,8,8,7,7,8,8,7,6,42
886923,8,8,6,7,7,4,3,3,39
887021,8,8,8,8,8,8,8,8,25
887092,7,7,5,7,7,6,6,7,59
887122,7,7,8,8,8,7,7,7,70
887130,8,8,8,8,8,8,8,8,42
887244,10,10,10,10,10,10,10,10,33
887332,6,6,7,7,7,8,7,7,51
887357,8,8,7,8,7,7,8,7,20
887372,8,8,8,9,7,8,8,8,21
887377,8,7,7,7,7,8,8,7,20
887388,8,7,8,7,8,8,9,8,22
887397,8,8,8,8,8,8,8,8,26
887498,10,10,10,10,10,10,10,10,95
887562,10,10,10,10,10,10,10,10,37
887611,10,10,10,10,10,10,10,10,77
887614,7,7,7,8,5,8,7,7,43
887639,8,8,9,10,9,9,8,8,27
887650,9,8,8,9,9,8,7,8,28
887655,10,9,9,9,9,9,9,9,37
887667,6,6,7,9,9,7,5,7,35
887679,8,9,9,9,9,9,9,9,44
887700,8,8,8,8,8,8,8,8,84
887722,10,10,10,10,10,10,10,10,50
887734,8,8,8,7,8,7,8,7,120
887736,10,10,10,10,10,10,10,10,65
887738,10,10,10,10,10,10,10,10,44
887755,10,10,10,10,10,10,10,10,30
887762,10,10,10,10,10,10,10,10,68
887770,10,10,10,10,8,10,10,10,83
887773,10,10,10,10,10,10,10,10,69
887782,7,7,7,10,9,9,9,9,41
887787,9,10,9,9,8,9,9,9,89
887801,10,10,10,10,8,10,10,10,106
887821,9,9,9,9,9,9,9,9,110
887859,9,10,9,9,7,10,10,9,65
887863,9,9,7,9,8,9,8,8,69
887915,7,7,7,7,7,7,7,7,94
887964,7,7,7,6,7,7,7,7,39
888073,7,7,7,7,7,7,7,7,43
888110,4,4,4,7,7,9,6,5,23
888112,10,10,10,10,10,10,10,10,44
888122,9,10,10,6,10,10,9,10,42
888142,4,3,3,9,9,4,6,1,40
888178,8,8,8,8,8,9,8,8,21
888185,7,8,8,9,10,8,8,9,52
888292,4,5,6,7,5,6,4,6,35
888297,3,5,6,5,5,9,6,6,41
888304,8,10,9,8,8,10,8,9,47
888363,10,10,10,10,10,10,10,10,35
888377,9,9,9,9,9,9,9,9,113
888390,8,9,9,9,9,9,8,8,58
888404,9,9,9,9,9,9,9,9,60
888413,9,9,9,9,9,9,9,9,64
888425,10,10,10,10,10,10,10,10,90
888436,10,10,10,10,10,10,10,10,74
888451,10,10,10,10,10,10,10,10,72
888452,10,10,10,10,10,10,10,10,49
888455,10,10,10,10,10,10,10,10,58
888515,10,10,10,10,10,10,10,8,82
888606,10,10,10,10,10,10,10,10,66
888623,9,9,9,9,9,9,9,9,35
888678,9,9,9,8,8,8,8,7,97
888692,9,9,8,8,8,8,8,8,166
888695,8,8,8,8,8,8,8,8,110
888729,3,2,3,3,1,6,2,3,41
888747,9,9,8,9,8,9,9,7,27
888748,9,8,8,7,8,8,8,7,63
888772,9,8,6,6,7,8,8,7,53
888773,8,8,8,7,8,8,7,6,41
888778,9,8,7,8,8,9,8,7,42
888779,9,8,7,7,7,9,8,7,42
888782,9,9,9,9,9,9,8,6,45
888786,8,9,9,9,9,9,8,7,33
888787,9,9,9,9,9,9,8,7,35
888843,9,9,9,9,9,9,8,9,54
888848,9,9,8,8,9,9,7,8,70
888861,6,6,5,7,7,8,6,6,69
888864,7,7,7,7,6,8,5,6,52
888873,6,7,7,7,7,9,7,9,43
888989,7,7,7,8,8,6,6,8,43
888997,7,9,9,10,8,7,8,8,40
889014,6,7,7,7,8,7,7,7,43
889047,8,8,8,7,8,9,8,8,84
889109,9,9,9,9,9,9,9,9,57
889121,7,7,8,8,8,7,7,8,35
889169,10,10,10,10,10,10,10,10,80
889172,8,8,8,8,7,8,6,7,54
889173,10,8,8,8,6,7,6,6,45
889192,10,10,10,10,10,10,10,10,53
889199,6,6,7,7,4,5,7,7,51
889202,8,8,8,8,8,10,10,10,35
889213,10,10,10,7,6,10,10,10,55
889251,9,9,9,9,9,9,9,9,61
889292,6,7,8,9,9,7,7,7,38
889294,8,8,8,8,8,8,8,9,89
889348,10,10,10,10,10,10,10,10,38
889377,10,10,10,10,10,10,10,10,56
889378,10,10,10,10,10,10,10,10,50
889392,10,10,10,10,10,10,10,10,39
889402,10,10,10,10,10,10,10,10,46
889403,10,10,10,10,10,10,10,10,37
889407,10,10,10,10,10,10,10,10,109
889497,9,9,9,9,9,9,9,9,94
889512,8,8,8,9,8,10,9,9,48
889537,8,8,3,7,4,10,9,8,53
889576,8,7,8,8,8,7,8,8,15
889577,8,8,8,8,8,8,8,8,73
889583,8,8,8,8,8,8,8,8,27
889587,8,8,8,8,8,8,8,8,29
889618,10,10,10,10,10,10,10,10,42
889623,10,10,10,10,10,10,10,10,60
889706,10,10,9,9,9,10,9,8,76
889709,6,6,5,7,6,6,6,6,62
889710,9,9,9,9,9,9,9,9,118
889711,9,9,9,9,10,9,9,10,33
889714,5,4,4,4,2,6,5,1,22
889715,9,9,10,10,10,10,10,10,40
889719,9,9,9,9,9,9,9,9,40
889720,9,9,8,9,9,9,9,9,112
889721,9,9,9,7,8,9,9,9,118
889722,9,9,8,9,9,8,9,8,93
889724,10,9,9,9,8,9,9,9,108
889725,8,9,8,9,9,9,8,8,75
889726,9,9,8,9,8,9,9,9,75
889727,9,8,8,9,9,9,9,8,91
889728,9,9,9,9,8,9,9,8,98
889729,9,9,9,9,9,9,9,9,73
889738,8,8,7,9,9,8,8,8,46
889739,10,10,10,10,10,10,10,10,34
889740,8,8,8,8,7,6,5,5,46
889753,8,8,8,8,8,8,8,8,30
890008,8,8,7,8,8,9,8,9,31
890030,8,8,9,9,9,9,9,9,52
890055,10,10,10,10,10,10,10,10,60
890101,8,8,7,7,7,7,6,5,23
890123,4,4,4,4,4,7,4,1,45
890162,5,5,5,3,3,4,4,1,20
890231,10,10,10,10,10,10,10,10,54
890259,7,6,6,8,6,6,6,6,37
890419,10,10,10,10,10,10,10,10,60
890532,10,10,10,10,10,10,10,10,71
890573,10,10,10,10,10,10,10,10,38
890579,8,8,8,8,8,8,8,8,39
890862,10,10,10,10,10,10,10,10,38
890869,8,8,8,8,8,8,8,8,47
890871,10,10,10,8,8,8,8,8,25
890880,10,10,10,10,10,10,10,10,33
890910,10,10,10,10,10,10,10,10,44
890913,10,8,10,10,10,10,10,10,34
890916,7,8,8,10,10,10,10,10,24
890963,10,10,10,10,10,10,10,10,78
890970,10,10,10,10,10,10,3,10,56
891013,6,7,7,10,10,7,6,5,24
891023,5,5,6,8,9,7,6,5,32
891027,6,6,6,7,7,5,6,6,39
891031,7,6,6,7,5,6,6,6,24
891062,7,9,9,9,9,9,9,9,38
891065,6,6,6,6,6,6,6,6,18
891073,3,3,3,3,3,3,1,1,37
891082,3,3,3,3,3,3,3,3,24
891161,7,9,7,10,10,10,7,8,28
891214,9,8,8,8,8,8,8,8,55
891270,8,8,8,8,8,8,8,8,43
891317,8,8,8,8,8,8,8,8,77
891320,7,7,7,7,7,7,7,7,47
891415,6,7,6,5,4,6,6,7,50
891435,9,7,8,7,8,7,8,8,62
891447,10,10,9,8,8,8,9,9,102
891510,8,7,8,6,7,7,7,7,20
891676,7,6,6,7,6,8,8,6,48
891688,7,7,7,7,7,7,7,7,57
891692,7,7,6,7,6,7,6,7,59
891724,9,8,8,8,8,9,8,8,56
891727,7,8,8,8,8,8,7,8,31
891733,9,8,8,9,8,8,8,8,67
891793,10,9,9,8,9,10,9,10,103
891827,3,4,3,5,6,3,4,5,34
891835,10,10,10,10,10,10,10,10,38
891837,10,10,9,9,8,10,8,10,42
891872,10,10,10,10,10,10,10,10,81
891877,10,10,10,10,10,10,10,10,61
891882,9,9,9,9,9,9,9,9,38
891938,9,9,9,9,7,9,9,7,112
891947,6,7,7,7,6,7,8,4,38
891970,7,7,7,7,6,6,6,6,42
891992,8,7,7,4,4,5,6,7,19
892071,8,8,10,10,5,8,8,8,58
