nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,attest,dimaz,oretot,pstra,orestra,b1bonus,ylm,integ,ylnm,contaz_1,contaz_2,contaz_3
875817,1,1,1,1,1,1,12,1,7,37,2,,2,42000,1,1200,2,2,2
875855,2,1,1,2,1,1,12,1,8,28,2,,2,16500,2,0,2,2,2
875855,3,1,1,1,1,2,1,1,8,40,2,,2,3200,2,0,2,2,2
875909,3,1,1,1,1,1,12,1,2,40,2,,2,15000,2,0,2,2,2
875969,2,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
875977,2,1,1,2,1,1,12,1,2,20,2,,2,7500,2,0,2,2,2
876017,1,1,1,1,1,1,12,1,1,30,2,,2,10000,2,0,2,2,2
876017,2,1,1,1,1,1,12,1,2,40,2,,2,13000,2,0,2,2,2
876042,1,1,1,2,3,3,,1,2,10,2,,2,5000,2,0,2,2,2
876042,2,1,1,1,3,3,,1,2,40,2,,2,15000,2,0,2,2,2
876069,1,1,1,1,1,1,12,1,4,34,2,,2,15500,2,0,2,2,2
876093,1,1,1,1,1,1,12,1,7,39,2,,1,22000,2,0,2,2,2
876093,2,1,1,2,1,1,12,1,6,26,2,,2,17000,2,0,2,2,2
876104,1,1,1,2,1,2,9,1,1,25,2,,2,7000,2,0,2,2,2
876125,2,1,1,1,1,1,12,1,3,40,2,,2,16000,2,0,2,2,2
876272,1,1,1,1,2,1,12,1,8,38,2,,2,16500,2,0,2,2,2
876272,2,1,1,1,1,1,12,1,5,40,1,0,2,18000,2,0,2,2,2
876364,1,1,1,1,2,2,10,1,8,36,2,,2,14000,2,0,2,2,2
876444,1,1,1,1,1,1,12,1,8,32,2,,2,23000,2,0,2,2,2
876562,3,2,1,1,1,1,12,1,8,30,2,,2,15000,2,0,2,2,2
876577,1,1,1,1,1,1,12,1,8,30,2,,2,19000,2,0,2,2,2
876581,2,1,1,1,1,1,12,1,2,40,2,,2,26000,2,0,2,2,2
876666,1,1,1,1,1,1,12,1,8,30,2,,2,13000,2,0,2,2,2
876666,3,1,1,1,1,1,12,1,8,30,2,,2,13500,2,0,2,2,2
876694,1,1,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
876694,2,1,1,1,1,1,12,1,3,40,2,,2,19000,2,0,2,2,2
876701,2,1,1,1,1,1,12,1,1,40,2,,2,17000,2,0,2,2,2
876726,1,1,1,1,2,1,12,1,1,50,2,,2,13000,2,0,2,2,2
876729,1,1,1,2,2,2,3,1,1,20,2,,2,3000,2,0,2,2,2
876729,1,1,2,2,3,2,4,1,1,20,2,,2,2000,2,0,2,2,2
876729,2,1,1,1,2,2,4,1,2,36,2,,2,4500,2,0,2,2,2
876730,1,1,1,1,3,1,12,1,1,40,2,,2,13000,2,0,2,2,2
876799,1,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
876799,2,1,1,1,1,1,12,1,2,40,2,,2,22000,1,634.8,2,2,2
876806,2,1,1,1,1,1,12,1,1,30,2,,2,10000,2,0,2,2,2
876820,1,1,1,1,1,1,12,1,1,40,2,,2,18000,1,1000,2,2,2
876833,1,1,1,1,2,2,3,1,2,40,2,,2,4000,2,0,2,2,2
877100,1,1,1,1,1,1,12,1,5,40,2,,2,28000,2,0,2,2,2
877100,2,1,1,1,1,1,12,1,8,36,2,,2,18500,2,0,2,2,2
877138,1,1,1,1,1,1,12,1,8,36,2,,2,16000,2,0,2,2,2
877138,2,1,1,1,1,1,12,1,2,40,2,,2,15000,2,0,2,2,2
877267,1,1,1,1,1,2,4,1,8,36,2,,2,5500,1,400,2,2,2
877279,1,1,1,2,1,1,12,1,1,20,2,,2,15000,2,0,2,2,2
877285,2,1,1,1,1,1,12,1,8,40,2,,2,25000,2,0,2,2,2
877473,1,1,1,1,1,1,12,1,7,42,2,,2,20000,2,0,2,2,2
877487,2,2,1,1,1,1,12,1,3,40,2,,2,16000,2,0,2,2,2
877612,2,1,1,1,1,1,12,1,8,40,2,,2,18000,2,0,2,2,2
877697,3,1,1,1,1,1,12,1,7,40,1,6,1,17000,2,0,2,2,2
877752,1,1,1,1,2,1,12,1,2,30,2,,2,14300,2,0,2,2,2
877752,2,1,1,2,2,1,12,1,3,20,2,,2,7800,2,0,2,2,2
877868,1,1,1,1,1,1,12,1,6,42,2,,2,10000,2,0,2,2,2
877868,2,1,1,1,1,1,12,1,6,40,2,,2,9500,2,0,2,2,2
877908,1,1,2,2,3,3,,1,1,10,2,,2,2000,2,0,2,2,2
878007,3,1,1,1,1,1,12,1,1,50,2,,2,20000,2,0,2,2,2
878019,1,1,1,2,1,1,12,1,2,25,2,,2,4500,2,0,2,2,2
878019,2,1,1,1,1,1,12,1,2,60,2,,2,13000,2,0,2,2,2
878039,2,1,1,1,1,1,12,2,4,40,2,,2,36000,2,0,2,2,2
878103,1,1,1,1,1,1,12,1,1,40,2,,2,13000,2,0,2,2,2
878157,2,2,1,1,1,1,12,1,1,30,2,,1,24000,2,0,2,2,2
878173,1,1,1,1,1,1,12,1,2,40,2,,2,20000,1,4000,2,2,2
878197,1,1,1,2,1,1,12,1,7,25,1,0,1,14600,2,0,1,2,2
878197,2,1,1,1,1,2,5,1,8,21,2,,1,7500,2,0,2,2,2
878238,1,1,1,1,1,1,12,1,6,40,2,,2,20000,2,0,2,2,2
878292,1,1,1,1,1,1,12,1,8,30,2,,2,24000,2,0,2,2,2
878292,2,1,1,1,1,1,12,1,8,40,2,,2,20000,2,0,2,2,2
878309,1,1,1,1,1,1,12,1,8,36,2,,2,22000,2,0,2,2,2
878309,2,1,1,1,1,1,12,1,3,40,2,,2,30000,2,0,2,2,2
878316,2,1,1,1,1,1,12,1,8,40,2,,2,40000,2,0,2,2,2
878316,3,1,2,1,2,2,3,2,1,40,2,,2,2700,2,0,2,2,2
878324,1,1,1,1,1,1,12,1,3,40,2,,2,20000,2,0,2,2,2
878513,2,1,1,2,1,1,12,1,4,36,2,,2,11000,2,0,2,2,2
878513,3,1,1,1,1,1,12,1,5,40,2,,2,17000,2,0,2,2,2
878517,1,1,1,1,1,1,12,1,2,40,2,,2,20800,2,0,2,2,2
878517,3,3,1,1,1,1,12,1,2,40,2,,2,17000,2,0,2,2,2
878518,1,1,1,1,1,1,12,1,8,36,2,,2,24500,2,0,2,2,2
878518,2,1,1,2,1,1,12,1,8,20,2,,2,7000,2,0,2,2,2
878573,2,2,1,1,1,1,12,1,4,40,2,,1,18000,2,0,2,1,2
878738,1,1,1,1,1,1,12,1,4,40,2,,2,17000,2,0,2,2,2
878777,1,1,1,1,1,1,12,1,8,30,2,,2,13000,2,0,2,2,2
878811,2,1,1,1,1,1,12,1,2,36,2,,2,15400,2,0,2,2,2
878831,2,1,1,1,1,1,12,1,8,36,2,,2,15500,2,0,2,2,2
878831,3,1,1,2,1,1,12,1,1,30,2,,2,13000,2,0,2,2,2
878834,1,1,1,1,1,1,12,1,7,40,1,0,1,20000,2,0,1,2,2
878834,2,2,1,1,1,1,12,1,7,40,1,0,1,20000,2,0,1,2,2
878848,2,1,1,1,1,1,12,1,4,40,2,,2,15000,2,0,2,2,2
878966,2,1,1,2,2,1,12,1,1,40,2,,2,5200,2,0,2,2,2
879018,1,1,1,2,2,2,10,1,2,30,1,2,2,7000,2,0,2,2,2
879023,1,1,1,1,1,2,3,1,1,40,1,8,2,3000,2,0,1,2,2
879052,3,3,1,1,1,1,12,1,4,42,2,,2,15000,2,0,2,2,2
879066,1,1,1,1,1,1,12,1,3,40,2,,2,15600,2,0,2,2,2
879229,1,1,1,1,1,1,12,1,8,30,2,,1,16821,2,0,2,2,2
879257,1,1,1,1,1,1,12,1,8,36,1,1,1,22800,2,0,2,2,2
879257,2,2,1,1,1,1,12,1,8,36,1,1,1,26000,2,0,2,2,2
879319,1,1,1,1,1,1,12,1,6,40,1,3,2,29000,2,0,2,2,2
879319,2,1,1,1,1,1,12,1,2,25,2,,2,18500,2,0,2,2,2
879422,2,1,1,1,1,1,12,1,1,42,2,,2,10550,2,0,2,2,2
879449,1,1,1,1,1,1,12,1,8,40,2,,2,17000,2,0,2,2,2
879449,2,1,1,1,1,1,12,1,1,40,2,,2,19500,2,0,2,2,2
879487,1,1,1,1,1,1,12,1,2,60,2,,2,19500,2,0,2,2,2
879563,2,1,1,1,1,1,12,1,5,40,2,,2,14000,2,0,2,2,2
879565,2,1,1,1,1,1,12,1,7,36,2,,2,14000,2,0,2,2,2
879565,3,1,1,1,1,1,12,1,3,40,2,,2,12500,2,0,2,2,2
879620,1,1,1,1,1,1,12,1,8,42,1,4,1,18300,1,315,2,2,2
879844,1,1,1,1,1,1,12,1,8,40,2,,2,16000,2,0,2,2,2
879844,2,2,1,1,1,1,12,1,5,38,2,,2,15000,2,0,2,2,2
879943,1,1,1,1,1,1,12,1,4,50,2,,1,33000,2,0,1,2,2
879943,2,2,1,2,1,1,12,1,2,30,2,,2,16000,1,1200,2,2,2
879946,1,1,1,2,1,1,12,1,1,25,2,,2,7800,2,0,2,2,2
879946,2,1,1,1,1,1,12,1,6,35,1,5,2,19500,1,720,2,2,2
879958,2,1,1,1,1,1,12,1,8,42,2,,2,13000,2,0,2,2,2
879958,3,1,1,1,1,1,12,1,2,40,2,,2,15200,2,0,2,2,2
879958,4,4,1,1,2,1,12,1,2,40,2,,2,15000,2,0,2,2,2
880040,1,1,1,1,1,1,12,1,2,36,1,0,2,16000,2,0,2,2,2
880066,1,1,1,1,1,1,12,1,6,40,2,,1,30000,1,6000,2,2,2
880167,3,1,1,1,2,2,8,1,8,18,2,,2,8800,2,0,2,2,2
880181,1,1,1,1,1,1,12,1,8,36,2,,2,14000,2,0,2,2,2
880181,2,2,1,1,1,1,12,1,4,40,2,,2,31000,2,0,2,2,2
880207,1,1,1,1,1,1,12,1,4,36,1,0,1,20500,2,0,2,2,2
880252,2,1,1,2,2,2,6,1,8,24,2,,2,9000,2,0,2,2,2
880268,2,1,1,1,1,1,12,1,1,48,2,,2,18000,2,0,2,2,2
880279,1,1,1,1,1,1,12,1,1,48,2,,2,23000,2,0,2,2,2
880291,1,1,2,2,2,1,12,1,4,5,2,,2,17000,2,0,2,2,2
880291,3,1,1,1,1,1,12,1,2,36,2,,2,13000,1,1269.6,1,1,2
880357,4,2,1,1,1,1,12,1,5,36,1,2,2,16500,1,1500,2,2,2
880375,1,1,1,1,1,1,12,1,6,40,2,,2,20000,2,0,2,2,2
880425,1,1,1,1,1,1,12,1,1,40,2,,2,20000,2,0,2,2,2
880431,1,1,1,1,1,1,12,1,8,36,2,,2,35000,1,500,2,2,2
880431,2,1,1,1,1,1,12,1,8,18,2,,2,22000,2,0,2,2,2
880458,1,1,1,1,1,1,12,1,1,50,2,,2,9200,2,0,2,2,2
880459,1,1,1,1,1,1,12,1,1,50,2,,2,25000,2,0,2,2,2
880581,1,1,1,2,2,2,6,1,2,30,2,,2,5400,2,0,1,2,2
880581,2,1,1,1,1,1,12,1,1,40,2,,2,15600,2,0,1,2,2
880827,1,1,1,2,1,1,12,1,1,29,2,,2,10000,2,0,2,2,2
880827,2,2,1,1,1,1,12,1,2,40,2,,2,16800,1,1200,2,1,2
880861,1,1,2,1,1,2,6,1,2,45,2,,2,9000,1,900,2,2,2
880865,1,1,1,1,1,1,12,1,8,24,2,,2,18000,2,0,2,2,2
880865,2,1,1,1,1,1,12,1,8,18,2,,2,16000,2,0,2,2,2
880893,1,1,1,1,1,1,12,1,1,48,2,,2,15600,2,0,2,2,2
880893,2,1,1,1,1,1,12,1,6,40,2,,2,14200,2,0,2,2,2
880911,1,1,1,1,1,1,12,1,6,40,1,0,2,29000,1,1000,2,2,2
880911,2,1,1,1,1,1,12,1,5,35,2,,2,25000,2,0,2,2,2
880912,1,1,1,1,1,1,12,1,6,60,2,,1,50000,1,6000,1,1,1
880948,1,1,1,1,1,1,12,1,5,38,2,,2,15600,2,0,2,2,2
881023,1,1,1,1,1,1,12,1,4,40,2,,2,25000,1,800,2,2,2
881028,2,2,1,1,1,1,12,1,7,40,2,,2,23800,1,1100,2,2,2
881188,2,1,1,1,1,1,12,1,1,50,2,,2,14000,2,0,2,2,2
881263,1,1,1,1,1,1,12,1,8,36,2,,2,18000,2,0,2,2,2
881281,1,1,1,1,1,1,12,1,8,36,2,,2,22600,2,0,2,2,2
881281,3,1,1,2,2,1,12,1,1,25,2,,2,3600,2,0,2,2,2
881284,1,1,1,1,1,1,12,1,3,45,2,,2,15000,1,400,2,2,2
881293,1,1,1,1,1,1,12,1,1,40,2,,2,16000,2,0,2,2,2
881293,2,2,1,2,1,1,12,1,2,20,2,,2,7000,2,0,2,2,2
881293,3,2,1,1,1,1,12,1,1,50,2,,2,9000,2,0,2,2,2
881302,1,1,1,1,1,1,12,1,8,36,1,2,2,17800,2,0,2,2,2
881302,2,1,1,2,2,1,12,1,8,30,2,,2,10600,2,0,2,2,2
881302,3,3,1,1,1,1,12,1,1,40,1,2,2,10000,2,0,2,2,2
881330,1,1,1,1,1,1,12,1,6,19,2,,2,23000,2,0,2,2,2
881330,3,3,1,1,1,1,12,1,6,36,2,,2,9600,2,0,2,2,2
881330,4,1,1,2,1,1,12,1,6,18,2,,2,9600,2,0,2,2,2
881335,1,1,1,1,1,1,12,1,5,20,2,,2,18000,2,0,2,2,2
881368,2,2,1,1,1,1,12,1,2,40,2,,2,18000,2,0,2,2,2
881421,1,1,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
881448,2,1,1,1,1,1,12,1,7,40,1,7,2,18000,2,0,2,2,2
881544,1,1,1,2,2,1,12,1,8,15,2,,2,9880,2,0,2,2,2
881550,1,1,1,2,1,1,12,1,1,20,2,,2,10400,2,0,2,2,2
881552,3,1,1,2,3,2,9,1,1,30,2,,2,4000,2,0,2,2,2
881561,1,1,1,2,1,1,12,1,1,20,2,,2,9000,2,0,2,2,2
881561,2,1,1,2,3,1,12,1,1,15,2,,2,8000,2,0,2,2,2
881601,1,1,1,1,1,1,12,1,5,47,2,,2,31000,2,0,2,2,2
881601,2,2,1,1,2,1,12,1,8,36,1,8,1,15000,1,1269.6,2,2,2
881676,1,1,1,1,1,1,12,1,4,40,2,,2,15000,2,0,2,2,2
881686,2,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
881700,2,2,1,1,1,1,12,1,2,40,2,,2,22100,2,0,2,2,2
881700,3,3,1,2,2,1,12,1,3,25,2,,2,7200,2,0,2,2,2
881758,1,1,1,1,1,1,12,1,1,40,2,,2,20000,2,0,2,2,2
881765,1,1,1,2,2,1,12,1,1,25,2,,2,15000,2,0,2,2,2
881765,2,1,1,1,1,1,12,1,4,40,2,,2,20000,2,0,2,2,2
881785,2,1,1,1,1,1,12,1,1,40,2,,2,30000,2,0,2,2,2
881817,1,1,1,2,1,1,12,1,4,20,1,0,2,14170,2,0,2,2,2
881884,3,3,1,1,2,1,12,1,8,36,2,,2,12000,2,0,2,2,2
881934,2,1,1,1,1,1,12,1,8,50,2,,2,30000,2,0,2,2,2
882019,1,1,1,1,1,1,12,1,6,36,2,,1,22000,2,0,2,2,2
882019,2,2,1,1,1,1,12,1,8,36,1,6,1,19000,1,1000,2,2,2
882048,1,1,1,1,1,1,12,1,2,36,2,,2,13500,2,0,2,2,2
882062,1,1,1,1,2,1,12,1,4,40,2,,2,15600,2,0,2,2,2
882066,1,1,1,1,2,1,12,1,6,40,2,,2,17000,1,1000,2,2,2
882091,1,1,1,1,3,1,12,1,4,40,2,,2,19500,1,3000,2,2,2
882114,1,1,1,1,1,1,12,1,7,40,1,8,1,20000,2,0,2,1,2
882127,1,1,1,1,1,1,12,1,3,40,2,,2,14000,2,0,2,2,2
882139,4,1,1,1,1,1,12,1,2,40,2,,2,15600,2,0,2,2,2
882171,2,1,1,1,2,1,12,1,3,32,2,,2,15000,2,0,2,2,2
882203,2,1,1,1,1,1,12,1,5,36,2,,2,20500,2,0,2,2,2
882211,1,1,1,1,1,1,12,1,4,40,2,,2,19600,2,0,2,2,2
882286,1,1,1,1,1,1,12,1,5,40,2,,2,19000,2,0,2,2,2
882314,2,1,1,2,3,3,,1,4,30,2,,2,10000,2,0,2,2,2
882420,3,1,1,1,1,1,12,1,2,35,2,,2,19000,2,0,2,2,2
882497,1,1,1,1,1,1,12,1,7,40,2,,2,26000,1,400,1,1,2
882515,2,1,1,2,1,1,12,1,5,10,2,,2,2500,2,0,2,2,2
882578,1,1,1,1,1,1,12,1,8,36,1,4,2,22000,2,0,2,1,2
882578,2,1,1,1,1,1,12,1,8,40,1,4,2,42000,2,0,2,1,2
882585,1,1,1,1,1,1,12,1,1,38,2,,2,13000,2,0,2,2,2
882585,2,2,1,1,1,1,12,1,1,22,2,,2,15000,2,0,2,2,2
882618,1,1,1,1,1,1,12,1,2,22,2,,2,13000,2,0,2,2,2
882618,2,1,1,1,1,1,12,1,1,36,2,,2,13500,2,0,2,2,2
882635,1,1,1,1,2,1,12,1,2,36,2,,2,13000,2,0,2,2,2
882652,2,1,1,1,2,2,7,1,3,40,2,,2,6000,2,0,2,2,2
882675,2,1,1,1,1,1,12,1,4,40,1,5,2,23800,2,0,2,2,2
882723,1,1,1,1,1,1,12,1,1,37,2,,2,18000,2,0,2,2,2
882862,1,1,1,2,1,2,9,1,1,30,2,,2,6300,2,0,2,2,2
882925,1,1,1,1,2,2,2,1,2,40,2,,2,2600,2,0,2,2,2
882926,4,1,1,1,2,2,6,2,7,60,2,,2,5000,2,0,2,2,2
882927,1,1,1,1,1,1,12,1,7,60,2,,1,35100,1,1500,1,1,2
882978,2,2,1,1,1,1,12,1,3,40,2,,2,20000,2,0,2,2,2
883014,2,1,1,2,2,1,12,1,2,24,2,,2,6500,2,0,2,2,2
883110,1,1,1,1,1,1,12,1,1,50,2,,2,17000,2,0,2,2,2
883134,3,1,1,1,1,1,12,1,1,48,2,,2,14000,2,0,2,2,2
883188,2,1,1,1,1,1,12,1,3,35,2,,1,21000,1,1269.6,2,2,2
883225,1,1,1,1,1,1,12,1,7,35,1,1,1,19000,1,,2,2,2
883228,2,1,1,1,1,1,12,1,3,22,2,,2,20000,2,0,2,2,2
883322,1,1,1,1,1,2,5,1,5,36,2,,1,10000,2,0,2,2,2
883322,2,2,1,1,1,2,5,1,5,36,2,,1,10000,2,0,2,2,2
883356,2,1,1,1,1,1,12,1,5,44,1,9,1,23000,2,0,2,2,2
883356,4,4,1,2,2,1,12,1,1,20,2,,2,6500,2,0,2,2,2
883392,1,1,1,1,1,1,12,1,2,36,2,,2,21000,2,0,2,2,2
883392,3,1,1,1,1,1,12,1,3,40,2,,2,17000,2,0,2,2,2
883403,1,1,1,1,2,1,12,1,4,25,2,,2,20000,2,0,2,2,2
883417,2,2,1,1,1,1,12,1,1,40,2,,2,16000,2,0,2,2,2
883500,1,1,1,1,1,1,12,1,2,48,2,,2,20000,2,0,2,2,2
883588,2,1,1,1,2,2,6,1,2,38,2,,2,6000,2,0,2,2,2
883588,3,1,1,1,2,2,5,1,2,40,2,,2,5800,2,0,2,2,2
883642,1,1,1,1,1,1,12,1,2,25,2,,2,22000,2,0,2,2,2
883712,1,1,1,1,1,1,12,1,3,40,2,,2,18200,2,0,2,2,2
883712,2,2,1,1,1,1,12,1,2,36,1,0,2,18200,2,0,2,2,2
883762,1,1,1,1,1,2,7,1,2,50,2,,2,8500,2,0,2,2,2
883763,1,1,1,1,1,1,12,1,7,56,2,,2,12200,2,0,2,2,2
883787,2,1,1,1,1,1,12,1,5,40,2,,2,14000,2,0,1,2,2
883799,1,1,1,1,1,1,12,1,7,40,2,,2,15500,2,0,2,2,2
883800,1,1,1,2,2,2,9,1,5,25,2,,2,7000,2,0,2,2,2
883833,4,1,1,1,2,1,12,1,4,24,2,,2,17000,2,0,2,2,2
883892,1,1,1,1,1,1,12,1,6,24,2,,2,24000,2,0,2,2,2
883892,2,1,1,1,1,1,12,1,6,36,2,,2,28000,2,0,2,2,2
883894,2,1,1,1,1,1,12,1,6,40,1,0,2,20000,2,0,2,2,2
883912,1,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
884032,1,1,1,1,1,2,6,1,8,25,2,,2,6600,2,0,2,2,2
884033,1,1,1,1,1,1,12,1,8,42,2,,2,15000,2,0,2,2,2
884053,2,1,1,1,1,1,12,1,4,44,2,,2,22000,2,0,1,2,2
884101,2,2,1,1,1,1,12,1,7,36,1,0,1,14300,2,0,2,2,2
884117,1,1,1,1,2,1,12,1,3,40,2,,2,14500,2,0,2,2,2
884232,2,2,1,1,1,1,12,1,5,60,1,0,1,26000,2,0,2,2,2
884251,3,1,1,1,1,1,12,1,2,30,2,,2,12000,2,0,2,2,2
884251,4,1,1,1,1,1,12,1,4,30,2,,2,16250,2,0,2,2,2
884260,1,1,1,1,1,1,12,1,1,30,2,,2,12500,2,0,2,2,2
884269,1,1,1,1,1,1,12,1,2,36,2,,2,13000,2,0,2,2,2
884294,2,1,1,1,2,1,12,1,1,30,2,,2,9100,2,0,2,2,2
884503,1,1,1,1,1,1,12,1,4,40,1,4,2,15000,2,0,2,2,2
884503,2,2,1,1,1,1,12,1,3,40,1,0,2,15000,2,0,2,2,2
884537,1,1,1,2,1,1,12,1,2,48,2,,2,12000,2,0,2,2,2
884570,1,1,1,2,1,1,12,1,2,20,2,,2,6000,2,0,2,2,2
884678,1,1,1,1,1,1,12,1,3,42,2,,2,17500,2,0,2,2,2
884685,1,1,1,1,1,1,12,1,6,42,2,,1,24000,1,1000,2,1,2
884685,2,1,1,1,1,1,12,1,2,45,2,,2,18000,2,0,2,2,2
884717,1,1,1,1,1,1,12,1,2,48,2,,2,14000,2,0,2,2,2
884802,1,1,1,1,1,1,12,1,2,36,2,,1,25900,2,0,2,2,2
884879,1,1,1,1,1,1,12,1,6,40,2,,1,24000,1,1000,2,2,2
884932,1,1,1,1,1,1,12,1,5,40,2,,2,17000,2,0,2,2,2
884932,2,1,1,1,1,1,12,1,4,40,2,,2,18500,2,0,2,2,2
884945,1,1,1,2,1,1,12,1,1,30,2,,2,11000,2,0,2,2,2
884968,1,1,1,1,2,2,9,1,4,15,2,,2,12000,2,0,2,2,2
884972,1,1,1,1,1,1,12,1,1,36,2,,2,29500,2,0,2,2,2
884983,1,1,1,1,1,1,12,1,2,40,2,,2,17000,1,1600,2,2,2
885037,1,1,1,1,2,2,9,1,8,18,2,,2,12000,2,0,2,2,2
885037,2,2,1,1,1,1,12,1,8,18,2,,2,24000,2,0,2,2,2
885040,1,1,1,2,1,2,11,1,1,18,2,,2,6050,2,0,2,2,2
885045,1,1,1,1,1,1,12,1,8,36,2,,2,17000,2,0,2,2,2
885045,2,1,1,1,1,1,12,1,8,36,2,,2,20000,2,0,2,2,2
885047,1,1,1,1,1,1,12,1,2,38,2,,2,28000,2,0,2,2,2
885318,1,1,1,1,1,1,12,1,8,40,1,2,2,30000,1,1450,1,2,2
885353,1,1,1,1,1,2,8,1,6,18,2,,2,14000,2,0,2,2,2
885353,2,1,1,1,1,1,12,1,5,36,2,,2,15400,2,0,2,2,2
885504,2,1,1,1,1,1,12,2,8,40,2,,2,60000,2,0,2,2,2
885504,3,1,1,1,2,1,12,1,2,30,2,,2,6600,2,0,2,2,2
885596,2,1,1,1,1,1,12,1,2,50,1,10,2,16000,2,0,2,2,2
885625,1,1,1,2,1,1,12,1,6,30,2,,2,9100,2,0,2,2,2
885625,2,1,1,1,1,1,12,1,4,40,2,,2,11700,2,0,2,2,2
885633,1,1,1,2,1,1,12,1,2,20,2,,2,8000,2,0,2,2,2
885634,1,1,1,1,1,1,12,1,7,38,1,20,1,25000,2,0,2,2,2
885634,2,2,1,2,1,2,10,1,6,17,2,,2,6600,2,0,2,2,2
885639,1,1,1,1,1,1,12,1,2,40,2,,2,30000,2,0,2,2,2
885639,2,1,1,1,1,1,12,1,2,40,2,,2,14300,2,0,2,2,2
885646,2,1,1,1,1,1,12,1,5,40,2,,2,17300,2,0,2,2,2
885646,3,1,1,1,1,1,12,1,6,40,2,,2,15400,2,0,2,2,2
885646,4,1,1,1,1,1,12,1,4,40,2,,2,15500,2,0,2,2,2
885661,1,1,1,1,1,1,12,1,6,12,2,,2,26000,2,0,2,2,2
885661,3,3,1,1,1,1,12,1,6,35,2,,2,18000,2,0,2,2,2
885693,1,1,1,1,1,1,12,1,6,40,2,,2,25000,2,0,2,2,2
885697,2,1,1,2,1,1,12,1,4,24,2,,2,11000,2,0,2,2,2
885709,1,1,1,1,1,1,12,1,8,40,1,2,2,33000,1,1269.6,2,2,2
885709,2,1,1,1,1,1,12,1,8,40,1,3,2,32500,1,1269.6,2,2,2
885709,3,1,1,1,1,1,12,1,8,36,1,5,2,39000,1,1269.6,2,2,2
885802,2,2,1,2,1,1,12,1,1,10,2,,2,4000,2,0,2,2,2
885803,2,1,1,1,1,1,12,1,2,40,2,,2,15600,2,0,2,2,2
885835,1,1,1,1,1,1,12,1,2,40,1,0,2,20000,1,100,2,2,2
885868,1,1,1,2,1,1,12,1,8,38,1,2,2,12450,2,0,2,2,2
885878,3,1,1,1,1,1,12,1,8,38,2,,2,15600,2,0,2,2,2
885878,4,1,1,1,1,1,12,1,7,40,2,,2,23500,2,0,2,2,2
886226,1,1,1,1,1,1,12,1,6,38,2,,2,16900,2,0,2,2,2
886233,1,1,1,2,1,1,12,1,2,30,2,,2,10400,2,0,2,2,2
886273,1,1,1,1,1,1,12,1,8,36,2,,2,21000,2,0,2,2,2
886342,1,1,1,1,1,1,12,1,1,40,2,,2,14300,2,0,2,2,2
886419,2,1,1,1,1,1,12,1,5,37,2,,2,13000,1,500,2,2,2
886427,2,1,1,2,1,1,12,1,1,24,2,,2,11200,2,0,2,2,2
886457,1,1,1,1,1,1,12,1,2,37,2,,2,20000,2,0,2,2,2
886457,2,1,1,1,1,1,12,1,7,40,1,5,2,21000,2,0,2,2,2
886604,2,1,1,1,1,1,12,1,3,43,1,3,1,18200,2,0,2,2,2
886656,1,1,1,1,1,1,12,1,2,42,1,3,1,21600,2,0,2,2,2
886721,1,1,1,1,1,1,12,1,6,36,2,,2,24000,1,300,1,1,2
886748,1,1,1,2,1,1,12,1,6,30,2,,2,16900,2,0,2,2,2
886748,3,1,1,1,1,1,12,1,5,36,2,,2,18500,2,0,2,2,2
886789,1,1,1,1,1,1,12,1,8,36,1,1,2,20000,2,0,2,2,2
886797,1,1,1,1,1,1,12,1,8,36,2,,2,20000,1,1200,2,2,2
886797,2,1,1,1,1,1,12,1,8,50,1,10,2,24000,1,1400,2,2,2
886822,1,1,1,2,2,1,12,1,3,30,2,,2,8000,2,0,2,2,2
886822,3,1,1,1,1,1,12,1,6,40,2,,2,18000,2,0,2,2,2
886918,1,1,1,1,1,2,11,1,7,40,2,,2,16500,2,0,2,2,2
886923,1,1,1,1,1,1,12,1,5,50,2,,2,39000,2,0,2,2,2
887021,2,2,1,1,1,1,12,1,4,38,2,,2,16000,2,0,2,2,2
887122,2,1,1,1,1,1,12,1,2,60,2,,2,10800,2,0,2,2,2
887130,1,1,1,1,1,2,11,1,3,48,2,,2,12000,2,0,2,2,2
887244,1,1,1,1,1,2,4,1,2,40,2,,2,5000,2,0,2,2,2
887357,1,1,1,1,1,1,12,1,1,36,2,,2,13000,2,0,2,2,2
887372,2,2,1,1,1,1,12,1,1,38,2,,2,18000,2,0,2,2,2
887377,2,2,1,1,1,1,12,1,2,36,2,,2,18500,2,0,2,2,2
887397,1,1,1,1,2,2,6,1,7,48,2,,2,8000,2,0,2,2,2
887498,1,1,1,1,1,1,12,1,8,30,2,,2,25000,2,0,2,2,2
887498,2,1,1,1,1,1,12,1,8,30,2,,2,25000,2,0,2,2,2
887611,1,1,1,1,3,2,9,1,6,32,1,0,2,13000,2,0,2,2,2
887611,2,1,1,1,1,1,12,1,6,32,2,,2,14000,2,0,2,2,2
