nquest,varred,varreda,varredb,aspred
807066,2,,,2
807142,2,,,2
807146,2,,,2
807165,2,,,3
807255,2,,,2
807289,2,,,1
807303,2,,,1
807404,2,,,2
807538,2,,,1
807625,2,,,2
807849,2,,,1
807962,2,,,2
808122,1,18000,,2
808169,2,,,2
808182,3,,6000,3
808310,3,,1000,1
808379,2,,,1
808712,3,,9000,1
809233,2,,,2
809268,2,,,2
809285,2,,,2
809446,2,,,2
809488,2,,,2
809628,2,,,1
809644,2,,,1
809918,2,,,2
810042,2,,,1
810099,4,,,4
810104,2,,,1
810150,2,,,1
810180,2,,,1
810778,2,,,1
810855,2,,,1
811035,2,,,1
811075,2,,,2
811447,2,,,1
811506,3,,1000,1
811784,2,,,1
811793,3,,10000,1
811794,2,,,1
811807,2,,,1
811952,2,,,4
811991,2,,,2
812006,2,,,3
812015,4,,,2
812035,2,,,2
812043,2,,,2
812628,2,,,1
812794,2,,,1
812849,2,,,4
812896,2,,,2
813109,2,,,2
813135,2,,,1
813141,2,,,1
813246,2,,,2
813283,2,,,2
813298,2,,,1
813323,2,,,2
813349,2,,,3
813379,2,,,1
813493,3,,5000,3
813513,3,,4000,1
813686,3,,3900,1
813713,2,,,2
813729,2,,,2
813818,3,,500,2
813912,2,,,2
813932,2,,,2
813952,2,,,2
814027,2,,,3
814098,2,,,3
814103,1,50000,,2
814136,3,,10000,1
814466,2,,,1
814532,2,,,2
814546,2,,,1
814586,2,,,3
814735,2,,,2
814738,2,,,2
814889,1,2000,,2
815135,2,,,2
815136,2,,,3
815192,4,,,4
815291,2,,,2
815403,2,,,1
815411,2,,,1
815415,2,,,1
815416,2,,,1
815465,3,,1000,1
815511,2,,,2
815523,2,,,2
815896,3,,1500,1
815960,2,,,2
816001,2,,,2
816029,2,,,2
816139,4,,,4
816196,2,,,2
816249,2,,,2
816383,2,,,1
816433,2,,,1
816585,2,,,1
816781,3,,2000,1
816816,4,,,4
816827,2,,,2
816839,3,,2000,1
816847,5,,,5
816897,2,,,1
816919,2,,,1
817160,3,,5000,3
817180,2,,,2
817204,3,,300,3
817276,2,,,1
817402,2,,,2
817480,2,,,2
817487,2,,,2
817675,4,,,4
817742,3,,7000,1
817747,2,,,2
817749,3,,300,4
817842,3,,1000,4
817905,2,,,2
817967,3,,3000,2
818057,2,,,5
818064,2,,,2
818290,2,,,2
818345,4,,,1
818425,2,,,1
818426,2,,,1
818640,2,,,2
819010,2,,,1
819031,2,,,2
819125,2,,,1
819127,4,,,1
819156,2,,,2
819168,4,,,4
819330,3,,14000,5
819350,2,,,2
819433,2,,,4
819517,2,,,1
819575,2,,,2
819626,2,,,1
819653,2,,,1
819664,2,,,1
819693,2,,,1
819831,2,,,3
819972,3,,700,1
820115,4,,,1
820171,2,,,1
820465,2,,,2
820606,2,,,2
820675,2,,,4
820697,3,,8000,1
820707,2,,,1
820718,2,,,1
820847,2,,,2
820966,2,,,2
821008,2,,,2
821020,2,,,1
821170,2,,,2
821350,2,,,1
821387,2,,,2
821489,2,,,4
821713,2,,,1
821727,2,,,2
821770,4,,,4
821789,2,,,2
821841,2,,,2
821844,2,,,3
821854,2,,,1
822033,2,,,2
822191,2,,,1
822266,2,,,2
822398,2,,,1
822408,2,,,2
822497,2,,,1
822530,3,,100,1
822826,2,,,1
823046,2,,,2
823053,2,,,2
823250,2,,,2
823258,2,,,1
823338,2,,,1
823488,2,,,1
823506,3,,6000,1
823524,2,,,4
823767,2,,,1
823963,2,,,2
823993,2,,,2
824236,2,,,1
824302,3,,600,1
824338,2,,,2
824574,2,,,2
824637,2,,,2
824724,2,,,2
824730,2,,,2
824734,2,,,2
824735,2,,,2
824808,2,,,2
824824,2,,,2
824887,2,,,3
824891,2,,,2
825078,2,,,1
825172,2,,,1
825184,2,,,1
825849,3,,6000,4
825889,2,,,2
825977,2,,,2
826006,2,,,1
826115,2,,,1
826118,2,,,1
826132,2,,,1
826234,2,,,1
826242,2,,,1
826248,2,,,3
826266,2,,,2
826307,2,,,2
826347,2,,,1
826362,2,,,2
826427,2,,,2
826456,2,,,1
826565,2,,,1
826687,2,,,2
826744,2,,,1
827006,2,,,1
827036,2,,,2
827146,2,,,1
827188,2,,,1
827386,2,,,1
827447,4,,,4
827457,2,,,2
827578,2,,,2
827615,2,,,2
827639,2,,,4
827647,2,,,2
827847,2,,,1
828121,2,,,1
828184,2,,,2
850013,2,,,2
850016,2,,,2
850030,3,,6000,3
851025,2,,,3
851151,2,,,1
851172,2,,,1
851493,2,,,2
851504,2,,,2
851514,3,,3000,1
851627,2,,,1
851672,2,,,1
851693,2,,,1
851699,2,,,2
851703,2,,,1
851846,2,,,4
851865,2,,,4
851874,2,,,1
851937,3,,2000,2
851968,2,,,2
851982,2,,,2
852021,2,,,3
852058,2,,,2
852070,2,,,1
852074,2,,,1
852115,2,,,2
852120,2,,,2
852130,2,,,2
852134,3,,70,1
852140,2,,,2
852204,2,,,1
852283,2,,,2
852304,2,,,2
852321,2,,,2
852330,2,,,3
852332,2,,,4
852554,3,,5000,2
852573,2,,,2
852574,2,,,2
852595,2,,,1
852658,2,,,1
852762,2,,,2
853073,2,,,1
853175,4,,,4
853279,2,,,3
853296,2,,,3
853318,2,,,1
853352,2,,,1
853354,2,,,2
853565,2,,,2
853569,2,,,2
853617,2,,,1
853765,2,,,2
853801,2,,,2
853849,2,,,2
853854,2,,,2
853875,2,,,1
853911,2,,,1
854058,1,5000,,2
854070,2,,,1
854074,2,,,2
854078,2,,,1
854081,2,,,1
854108,2,,,2
854112,2,,,2
854163,2,,,1
854188,2,,,1
854197,2,,,2
854223,2,,,1
854306,2,,,1
854346,2,,,1
854352,2,,,1
854385,2,,,2
854393,2,,,1
854406,2,,,2
854435,2,,,2
854460,2,,,1
854501,2,,,2
854534,2,,,2
854535,2,,,2
854554,3,,800,1
854559,2,,,2
854592,2,,,1
854593,5,,,4
854714,2,,,1
854730,2,,,2
854762,3,,3000,2
854858,2,,,1
854862,2,,,1
854970,2,,,2
855004,2,,,2
855035,2,,,2
855088,2,,,2
855111,2,,,1
855135,2,,,2
855181,2,,,1
855238,2,,,1
855259,2,,,1
855268,1,10000,,1
855295,2,,,2
855308,2,,,2
855344,2,,,1
855371,2,,,2
855376,2,,,2
855396,2,,,2
855402,2,,,2
855417,2,,,1
855468,2,,,1
855534,2,,,3
855681,2,,,1
855685,2,,,1
855780,2,,,2
855790,2,,,2
855792,2,,,2
855809,2,,,2
855839,2,,,1
855991,2,,,2
856128,2,,,3
856134,2,,,2
856150,2,,,2
856177,2,,,1
856218,2,,,2
856297,2,,,1
856322,2,,,1
856327,2,,,3
856328,2,,,2
856363,2,,,1
856374,2,,,1
856430,2,,,1
856674,2,,,2
856688,2,,,1
856708,2,,,2
856731,2,,,1
856759,2,,,1
856963,2,,,4
857044,2,,,2
857107,2,,,1
857172,2,,,2
857273,3,,200,2
857353,2,,,2
857398,2,,,2
857466,3,,2000,1
857467,2,,,1
857514,2,,,1
857521,3,,150,1
857549,2,,,1
857621,2,,,1
857670,2,,,2
857679,2,,,2
857718,2,,,1
857741,2,,,1
857856,3,,300,1
857914,2,,,4
858214,3,,2000,4
858238,2,,,2
858353,3,,10000,1
858445,5,,,5
858474,5,,,1
858481,2,,,2
858534,2,,,2
858712,2,,,1
858735,2,,,2
858811,2,,,2
859244,2,,,1
859261,2,,,2
859293,2,,,1
859321,2,,,1
859360,2,,,2
859449,2,,,1
859456,2,,,1
859459,2,,,3
859507,3,,10000,1
859573,3,,6000,4
859587,2,,,4
859588,3,,10000,3
859592,2,,,2
859597,2,,,3
859611,2,,,2
859616,2,,,3
859696,3,,800,4
859908,2,,,2
859913,3,,2000,2
859920,2,,,2
859946,2,,,2
859993,2,,,1
860092,2,,,1
860095,2,,,1
860127,2,,,2
860164,2,,,1
860182,2,,,1
860328,2,,,1
860353,2,,,2
860381,2,,,3
860525,3,,40000,1
860573,2,,,1
860684,2,,,2
860688,2,,,2
860704,2,,,1
860726,2,,,1
860757,2,,,1
860780,3,,1000,1
860783,5,,,5
860787,3,,1000,1
860799,2,,,1
860820,2,,,2
860826,2,,,2
860900,3,,1000,1
860929,2,,,2
860940,2,,,1
860963,4,,,4
860977,4,,,1
860985,2,,,4
861061,2,,,2
861065,2,,,2
861272,2,,,2
861452,2,,,1
861471,2,,,1
861502,2,,,3
861508,2,,,1
861578,2,,,1
861581,2,,,1
861584,2,,,4
861731,2,,,2
861752,3,,800,3
861850,2,,,2
861949,3,,1000,2
861954,3,,3000,4
861992,2,,,2
862003,2,,,2
862007,2,,,4
862012,2,,,2
862062,3,,10000,1
862075,2,,,1
862080,2,,,1
862146,2,,,1
862150,2,,,1
862168,2,,,1
862302,2,,,2
862303,4,,,5
862314,4,,,4
862358,2,,,2
862416,2,,,2
862424,3,,600,4
862455,2,,,2
862462,2,,,2
862466,4,,,2
862503,2,,,1
862583,2,,,1
862590,2,,,2
862604,2,,,2
862789,2,,,3
862824,2,,,2
862826,3,,2000,2
862853,2,,,1
862877,3,,1500,1
862939,2,,,2
863078,2,,,2
863087,2,,,2
863099,2,,,2
863223,3,,400,4
863239,2,,,1
863308,2,,,2
863331,2,,,2
863333,3,,5000,1
863387,2,,,2
863397,2,,,1
863402,2,,,1
863430,2,,,3
863447,2,,,2
863451,2,,,3
863458,2,,,3
863542,3,,4000,3
863575,2,,,2
863673,5,,,5
863684,2,,,2
863863,2,,,1
864040,2,,,1
864120,2,,,2
864133,2,,,2
864138,2,,,2
864156,2,,,3
864213,2,,,2
864395,2,,,1
864441,2,,,2
864452,2,,,1
864456,2,,,2
864457,3,,4000,2
864458,3,,5000,2
864473,1,5000,,3
864477,2,,,2
864482,3,,1200,1
864754,2,,,2
864809,2,,,2
865142,2,,,1
865155,2,,,1
865192,2,,,1
865202,3,,12000,1
865323,2,,,1
865357,2,,,2
865481,3,,10000,1
865483,2,,,2
865491,3,,6000,1
865494,2,,,1
865498,3,,7000,1
865500,3,,8000,1
865504,2,,,4
865515,4,,,4
865680,2,,,2
865764,2,,,2
865780,2,,,2
865806,2,,,1
865882,2,,,1
866028,2,,,1
866035,2,,,1
866041,2,,,1
866071,2,,,2
866106,2,,,1
866220,2,,,2
866382,2,,,2
866386,2,,,2
866387,2,,,2
866452,2,,,2
866489,4,,,3
866507,2,,,3
866541,2,,,1
866855,2,,,1
866960,2,,,1
866985,2,,,3
867003,2,,,3
867008,2,,,3
867019,2,,,2
867025,2,,,3
867090,2,,,1
867104,2,,,1
867114,2,,,2
867201,2,,,1
867205,3,,20000,1
867275,2,,,1
867318,2,,,2
867344,2,,,4
867373,2,,,1
867433,2,,,2
867462,2,,,1
867498,2,,,2
867505,2,,,1
867522,2,,,1
867653,2,,,4
867674,2,,,1
867686,2,,,1
867784,2,,,1
867799,2,,,2
867801,2,,,2
867914,2,,,1
867925,2,,,1
867929,2,,,2
867993,2,,,2
868013,2,,,2
868093,2,,,2
868098,2,,,2
868165,2,,,2
868231,2,,,4
868264,3,,4500,2
868280,3,,500,3
868283,2,,,1
868294,3,,6000,4
868337,2,,,2
868406,2,,,2
868456,2,,,4
868463,2,,,2
868474,2,,,2
868478,4,,,4
868483,2,,,1
868489,2,,,3
868500,2,,,3
868504,2,,,3
868505,2,,,4
868564,5,,,5
868583,2,,,2
868697,4,,,4
868805,2,,,1
868843,3,,1000,1
869003,2,,,1
869006,2,,,4
869019,4,,,4
869021,2,,,2
869022,3,,5000,1
869023,2,,,1
869042,2,,,2
869043,2,,,2
871009,2,,,2
871078,2,,,2
871085,2,,,1
871090,2,,,2
871145,2,,,3
871191,3,,15000,1
871218,2,,,1
871237,2,,,2
871242,2,,,4
871268,2,,,2
871272,2,,,4
871273,2,,,1
871320,2,,,2
871385,3,,8000,2
871395,2,,,2
871412,2,,,1
871440,2,,,2
871442,2,,,4
871461,2,,,1
871470,2,,,1
871517,2,,,2
871521,2,,,2
871533,2,,,3
871572,2,,,2
871580,2,,,2
871610,2,,,2
871617,4,,,4
871618,2,,,1
871631,4,,,1
871634,2,,,1
871642,4,,,1
871695,2,,,2
871697,2,,,2
871747,2,,,1
871798,2,,,2
871807,2,,,1
871811,2,,,2
871886,2,,,1
871892,2,,,1
871903,2,,,1
872005,2,,,1
872027,3,,20000,2
872065,2,,,2
872073,2,,,2
872077,2,,,2
872082,2,,,2
872107,2,,,2
872112,2,,,2
872122,3,,4000,1
872125,2,,,1
872133,2,,,1
872161,2,,,2
872166,2,,,2
872190,2,,,1
872192,2,,,2
872199,2,,,1
872217,2,,,2
872228,2,,,1
872229,2,,,2
872233,2,,,2
872261,2,,,2
872306,2,,,1
872312,2,,,1
872357,2,,,1
872367,2,,,2
872377,2,,,2
872385,2,,,2
872407,2,,,2
872413,2,,,2
872417,3,,500,2
872422,2,,,2
872432,2,,,2
872433,2,,,2
872434,2,,,2
872443,2,,,2
872450,2,,,4
872555,2,,,2
872556,2,,,2
872572,2,,,3
872583,2,,,1
872602,2,,,2
872619,2,,,1
872633,2,,,2
872646,3,,4000,2
872661,2,,,2
872698,2,,,4
872702,2,,,5
872710,2,,,2
872732,2,,,2
872747,2,,,1
872748,2,,,2
872750,2,,,1
872781,2,,,1
872794,3,,180,1
872795,2,,,4
872847,2,,,1
872919,2,,,1
872924,2,,,1
872930,2,,,2
872935,2,,,2
872951,3,,10000,2
872963,1,9000,,2
873011,2,,,1
873023,2,,,1
873037,2,,,1
873042,2,,,2
873043,2,,,4
873048,3,,5000,1
873052,3,,5000,2
873072,2,,,1
873073,2,,,1
873133,2,,,1
873157,2,,,2
873158,2,,,2
873166,2,,,2
873194,2,,,1
873202,2,,,2
873207,2,,,1
873221,2,,,2
873224,2,,,2
873231,4,,,4
873232,2,,,1
873243,2,,,1
873260,2,,,1
873272,2,,,1
873275,2,,,2
873279,2,,,2
873280,2,,,2
873281,2,,,2
873282,2,,,1
873286,2,,,2
873287,2,,,2
873299,2,,,2
873337,2,,,2
873380,2,,,4
873390,2,,,2
873399,2,,,1
873401,2,,,1
873402,3,,5000,1
873457,2,,,2
873490,2,,,2
873491,2,,,2
873559,2,,,3
873588,2,,,1
873597,2,,,1
873607,3,,1000,1
873674,2,,,2
873772,3,,5000,1
873788,2,,,2
873791,2,,,1
873809,2,,,2
873811,2,,,2
873859,2,,,2
874026,2,,,2
874111,2,,,2
874115,2,,,2
874134,2,,,2
874152,2,,,1
874157,2,,,1
874163,2,,,2
874168,2,,,1
874213,2,,,1
874225,2,,,1
874249,2,,,1
874274,2,,,2
874278,2,,,3
874294,2,,,2
874312,2,,,3
874323,2,,,2
874325,2,,,1
874330,2,,,2
874347,2,,,1
874350,2,,,2
874375,2,,,1
874376,3,,2000,3
874392,2,,,2
874404,2,,,2
874514,1,3500,,2
874515,2,,,2
874517,3,,15000,3
874545,2,,,1
874556,3,,8500,1
874587,2,,,1
874593,2,,,1
874597,4,,,1
874607,2,,,4
874612,2,,,1
874631,2,,,2
874670,2,,,2
874681,2,,,2
874704,2,,,1
874705,2,,,1
874717,2,,,1
874745,2,,,2
874756,2,,,2
874761,2,,,2
874777,1,1200,,1
874791,2,,,1
874877,3,,6000,1
874891,2,,,2
874947,2,,,2
874961,3,,50,2
875011,2,,,2
875017,3,,1000,2
875020,2,,,2
875027,2,,,2
875028,2,,,1
875044,2,,,2
875088,2,,,1
875095,2,,,1
875096,2,,,1
875100,2,,,1
875126,2,,,1
875139,2,,,1
875154,2,,,1
875184,2,,,2
875206,2,,,1
875211,3,,1000,1
875214,2,,,1
875217,2,,,2
875221,3,,11500,1
875224,2,,,4
875280,2,,,2
875281,2,,,1
875293,3,,5000,1
875326,2,,,4
875336,2,,,2
875341,4,,,4
875365,2,,,2
875382,2,,,2
875415,2,,,1
875426,3,,10000,1
875431,3,,5000,1
875436,2,,,2
875439,2,,,1
875449,2,,,1
875452,2,,,4
875514,2,,,1
875523,3,,5000,2
875527,2,,,1
875528,3,,12000,1
875539,3,,5000,1
875542,2,,,1
875548,2,,,2
875557,2,,,2
875562,2,,,2
875568,2,,,2
875573,2,,,2
875577,2,,,2
875582,2,,,1
875585,2,,,2
875602,2,,,1
875606,2,,,1
875623,2,,,1
875635,2,,,2
875649,2,,,2
875654,2,,,2
875658,2,,,2
875668,2,,,2
875679,2,,,1
875686,2,,,1
875726,2,,,2
875731,2,,,1
875737,2,,,2
875758,2,,,2
875765,2,,,2
875817,2,,,2
875851,2,,,2
875855,2,,,1
875909,3,,13000,2
875914,2,,,1
875920,3,,12000,4
875967,2,,,2
875969,2,,,2
875976,3,,5000,1
875977,2,,,1
876017,2,,,2
876018,2,,,4
876020,2,,,2
876023,2,,,3
876037,2,,,2
876042,2,,,2
876052,4,,,4
876069,2,,,1
876079,2,,,2
876093,2,,,1
876104,2,,,3
876105,2,,,2
876108,2,,,1
876109,2,,,2
876115,2,,,2
876125,2,,,2
876127,3,,10000,2
876218,2,,,2
876272,2,,,1
876314,2,,,2
876364,2,,,1
876383,2,,,1
876388,3,,7000,1
876391,2,,,2
876444,2,,,2
876523,4,,,2
876542,2,,,1
876551,2,,,2
876562,2,,,2
876571,2,,,2
876577,2,,,1
876581,3,,10000,2
876587,2,,,2
876624,2,,,1
876632,2,,,2
876649,2,,,3
876651,2,,,4
876666,2,,,3
876694,2,,,2
876701,2,,,2
876703,2,,,2
876726,2,,,4
876729,2,,,2
876730,2,,,1
876786,2,,,1
876799,2,,,1
876806,2,,,1
876810,2,,,1
876820,2,,,1
876833,3,,3000,2
877001,2,,,1
877017,2,,,1
877064,2,,,1
877083,2,,,1
877100,2,,,1
877138,2,,,1
877241,2,,,1
877267,2,,,1
877279,2,,,1
877285,2,,,1
877407,3,,100,1
877473,2,,,2
877487,2,,,2
877553,3,,10000,1
877612,2,,,2
877621,2,,,1
877653,2,,,1
877662,3,,500,3
877697,2,,,3
877751,2,,,3
877752,2,,,3
877753,3,,4000,3
877784,3,,10000,2
877789,2,,,2
877828,2,,,2
877868,2,,,2
877908,2,,,1
878002,2,,,1
878007,2,,,1
878011,2,,,1
878019,2,,,1
878021,2,,,1
878022,2,,,1
878039,2,,,1
878049,2,,,2
878065,2,,,1
878074,2,,,2
878094,2,,,2
878103,2,,,1
878117,2,,,1
878120,2,,,1
878121,2,,,1
878142,2,,,1
878154,2,,,2
878157,2,,,2
878173,2,,,2
878182,3,,2000,1
878194,1,15000,,3
878197,3,,6000,2
878218,2,,,1
878238,2,,,1
878281,2,,,2
878292,2,,,1
878295,2,,,1
878309,2,,,2
878316,2,,,2
878324,2,,,2
878503,2,,,1
878506,2,,,1
878510,2,,,1
878513,2,,,1
878517,2,,,1
878518,2,,,1
878552,2,,,2
878572,2,,,1
878573,2,,,2
878617,2,,,2
878648,2,,,1
878684,2,,,1
878727,2,,,2
878738,2,,,2
878739,2,,,2
878750,3,,1500,1
878751,2,,,2
878777,2,,,2
878790,2,,,3
878811,2,,,1
878831,2,,,1
878834,2,,,1
878848,1,15000,,1
878869,3,,10000,1
878873,2,,,1
878874,2,,,1
878883,3,,3500,2
878966,3,,5000,1
879018,2,,,4
879023,4,,,1
879052,2,,,2
879066,2,,,3
879069,3,,500,2
879152,2,,,2
879192,2,,,1
879229,2,,,2
879235,2,,,1
879257,2,,,3
879275,2,,,2
879302,2,,,2
879319,3,,6000,1
879391,2,,,1
879422,2,,,4
879449,2,,,2
879470,3,,3000,1
879484,3,,10000,3
879487,2,,,1
879494,3,,400,1
879503,3,,1000,1
879507,3,,50,1
879509,2,,,1
879523,2,,,1
879543,2,,,1
879552,2,,,2
879563,4,,,4
879565,2,,,4
879568,3,,14000,4
879591,2,,,4
879620,2,,,2
879667,4,,,4
879681,2,,,2
879743,2,,,4
879817,2,,,1
879832,2,,,1
879837,2,,,1
879844,2,,,1
879861,2,,,2
879883,2,,,2
879931,2,,,1
879943,2,,,2
879946,2,,,1
879951,3,,10000,1
879958,2,,,1
880003,2,,,1
880040,2,,,2
880066,2,,,1
880072,2,,,1
880167,2,,,2
880173,2,,,2
880181,2,,,2
880182,2,,,3
880186,2,,,2
880207,2,,,1
880243,2,,,2
880244,2,,,2
880252,2,,,2
880264,2,,,2
880267,2,,,2
880268,2,,,2
880271,2,,,2
880279,2,,,2
880291,2,,,3
880357,2,,,2
880375,3,,9000,3
880398,3,,300,3
880408,2,,,2
880425,2,,,4
880427,2,,,3
880431,2,,,2
880457,2,,,2
880458,2,,,2
880459,4,,,3
880564,3,,1000,1
880581,3,,7000,1
880827,1,1000,,2
880849,2,,,1
880861,3,,20000,1
880865,2,,,2
880884,2,,,2
880893,2,,,2
880898,2,,,1
880911,2,,,2
880912,3,,5000,2
880948,2,,,2
880978,2,,,1
881023,2,,,2
881028,2,,,2
881029,2,,,1
881059,3,,3000,1
881072,4,,,4
881095,4,,,4
881188,2,,,2
881195,2,,,2
881209,3,,8000,2
881263,2,,,2
881281,2,,,2
881284,2,,,2
881293,2,,,2
881302,2,,,2
881304,2,,,1
881330,2,,,1
881335,1,18000,,2
881368,2,,,2
881375,2,,,2
881382,2,,,2
881391,2,,,1
881421,2,,,3
881448,2,,,1
881475,2,,,1
881480,2,,,1
881527,2,,,2
881537,2,,,2
881544,2,,,2
881550,2,,,2
881552,2,,,1
881554,3,,3000,1
881561,2,,,1
881566,2,,,2
881587,2,,,4
881601,2,,,1
881611,2,,,1
881642,3,,2000,2
881671,2,,,2
881676,2,,,3
881677,2,,,2
881680,2,,,2
881683,2,,,1
881686,2,,,2
881700,2,,,2
881758,4,,,2
881760,3,,1000,4
881765,4,,,4
881785,2,,,2
881809,5,,,1
881817,2,,,1
881821,2,,,1
881832,2,,,4
881857,2,,,2
881884,2,,,2
881934,2,,,2
881982,2,,,2
881983,2,,,2
882007,2,,,2
882019,2,,,1
882048,2,,,2
882052,2,,,1
882053,2,,,2
882057,2,,,1
882059,2,,,1
882062,2,,,1
882066,2,,,2
882067,2,,,1
882078,2,,,1
882091,2,,,1
882096,3,,2000,2
882106,2,,,1
882109,4,,,4
882114,2,,,1
882117,2,,,2
882127,2,,,2
882139,2,,,2
882143,4,,,3
882159,2,,,2
882162,2,,,2
882171,2,,,1
882179,2,,,2
882203,2,,,2
882211,2,,,2
882216,2,,,2
882286,2,,,1
882304,3,,300,2
882307,2,,,2
882314,2,,,2
882340,2,,,4
882393,3,,6000,1
882420,4,,,4
882449,2,,,2
882470,2,,,2
882497,2,,,3
882515,3,,2000,3
882537,2,,,2
882556,3,,2500,1
882557,2,,,1
882561,2,,,2
882573,2,,,2
882578,2,,,2
882582,2,,,2
882585,2,,,2
882593,2,,,3
882618,2,,,2
882622,2,,,2
882635,2,,,2
882652,2,,,3
882653,2,,,3
882654,2,,,2
882667,2,,,2
882675,2,,,2
882723,2,,,2
882739,2,,,2
882745,2,,,2
882807,2,,,2
882862,3,,2500,1
882925,3,,6500,1
882926,2,,,1
882927,2,,,2
882962,4,,,4
882973,4,,,1
882978,2,,,2
883014,2,,,1
883018,2,,,4
883110,2,,,1
883134,2,,,1
883157,4,,,4
883182,2,,,3
883188,2,,,1
883225,2,,,2
883228,2,,,1
883322,2,,,2
883329,2,,,1
883343,2,,,2
883356,3,,4000,2
883382,2,,,2
883392,2,,,2
883403,2,,,2
883417,2,,,2
883469,2,,,2
883500,2,,,3
883518,2,,,1
883588,2,,,2
883629,3,,1000,1
883642,2,,,3
883712,2,,,2
883728,2,,,2
883742,2,,,1
883754,3,,50000,2
883762,3,,1000,1
883763,2,,,1
883787,2,,,1
883789,2,,,1
883799,2,,,1
883800,2,,,2
883833,2,,,1
883853,2,,,3
883854,4,,,4
883886,2,,,2
883890,2,,,2
883892,2,,,2
883894,2,,,2
883910,2,,,2
883912,2,,,2
883969,2,,,2
883988,2,,,2
883990,2,,,2
884032,2,,,2
884033,2,,,1
884038,3,,100,4
884053,2,,,1
884101,2,,,2
884117,2,,,1
884122,2,,,1
884232,2,,,2
884251,2,,,2
884260,2,,,2
884269,2,,,2
884279,2,,,3
884294,2,,,3
884337,2,,,1
884409,2,,,2
884416,2,,,2
884418,2,,,2
884439,2,,,2
884440,2,,,2
884503,2,,,1
884537,3,,100,2
884570,3,,1000,2
884677,2,,,1
884678,2,,,1
884680,2,,,1
884685,2,,,1
884707,2,,,1
884717,2,,,1
884794,2,,,2
884802,2,,,1
884867,2,,,4
884879,2,,,1
884927,2,,,1
884932,2,,,2
884945,2,,,2
884968,2,,,1
884972,2,,,2
884983,2,,,2
885014,3,,1000,1
885025,2,,,2
885037,3,,15000,1
885040,3,,12000,1
885045,2,,,2
885047,2,,,2
885062,2,,,2
885077,2,,,2
885318,2,,,2
885327,2,,,2
885342,2,,,2
885353,2,,,2
885434,2,,,2
885504,1,30000,,2
885505,2,,,4
885551,2,,,2
885580,4,,,2
885584,4,,,4
885596,4,,,4
885625,3,,22000,1
885633,3,,10000,1
885634,3,,6000,1
885639,2,,,1
885646,2,,,1
885661,2,,,3
885693,2,,,2
885697,2,,,2
885698,2,,,5
885709,2,,,2
885802,2,,,1
885803,2,,,4
885811,2,,,2
885822,2,,,2
885835,2,,,2
885865,2,,,1
885868,2,,,1
885878,2,,,1
886112,2,,,1
886151,2,,,1
886202,2,,,1
886226,2,,,2
886233,2,,,1
886234,3,,8000,2
886273,2,,,2
886302,2,,,1
886325,2,,,4
886328,2,,,1
886342,2,,,1
886347,2,,,2
886367,2,,,2
886419,2,,,1
886427,3,,10000,1
886443,2,,,2
886457,2,,,1
886529,2,,,1
886533,2,,,1
886581,2,,,1
886603,2,,,1
886604,2,,,1
886606,2,,,2
886629,2,,,1
886636,2,,,1
886656,2,,,2
886662,2,,,1
886698,2,,,1
886721,2,,,2
886741,2,,,1
886748,2,,,2
886782,2,,,2
886789,2,,,2
886797,2,,,2
886817,2,,,1
886822,2,,,2
886851,2,,,2
886887,2,,,1
886915,2,,,1
886918,2,,,1
886923,2,,,1
887021,2,,,1
887092,2,,,1
887122,2,,,1
887130,2,,,1
887244,4,,,1
887332,2,,,2
887357,2,,,2
887372,2,,,2
887377,2,,,2
887388,2,,,2
887397,4,,,2
887498,2,,,1
887562,2,,,2
887611,3,,2500,2
887614,2,,,2
887639,3,,4000,2
887650,4,,,2
887655,2,,,2
887667,2,,,2
887679,2,,,1
887700,4,,,2
887722,2,,,2
887734,2,,,2
887736,2,,,2
887738,2,,,2
887755,2,,,2
887762,2,,,1
887770,3,,20000,2
887773,2,,,2
887782,2,,,1
887787,2,,,2
887801,2,,,2
887821,2,,,2
887859,2,,,1
887863,2,,,1
887915,2,,,2
887964,2,,,2
888073,2,,,1
888110,3,,10000,4
888112,2,,,1
888122,2,,,2
888142,2,,,1
888178,2,,,3
888185,2,,,2
888292,2,,,4
888297,2,,,1
888304,3,,3000,2
888363,2,,,2
888377,2,,,2
888390,2,,,1
888404,2,,,1
888413,2,,,1
888425,2,,,1
888436,2,,,2
888451,2,,,2
888452,2,,,2
888455,2,,,2
888515,2,,,2
888606,2,,,1
888623,2,,,2
888678,2,,,1
888692,2,,,4
888695,2,,,1
888729,4,,,4
888747,3,,22000,1
888748,2,,,1
888772,2,,,1
888773,2,,,1
888778,2,,,1
888779,2,,,1
888782,3,,15000,1
888786,2,,,1
888787,2,,,1
888843,2,,,1
888848,2,,,1
888861,2,,,5
888864,5,,,5
888873,3,,1200,4
888989,2,,,1
888997,3,,6000,1
889014,2,,,4
889047,2,,,1
889109,2,,,2
889121,2,,,1
889169,2,,,1
889172,2,,,2
889173,2,,,2
889192,2,,,1
889199,2,,,1
889202,3,,1000,1
889213,2,,,2
889251,2,,,2
889292,2,,,2
889294,2,,,2
889348,2,,,1
889377,2,,,4
889378,2,,,2
889392,2,,,1
889402,2,,,1
889403,2,,,2
889407,2,,,2
889497,2,,,1
889512,2,,,2
889537,2,,,2
889576,2,,,2
889577,2,,,2
889583,2,,,2
889587,2,,,2
