nquest,varred,varreda,varredb,aspred
913212,2,,,1
913216,2,,,1
913224,2,,,1
913227,2,,,1
913228,2,,,1
913229,2,,,1
913236,2,,,2
913237,2,,,1
913243,2,,,1
913245,2,,,4
913246,2,,,3
913250,2,,,4
913253,2,,,1
913254,2,,,2
913259,2,,,2
913260,2,,,2
913270,2,,,2
913293,2,,,1
913299,2,,,2
913300,2,,,2
913302,2,,,3
913307,2,,,3
913313,2,,,2
913316,2,,,1
913320,2,,,1
913321,2,,,2
913322,2,,,1
913323,2,,,3
913324,2,,,1
913325,2,,,3
913326,2,,,2
913329,2,,,2
913330,3,,6000,1
913331,2,,,2
913345,2,,,1
913346,2,,,2
913349,2,,,2
913363,2,,,2
913377,2,,,1
913384,2,,,1
913395,2,,,1
913396,3,,3000,1
913403,2,,,1
913404,2,,,4
913408,2,,,1
913412,2,,,1
913414,2,,,1
913415,3,,2000,1
913418,2,,,1
913420,2,,,1
913424,2,,,1
913430,2,,,1
913434,2,,,2
913445,3,,100,4
913447,2,,,3
913451,2,,,2
913460,2,,,1
913468,3,,5000,2
913470,2,,,1
913471,2,,,2
913472,3,,7000,1
913474,3,,10000,1
913481,2,,,1
913482,3,,5000,1
913485,3,,3600,1
913486,2,,,2
913487,3,,15000,1
913494,2,,,1
913499,2,,,1
913500,3,,5000,1
913502,2,,,2
913505,2,,,1
913508,2,,,1
913514,2,,,1
913519,2,,,1
913522,2,,,3
913523,2,,,1
913527,2,,,4
913537,2,,,3
913538,2,,,1
913548,2,,,4
913556,2,,,2
913558,2,,,1
913559,2,,,1
913560,2,,,1
913564,2,,,1
913567,2,,,1
913573,2,,,1
913576,2,,,2
913577,2,,,1
913578,4,,,1
913580,2,,,1
913582,2,,,1
913588,2,,,1
913589,2,,,2
913595,2,,,1
913604,2,,,1
913611,2,,,1
913612,2,,,4
913613,2,,,1
913625,2,,,1
913632,2,,,1
913638,2,,,1
913640,2,,,1
913645,4,,,2
913646,2,,,2
913647,4,,,2
913651,2,,,2
913654,2,,,1
913656,2,,,1
913658,2,,,4
913660,2,,,4
913662,2,,,2
913668,2,,,2
913669,2,,,4
913675,4,,,2
913681,2,,,2
913701,2,,,4
913732,2,,,2
913738,3,,1000,2
913739,2,,,2
913742,2,,,2
913752,2,,,2
913754,2,,,2
913766,2,,,2
913767,2,,,2
913768,4,,,4
913777,2,,,2
913779,2,,,2
913780,2,,,2
913783,2,,,2
913784,2,,,2
913785,2,,,2
913786,2,,,2
913787,2,,,2
913788,2,,,2
913821,2,,,2
913822,2,,,2
913825,2,,,2
913826,2,,,2
913827,2,,,2
913830,3,,8000,1
913832,3,,1000,2
913833,2,,,2
913874,2,,,1
913876,2,,,2
913878,2,,,2
913882,2,,,2
913889,2,,,2
913892,2,,,2
913902,2,,,1
913909,2,,,1
913912,2,,,2
913913,2,,,2
913925,2,,,1
913926,2,,,2
913929,2,,,1
913932,2,,,2
913933,2,,,2
913934,2,,,2
913939,2,,,2
913946,2,,,2
913950,2,,,2
913951,2,,,1
913953,2,,,1
913954,2,,,1
913956,2,,,1
913957,2,,,2
913959,2,,,2
913961,2,,,1
913962,2,,,1
913965,2,,,2
913966,2,,,1
914003,2,,,1
914005,2,,,2
914006,2,,,1
914007,2,,,2
914009,2,,,2
914010,2,,,2
914011,2,,,1
914018,2,,,2
914023,2,,,2
914047,2,,,2
914051,2,,,2
914055,2,,,2
914056,2,,,2
914059,2,,,2
914060,2,,,1
914073,3,,6000,2
914091,2,,,2
914094,2,,,4
914097,2,,,2
914098,2,,,2
914102,2,,,2
914104,2,,,1
914105,2,,,2
914106,2,,,2
914107,2,,,2
914110,2,,,2
914113,2,,,2
914137,2,,,4
914138,2,,,2
914141,2,,,2
914143,2,,,2
914144,2,,,1
914148,2,,,2
914149,2,,,2
914150,2,,,2
914154,2,,,2
914169,2,,,2
914181,2,,,2
914183,5,,,5
914185,2,,,4
914186,2,,,2
914187,2,,,1
914188,2,,,2
914190,2,,,2
914191,2,,,2
914231,2,,,1
914243,2,,,2
914244,2,,,2
914248,2,,,2
914257,2,,,2
914258,3,,2500,1
914260,2,,,2
914263,2,,,2
914265,2,,,2
914271,2,,,1
914275,2,,,1
914280,2,,,1
914286,2,,,1
914287,2,,,1
914288,2,,,2
914316,2,,,1
914317,2,,,1
914323,2,,,1
914324,2,,,2
914325,2,,,1
914327,2,,,2
914333,2,,,2
914335,2,,,2
914363,2,,,1
914367,2,,,1
914369,2,,,1
914375,2,,,2
914377,2,,,1
914381,2,,,1
914383,2,,,2
914406,2,,,1
914408,2,,,1
914409,2,,,2
914410,2,,,1
914411,2,,,1
914414,2,,,2
914421,2,,,1
914451,2,,,1
914454,2,,,1
914456,2,,,1
914457,2,,,1
914459,2,,,1
914460,2,,,2
914461,2,,,1
914500,2,,,1
914507,2,,,1
914508,2,,,1
914509,2,,,2
914510,2,,,2
914518,2,,,1
914520,3,,2000,2
914525,2,,,2
914528,2,,,1
914529,2,,,1
914541,2,,,1
914546,4,,,4
914547,2,,,2
914551,2,,,4
914590,2,,,1
914602,2,,,2
914607,2,,,1
914608,2,,,1
914611,2,,,1
914612,2,,,2
914620,2,,,1
914621,2,,,1
914629,2,,,1
914630,2,,,1
914631,2,,,2
914633,2,,,1
914635,3,,2000,1
914637,2,,,1
914640,2,,,1
914646,2,,,1
914654,2,,,3
914657,2,,,1
914667,2,,,1
914677,2,,,1
914680,3,,1000,1
914687,2,,,2
914699,3,,2000,2
914701,2,,,1
914704,3,,700,1
914706,2,,,1
914710,2,,,1
914712,2,,,3
914715,2,,,1
914716,2,,,1
914717,3,,5000,3
914718,2,,,2
914721,2,,,1
914722,2,,,2
914733,2,,,2
914735,2,,,1
914736,2,,,1
914742,2,,,1
914760,2,,,1
914761,2,,,2
914763,2,,,2
914774,2,,,1
914776,2,,,2
914784,2,,,1
914789,2,,,1
914798,3,,10000,1
914800,2,,,1
914801,2,,,1
914806,2,,,1
914815,2,,,1
914828,2,,,1
914844,2,,,1
914849,3,,10000,1
914853,2,,,1
914859,3,,4000,1
914861,2,,,1
914864,2,,,1
914874,2,,,4
914875,2,,,2
914877,2,,,2
914881,2,,,1
914894,2,,,2
914900,2,,,1
914902,2,,,1
914912,2,,,1
914913,2,,,1
914914,2,,,1
914922,2,,,4
914934,2,,,2
914956,2,,,2
914962,2,,,2
914966,2,,,2
914967,2,,,2
914977,3,,1000,4
914979,4,,,4
914980,3,,1200,1
914984,2,,,2
915002,2,,,1
915004,2,,,1
915005,2,,,2
915006,2,,,1
915008,2,,,1
915010,2,,,1
915011,2,,,1
915013,2,,,2
915016,2,,,1
915017,2,,,2
915018,2,,,1
915047,2,,,2
915049,2,,,2
915051,2,,,4
915053,4,,,1
915072,2,,,4
915091,2,,,3
915092,2,,,1
915096,2,,,1
915097,2,,,2
915099,2,,,1
915100,2,,,1
915104,2,,,1
915106,2,,,2
915107,2,,,2
915110,2,,,2
915113,2,,,2
915117,2,,,2
915155,2,,,1
915159,2,,,1
915161,2,,,1
915163,2,,,2
915165,2,,,1
915166,2,,,1
915171,2,,,1
915175,2,,,2
915183,3,,3000,2
915186,2,,,3
915197,3,,10000,1
915202,3,,400,4
915203,2,,,1
915212,2,,,2
915224,2,,,4
915226,2,,,2
915234,3,,15000,1
915236,2,,,1
915242,2,,,1
915243,2,,,1
915246,2,,,2
915250,2,,,3
915251,2,,,2
915271,3,,500,1
915272,3,,1000,2
915287,2,,,4
915291,2,,,2
915317,2,,,2
915318,2,,,3
915320,2,,,1
915327,3,,2000,3
915329,2,,,2
915335,2,,,2
915336,2,,,2
915338,2,,,2
915361,2,,,1
915368,2,,,1
915372,2,,,1
915377,2,,,1
915394,2,,,1
915411,2,,,2
915412,2,,,2
915413,2,,,2
915415,2,,,2
915416,2,,,1
915421,2,,,2
915423,2,,,2
915426,2,,,2
915427,2,,,2
915429,2,,,1
915432,2,,,1
915433,2,,,2
915454,2,,,1
915455,2,,,1
915457,2,,,2
915460,2,,,1
915462,2,,,1
915468,3,,10000,1
915470,2,,,1
915481,2,,,1
915486,2,,,2
915488,2,,,2
915492,2,,,1
915506,2,,,1
915507,2,,,1
915513,2,,,1
915516,2,,,2
915528,2,,,3
915529,1,2000,,1
915550,2,,,2
915551,2,,,2
915553,2,,,2
915558,2,,,2
915569,2,,,2
915571,2,,,1
915578,2,,,2
915580,2,,,1
915589,2,,,1
915629,2,,,1
915632,2,,,1
915636,2,,,1
915637,2,,,1
915638,2,,,1
915639,2,,,1
915646,2,,,1
915653,2,,,1
915678,2,,,1
915680,2,,,2
915684,2,,,2
915691,2,,,2
915692,2,,,1
915695,2,,,1
915697,4,,,4
915698,2,,,2
915705,4,,,2
915707,4,,,4
915723,2,,,4
915724,2,,,2
915725,2,,,2
915728,2,,,4
915729,2,,,2
915730,2,,,2
915732,2,,,4
915737,2,,,2
915743,2,,,2
915746,2,,,2
915767,2,,,1
915768,2,,,4
915774,2,,,2
915775,2,,,1
915776,2,,,1
915784,2,,,2
915786,2,,,2
915789,3,,50,1
915819,3,,20000,1
915822,2,,,1
915826,2,,,2
915844,2,,,2
915849,2,,,2
915856,2,,,1
915857,3,,1500,1
915860,2,,,1
915866,2,,,2
915868,2,,,1
915871,2,,,1
915875,2,,,1
915882,3,,10000,1
915885,2,,,1
915895,2,,,2
915896,3,,3000,1
915897,2,,,1
915902,2,,,2
915909,3,,6000,1
915914,2,,,1
915931,2,,,1
915943,2,,,1
915992,2,,,1
915996,2,,,2
915999,2,,,1
916005,2,,,2
916011,2,,,1
916012,2,,,2
916036,2,,,1
916044,1,40000,,2
916047,2,,,1
916052,2,,,1
916072,2,,,1
916083,2,,,2
916086,2,,,1
916098,2,,,2
916112,2,,,1
916122,2,,,2
916128,2,,,1
916136,2,,,1
916137,2,,,1
916138,2,,,1
916147,2,,,1
916149,2,,,1
916170,2,,,1
916173,3,,1000,1
916176,2,,,2
916196,2,,,1
916199,2,,,1
916201,2,,,1
916205,2,,,2
916218,2,,,2
916219,2,,,1
916222,4,,,1
916231,2,,,2
916239,2,,,4
916252,2,,,1
916254,2,,,2
916266,2,,,1
916275,2,,,1
916277,2,,,4
916297,2,,,1
916306,2,,,2
916310,2,,,2
916313,2,,,2
916318,2,,,1
916325,2,,,2
916339,2,,,2
916342,2,,,2
916344,2,,,1
916369,2,,,1
916370,2,,,2
916373,2,,,1
916374,2,,,2
916384,2,,,1
916388,2,,,1
916404,2,,,1
916406,3,,600,4
916409,3,,12000,1
916416,2,,,1
916419,2,,,2
916435,2,,,2
916439,5,,,5
916449,2,,,1
916450,2,,,1
916451,2,,,1
916452,2,,,2
916455,2,,,2
916466,2,,,1
916482,2,,,2
916491,2,,,2
916499,2,,,1
916506,4,,,4
916507,2,,,2
916517,2,,,2
916518,2,,,2
916522,2,,,1
916527,2,,,2
916528,2,,,2
916529,2,,,2
916530,5,,,5
916535,2,,,1
916537,5,,,5
916543,2,,,2
916554,4,,,4
916558,2,,,1
916562,3,,700,2
916564,2,,,2
916577,2,,,4
916583,2,,,2
916586,2,,,2
916588,2,,,1
916602,2,,,1
916603,2,,,1
916604,2,,,2
916605,1,6000,,3
916612,2,,,1
916613,4,,,4
916619,4,,,4
916625,3,,10000,1
916626,2,,,1
916630,3,,12000,1
916634,2,,,4
916635,5,,,5
916642,2,,,1
916649,5,,,5
916658,2,,,1
916659,2,,,4
916667,2,,,2
916674,2,,,1
916677,2,,,2
916679,2,,,2
916680,2,,,1
916682,2,,,2
916689,2,,,2
916692,2,,,1
916693,2,,,1
916694,2,,,2
916697,2,,,1
916698,2,,,2
916702,2,,,2
916703,2,,,1
916704,2,,,2
916708,2,,,1
916711,2,,,2
916712,2,,,1
916716,2,,,2
916718,2,,,2
916726,2,,,2
916728,2,,,2
916729,3,,15000,1
916731,3,,3500,1
916737,2,,,2
916738,5,,,5
916765,2,,,1
916779,2,,,2
916781,2,,,2
916785,2,,,2
916787,2,,,2
916793,2,,,2
916794,2,,,2
916803,2,,,2
916805,2,,,1
916809,2,,,2
916817,2,,,2
916818,2,,,1
916819,2,,,2
916820,2,,,1
916822,2,,,3
916825,2,,,1
916826,2,,,1
916833,1,3000,,2
916838,2,,,1
916843,2,,,1
916851,2,,,1
916853,2,,,1
916856,2,,,1
916860,2,,,1
916876,2,,,1
916877,2,,,1
916887,2,,,1
916896,2,,,1
916902,2,,,1
916905,2,,,1
916911,2,,,1
916927,2,,,1
916929,2,,,1
916943,2,,,1
916944,2,,,1
916950,2,,,1
916952,2,,,1
916967,2,,,1
916971,2,,,1
916977,2,,,1
916980,2,,,1
916981,2,,,1
916983,2,,,1
916985,2,,,1
916989,2,,,1
916990,2,,,1
916991,2,,,1
916992,2,,,2
917021,2,,,2
917025,2,,,2
917027,2,,,3
917034,2,,,2
917035,2,,,2
917036,2,,,2
917038,2,,,2
917039,2,,,2
917040,2,,,2
917072,2,,,2
917073,2,,,2
917118,2,,,2
917151,2,,,2
917152,2,,,2
917158,2,,,4
917162,2,,,2
917165,2,,,1
917166,2,,,2
917172,2,,,1
917175,3,,4000,1
917187,2,,,2
917201,2,,,1
917205,3,,5000,1
917216,3,,1000,2
917218,2,,,2
917219,2,,,1
917221,2,,,1
917224,2,,,1
917225,2,,,1
917227,2,,,2
917247,2,,,1
917248,2,,,1
917251,2,,,1
917252,2,,,2
917253,2,,,2
917254,2,,,1
917258,2,,,1
917276,2,,,4
917291,2,,,1
917295,2,,,1
917296,2,,,1
917297,2,,,1
917298,2,,,1
917300,3,,10000,1
917301,2,,,2
917308,2,,,1
917342,2,,,1
917348,2,,,2
917349,4,,,4
917354,2,,,3
917356,3,,12000,4
917363,2,,,3
917373,2,,,3
917374,2,,,4
917375,2,,,2
917381,2,,,2
917384,2,,,1
917389,2,,,1
917390,2,,,1
917392,2,,,2
917396,2,,,1
917402,2,,,2
917403,2,,,2
917429,2,,,2
917430,2,,,2
917438,2,,,2
917440,2,,,2
917442,2,,,3
917444,2,,,2
917445,2,,,2
917449,2,,,2
917450,2,,,2
917451,2,,,2
917471,2,,,2
917476,2,,,2
917478,2,,,2
917479,2,,,2
917485,2,,,2
917486,2,,,2
917487,2,,,1
917491,2,,,1
917516,2,,,2
917517,2,,,2
917518,2,,,2
917519,2,,,2
917520,3,,1000,2
917521,2,,,2
917525,2,,,3
917529,2,,,3
917530,2,,,2
917535,2,,,2
917561,2,,,2
917564,2,,,1
917569,2,,,2
917570,2,,,1
917574,2,,,1
917577,2,,,2
917580,2,,,2
917610,2,,,1
917614,2,,,2
917616,2,,,1
917641,2,,,2
917643,2,,,2
917647,2,,,2
917651,2,,,2
917657,2,,,2
917660,2,,,1
917661,2,,,2
917663,2,,,2
917667,2,,,2
917689,2,,,2
917697,2,,,2
917699,2,,,2
917702,2,,,2
917704,2,,,2
917716,2,,,2
917718,2,,,2
917753,2,,,2
917754,2,,,1
917765,2,,,1
917766,2,,,2
917784,2,,,2
917787,2,,,2
917789,2,,,1
917794,2,,,2
917800,2,,,2
917802,2,,,4
917804,2,,,4
917836,2,,,1
917844,2,,,2
917846,2,,,2
917849,2,,,2
917851,2,,,2
917852,2,,,2
917873,2,,,2
917876,3,,14000,1
917884,3,,6000,1
917891,4,,,1
917893,2,,,2
917907,2,,,2
917916,3,,3000,1
917921,2,,,2
917922,3,,800,1
917926,2,,,1
917928,3,,6000,1
917930,2,,,2
917933,3,,4000,1
917934,3,,5000,1
917936,2,,,2
917937,2,,,2
917939,2,,,2
917942,2,,,1
917948,3,,700,4
917951,5,,,1
917962,3,,6000,4
917964,3,,5000,1
917969,2,,,1
917971,2,,,2
917973,2,,,1
917974,2,,,2
917975,2,,,4
917976,2,,,1
918014,2,,,2
918015,2,,,2
918016,2,,,2
918018,2,,,2
918019,2,,,2
918021,2,,,2
918059,2,,,2
918060,2,,,4
918063,2,,,2
918071,2,,,1
918072,2,,,2
918074,2,,,2
918075,2,,,1
918083,2,,,2
918084,2,,,1
918086,2,,,1
918092,2,,,1
918096,2,,,1
918104,2,,,2
918105,2,,,2
918106,2,,,2
918108,2,,,2
918109,2,,,2
918110,2,,,2
918111,2,,,2
918146,2,,,4
918148,2,,,2
918149,2,,,1
918153,2,,,2
918158,2,,,2
918159,2,,,1
918162,2,,,1
918192,2,,,2
918193,2,,,2
918194,2,,,2
918196,2,,,2
918197,2,,,2
918198,2,,,2
918199,2,,,2
918200,2,,,2
918201,2,,,2
918238,2,,,2
918242,2,,,1
918249,2,,,1
918251,2,,,2
918253,2,,,2
918254,2,,,2
918257,3,,6000,2
918264,2,,,2
918271,2,,,1
918274,2,,,2
918281,2,,,2
918282,2,,,1
918285,2,,,2
918286,2,,,2
918287,2,,,2
918288,2,,,2
918294,2,,,1
918296,3,,2000,3
918303,2,,,2
918326,2,,,1
918327,2,,,1
918328,2,,,2
918330,2,,,2
918331,3,,15000,1
918334,2,,,2
918335,2,,,2
918337,2,,,1
918340,2,,,1
918341,2,,,1
918344,2,,,2
918348,2,,,2
918353,2,,,2
918355,2,,,1
918360,2,,,1
918361,2,,,2
918363,3,,2000,1
918366,2,,,4
918372,3,,50,1
918377,2,,,1
918381,2,,,2
918382,2,,,2
918386,2,,,1
918387,1,50000,,1
918392,2,,,1
918396,2,,,2
918405,2,,,1
918410,2,,,2
918421,2,,,1
918426,2,,,1
918428,2,,,1
918430,2,,,1
918443,2,,,4
918449,2,,,2
918452,2,,,1
918455,2,,,2
918456,3,,1000,1
918457,2,,,1
918459,2,,,2
918464,3,,40000,4
918473,2,,,1
918475,2,,,2
918476,2,,,2
918482,2,,,1
918490,2,,,1
918503,4,,,1
918506,3,,15000,1
918510,2,,,1
918511,2,,,1
918517,2,,,2
918546,3,,6000,1
918561,3,,1000,2
918573,2,,,4
918576,2,,,2
918580,2,,,1
918590,3,,20000,2
918593,2,,,1
918596,2,,,2
918615,2,,,4
918616,1,12400,,3
918622,3,,14000,1
918626,2,,,1
918632,2,,,1
918633,2,,,1
918639,2,,,1
918648,2,,,1
918673,2,,,1
918674,2,,,1
918675,2,,,1
918679,2,,,1
918680,2,,,1
918684,2,,,1
918686,2,,,1
918694,3,,2000,1
918702,2,,,1
918720,2,,,2
918729,2,,,2
918730,2,,,2
918741,2,,,1
918746,2,,,1
918758,2,,,2
918761,2,,,1
918763,2,,,2
918768,2,,,1
918769,2,,,1
918771,2,,,2
918774,2,,,4
918775,2,,,1
918777,2,,,4
918778,3,,10000,2
918813,2,,,1
918815,2,,,4
918816,3,,12000,1
918820,2,,,1
918821,2,,,1
918822,2,,,1
918839,2,,,1
918851,2,,,1
918853,2,,,2
918854,2,,,2
918857,2,,,1
918860,2,,,2
918863,2,,,2
918869,2,,,1
918870,2,,,1
918891,2,,,1
918898,2,,,1
918905,2,,,1
918910,2,,,1
918917,2,,,2
918921,2,,,1
918922,2,,,1
918929,2,,,2
918930,2,,,2
918931,2,,,1
918936,2,,,1
918939,2,,,1
918940,2,,,1
918942,2,,,2
918946,2,,,2
918954,2,,,2
918956,2,,,2
918957,2,,,1
918958,2,,,2
918960,2,,,2
918964,2,,,1
918973,2,,,1
918986,2,,,2
918997,2,,,1
919002,2,,,2
919010,2,,,2
919031,2,,,1
919033,2,,,1
919039,2,,,1
919040,2,,,1
919041,2,,,4
919046,2,,,1
919051,2,,,4
919082,4,,,4
919089,3,,10000,2
919095,3,,5000,4
919097,2,,,1
919098,2,,,2
919100,2,,,2
919103,2,,,3
919108,2,,,4
919110,5,,,5
919112,2,,,2
919116,2,,,1
919121,2,,,4
919123,2,,,1
919126,4,,,4
919127,2,,,2
919129,4,,,4
919134,2,,,2
919136,2,,,2
919137,2,,,2
919139,2,,,3
919168,3,,500,1
919170,2,,,1
919190,2,,,1
919256,2,,,4
919257,2,,,1
919260,2,,,2
919264,2,,,2
919265,2,,,1
919271,2,,,1
919278,2,,,2
919286,2,,,1
919294,2,,,1
919295,2,,,2
919303,2,,,1
919311,2,,,2
919316,3,,12000,1
919318,2,,,2
919320,2,,,1
919324,2,,,1
919328,2,,,1
919333,2,,,1
919347,2,,,1
919349,2,,,2
919352,2,,,2
919353,2,,,2
919354,2,,,1
919357,2,,,2
919368,2,,,2
919370,2,,,1
919371,2,,,2
919374,2,,,1
919391,2,,,2
919393,2,,,1
919394,2,,,2
919397,2,,,2
919414,2,,,2
919417,2,,,1
919432,2,,,1
919438,3,,10000,1
919440,2,,,1
919442,2,,,1
919443,5,,,1
919444,3,,1000,1
919445,2,,,1
919446,2,,,1
919450,3,,5000,3
919451,3,,10000,1
919453,3,,10000,3
919460,3,,20000,3
919464,2,,,1
919482,3,,800,1
919487,3,,2000,3
919489,2,,,2
919492,2,,,2
919494,2,,,2
919500,2,,,3
919505,3,,10000,1
919516,3,,5000,1
919521,2,,,3
919525,2,,,1
919527,3,,2000,1
919529,2,,,1
919533,2,,,2
919536,2,,,1
919541,2,,,2
919547,2,,,2
919574,2,,,1
919576,3,,12000,1
919579,3,,9000,1
919581,3,,2000,1
919582,2,,,1
919585,3,,5000,1
919586,3,,4000,1
919588,3,,10000,3
919590,2,,,1
919617,2,,,1
919622,2,,,1
919631,2,,,2
919643,2,,,2
919665,2,,,1
919668,2,,,3
919673,2,,,1
919684,2,,,2
919685,2,,,1
919686,1,20000,,1
919706,2,,,1
919707,3,,1000,3
919710,3,,300,1
919711,2,,,2
919717,2,,,1
919723,2,,,2
919726,2,,,2
919727,2,,,2
919731,2,,,2
919733,2,,,2
919740,2,,,2
919741,2,,,2
919752,3,,8000,2
919757,2,,,1
919758,2,,,1
919759,1,70000,,2
919762,3,,3000,1
919766,2,,,2
919771,2,,,2
919774,2,,,1
919775,1,1000,,1
919777,2,,,2
919778,2,,,1
919793,2,,,1
919795,2,,,1
919799,2,,,4
919802,2,,,2
919808,2,,,2
919814,2,,,2
919828,3,,1000,4
919849,2,,,2
919851,2,,,1
919856,2,,,1
919866,2,,,2
919870,3,,2400,2
919871,2,,,1
919886,2,,,2
919901,2,,,4
919903,2,,,2
919920,2,,,2
919922,2,,,2
919923,2,,,4
919930,2,,,2
919937,2,,,5
919938,4,,,4
919939,2,,,4
919940,2,,,2
919941,2,,,2
919945,4,,,4
919947,4,,,5
919953,2,,,2
919955,2,,,2
919956,2,,,5
919957,2,,,2
919958,5,,,5
919961,5,,,5
919970,2,,,2
919972,2,,,2
919974,5,,,5
919979,2,,,1
919981,2,,,4
919985,2,,,1
919987,2,,,1
919990,2,,,1
919996,2,,,4
919997,2,,,1
919998,2,,,4
920010,2,,,1
920013,2,,,4
920022,2,,,2
920024,2,,,2
920027,2,,,2
920032,2,,,2
920041,2,,,2
920045,2,,,2
920069,2,,,2
920075,2,,,1
920080,2,,,1
920085,4,,,2
920118,2,,,2
920120,2,,,4
920123,2,,,2
920126,2,,,4
920127,2,,,4
920130,2,,,2
920133,2,,,2
920134,2,,,1
920140,2,,,2
920143,4,,,4
920148,2,,,4
920151,2,,,1
920152,4,,,4
920155,2,,,4
920159,3,,5000,3
920161,2,,,3
920171,3,,3500,2
920172,2,,,1
920173,3,,4000,1
920176,3,,3000,3
920177,4,,,3
920185,2,,,3
920187,3,,4000,3
920191,2,,,3
920197,4,,,3
920199,2,,,2
920202,2,,,3
920213,2,,,2
920214,2,,,2
920215,2,,,4
920218,2,,,1
920222,2,,,2
920225,2,,,2
920226,2,,,1
920229,2,,,2
920238,2,,,3
920239,2,,,4
920243,2,,,2
920246,3,,15000,2
920279,4,,,3
920289,2,,,4
920290,2,,,2
920291,2,,,1
920294,2,,,4
920295,2,,,1
920297,2,,,2
920303,2,,,1
920305,3,,1500,2
920306,2,,,2
920307,2,,,2
920308,2,,,2
920310,2,,,1
920312,2,,,2
920315,2,,,2
920317,2,,,1
920327,2,,,2
920332,2,,,2
920333,2,,,2
920341,2,,,4
920344,2,,,4
920353,2,,,2
920354,2,,,1
920358,2,,,2
920360,2,,,2
920361,2,,,1
920362,2,,,4
920368,2,,,2
920371,3,,4000,4
920375,2,,,3
920376,2,,,2
920377,2,,,4
920382,2,,,1
920385,2,,,1
920390,2,,,1
920392,2,,,1
920395,2,,,1
920397,2,,,1
920398,2,,,1
920400,2,,,1
920402,2,,,2
920407,4,,,4
920434,2,,,4
920435,2,,,2
920437,2,,,1
920438,2,,,1
920441,2,,,2
920445,2,,,1
920447,2,,,2
920449,2,,,2
920452,3,,5000,2
920455,2,,,1
920458,2,,,2
920469,2,,,4
920475,2,,,2
920490,2,,,1
920492,2,,,4
920493,2,,,2
920500,2,,,2
920502,2,,,3
920503,2,,,3
920505,2,,,2
920506,2,,,2
920510,2,,,4
920512,5,,,1
920514,2,,,2
920515,2,,,2
920521,2,,,1
920522,2,,,2
920523,3,,5000,2
920527,3,,500,1
920539,2,,,2
920559,2,,,2
920566,2,,,2
920569,2,,,2
920579,2,,,3
920599,2,,,4
920600,2,,,2
920617,2,,,1
920630,2,,,2
920632,2,,,1
920647,2,,,2
920648,3,,700,1
920654,2,,,4
920660,2,,,2
920668,2,,,2
920669,2,,,1
920682,2,,,2
920688,2,,,1
920689,2,,,1
920693,3,,5000,3
920709,2,,,3
920710,2,,,1
920715,2,,,1
920716,2,,,1
920730,2,,,1
920733,2,,,1
920738,2,,,1
920741,2,,,3
920743,2,,,1
920745,2,,,1
920747,2,,,1
920749,2,,,1
920752,2,,,1
920776,2,,,2
920778,2,,,4
920781,2,,,2
920784,5,,,5
920788,2,,,4
920794,3,,10000,4
920796,2,,,2
920801,2,,,2
920809,2,,,2
920810,2,,,2
920812,3,,500,2
920814,5,,,2
920815,2,,,2
920816,2,,,2
920817,2,,,2
920818,2,,,2
920819,2,,,2
920822,2,,,1
920825,2,,,4
920826,2,,,1
920827,2,,,4
920829,2,,,4
920839,2,,,2
920840,2,,,4
920842,2,,,2
920845,2,,,1
920847,2,,,2
920849,2,,,1
920855,2,,,4
920858,2,,,1
920864,2,,,2
920865,2,,,2
920866,2,,,2
920867,3,,8000,2
920868,2,,,2
920869,2,,,2
920871,2,,,2
920872,2,,,3
920874,2,,,3
920875,2,,,2
920911,2,,,1
920912,2,,,2
920913,2,,,1
920916,2,,,1
920922,2,,,1
920925,3,,500,1
920928,2,,,2
920933,2,,,1
920935,2,,,1
920937,2,,,1
920938,2,,,2
920942,2,,,3
920946,2,,,2
920948,2,,,2
920949,2,,,3
920951,3,,20000,1
920953,2,,,1
920955,2,,,4
920956,2,,,2
920960,2,,,2
920981,2,,,2
920988,2,,,2
921001,2,,,2
921003,2,,,2
921004,2,,,1
921005,3,,4000,1
921006,2,,,1
921008,2,,,1
921009,3,,5000,1
921010,2,,,2
921011,2,,,2
921047,2,,,2
921055,2,,,2
921057,2,,,2
921058,2,,,2
921070,2,,,2
921094,3,,4000,4
921099,3,,6000,3
921101,4,,,3
921102,2,,,3
921103,3,,3000,3
921104,2,,,3
921110,2,,,2
921113,5,,,4
921140,2,,,1
921147,2,,,1
921151,2,,,1
921152,2,,,2
921177,2,,,1
921179,4,,,4
921180,3,,600,4
921227,2,,,1
921229,2,,,2
921230,2,,,1
921234,2,,,2
921235,1,25000,,1
921238,1,3000,,2
921239,2,,,1
921240,2,,,2
921244,2,,,2
921246,4,,,4
921247,2,,,1
921254,4,,,1
921255,3,,10000,2
921269,2,,,4
921270,3,,5000,2
921272,2,,,4
921273,3,,4000,3
921275,2,,,3
921277,2,,,3
921278,3,,9000,3
921279,2,,,2
921281,2,,,4
921291,3,,20000,3
921299,2,,,2
921316,2,,,1
921319,2,,,2
921320,2,,,2
921321,3,,3000,1
921322,2,,,1
921323,2,,,2
921326,2,,,1
921333,2,,,2
921334,2,,,1
921336,2,,,2
921364,3,,3000,1
921365,2,,,1
921370,2,,,1
921373,2,,,2
921387,2,,,1
921388,2,,,3
921389,2,,,2
921391,2,,,1
921407,2,,,2
921410,2,,,3
921411,2,,,3
921412,2,,,2
921414,2,,,2
