nquest,quest,nquestp,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,vitgen,ngen,figli,nfigli,vitf,nfratsore,parnoit,ANCONV,contint,NCOMP,CAPI
894795,3,,2,1,2,1,2,1,2,1,1,2,2,,1,2,,1990,3,4,1
894797,3,,2,1,2,1,2,1,2,1,1,1,2,,1,6,,1986,4,3,1
894875,3,,1,1,2,1,1,1,2,1,2,,1,3,1,5,,1975,3,2,1
894884,3,,4,1,2,1,2,1,2,1,2,,1,1,1,1,,1980,3,2,0
894887,3,,2,1,2,1,2,1,2,1,1,2,2,,1,3,,2008,2,4,1
894924,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,9,,1976,2,2,1
894926,3,,1,1,1,1,,,,,2,,2,,2,,2,,1,1,1
894946,3,,3,1,3,1,,,,,2,,2,,1,1,2,,2,2,1
894951,3,,2,1,2,1,2,1,3,1,1,3,2,,1,2,,1995,2,5,1
894956,3,,2,1,2,1,,,,,1,1,1,1,1,2,2,,1,1,1
894987,3,,2,1,2,1,3,1,3,1,2,,1,3,1,1,,1973,2,2,1
895030,3,,3,1,3,1,,,,,2,,2,,2,,,,1,2,1
895073,3,,2,1,2,1,2,1,2,1,1,1,1,2,2,,,1955,1,2,1
895076,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
895079,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
895086,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
895099,3,,2,1,2,1,2,1,2,1,1,4,2,,1,2,,1997,1,5,1
895106,3,,3,1,4,1,,,,,,,2,,2,,2,,1,4,1
895184,3,,1,1,2,1,2,1,2,1,2,,1,3,1,4,,1967,3,2,1
895194,3,,2,1,2,1,,,,,1,2,2,,1,2,2,,3,3,1
895197,3,,3,1,3,1,,,,,2,,1,1,1,1,,,3,5,1
895204,3,,1,1,1,1,,,,,2,,1,2,2,,,,2,1,1
895209,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1963,1,2,1
895238,3,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
895376,3,,2,1,2,1,,,,,2,,2,,1,1,2,,3,1,1
895382,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1962,3,2,1
895384,3,,2,1,2,1,1,1,2,1,2,,1,1,2,,,1959,3,3,1
895423,3,,1,1,1,1,1,1,1,1,2,,1,2,1,2,,1969,1,2,1
895479,3,,2,1,2,1,4,1,2,1,2,,1,3,1,4,,1969,2,2,1
895512,3,,4,1,4,1,,,,,1,2,2,,2,,2,,2,1,1
895540,3,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
895624,3,,2,1,2,1,2,1,2,1,1,2,2,,1,3,,1990,2,5,1
895677,3,,1,1,1,1,1,1,1,1,2,,1,2,2,,,1966,1,2,1
895679,3,,1,1,1,1,,,,,2,,2,,1,3,2,,1,1,1
895690,3,,1,1,2,1,1,1,1,1,1,1,1,3,1,6,,1974,2,2,1
895730,3,,3,1,3,1,5,1,3,1,1,1,1,2,1,1,,1978,3,3,1
895742,3,,2,1,2,1,,,,,1,1,1,2,1,2,2,,3,1,1
895757,3,,3,1,4,1,,,,,2,,1,1,1,2,,,2,1,1
895774,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1969,1,2,0
895776,3,,2,1,2,1,,,,,,,2,,1,1,2,,2,5,1
895833,3,,2,1,1,1,,,,,2,,2,,1,1,2,,4,1,1
895837,3,,2,1,2,1,,,,,2,,1,1,2,,,,2,1,1
895840,3,,2,1,2,1,,,,,1,1,2,,1,3,2,,3,1,1
895849,3,,2,1,2,1,,,,,2,,1,1,2,,2,,3,1,1
895873,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
895876,3,,2,1,2,1,,,,,2,,1,1,1,1,,,1,4,1
895972,3,,1,1,1,1,1,1,1,1,2,,1,1,1,2,,1984,1,5,1
896060,3,,1,1,1,1,4,1,3,1,1,2,1,2,1,5,,2005,3,3,1
896079,3,,2,1,2,1,,,,,2,,1,2,1,1,,,2,1,1
896124,3,,2,1,1,1,,,,,2,,1,2,1,1,,,2,1,1
896130,3,,2,1,1,1,1,1,1,1,2,,1,2,1,4,,1972,2,3,1
896277,3,,3,1,2,1,3,1,3,1,2,,1,2,1,2,,1983,3,2,1
896326,3,,2,1,2,1,4,1,4,1,2,,1,2,1,1,,1963,3,2,1
896341,3,,4,1,2,1,2,1,2,1,1,1,1,1,1,1,,1971,2,2,1
896353,3,,1,1,1,1,1,1,1,1,2,,1,3,1,4,,1966,3,2,1
896365,3,,7,1,3,1,,,,,2,,2,,2,,2,,2,2,1
896366,3,,2,1,4,1,,,,,1,1,2,,2,,2,,4,2,1
896378,3,,2,1,2,1,,,,,2,,1,2,1,1,,,3,1,1
896404,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1973,6,2,0
896413,3,,7,1,7,1,7,1,7,1,2,,2,,1,3,,1995,3,2,1
896421,3,,1,1,1,1,,,,,2,,1,2,2,,,,2,1,1
896432,3,,3,2,3,2,3,1,3,2,1,3,2,,1,4,,2008,1,4,0
896534,3,,3,1,3,1,4,1,5,1,1,4,1,1,1,4,,2008,4,4,0
896539,3,,4,1,3,1,2,1,1,1,2,,2,,1,3,,2007,2,2,1
896570,3,,3,1,2,1,4,1,3,1,1,1,1,3,1,6,,1973,8,2,1
896576,3,,5,1,4,1,4,1,4,1,1,4,2,,2,,,2007,2,4,1
896591,3,,4,2,3,2,,,,,1,2,1,1,2,,2,,1,1,1
896594,3,,2,1,1,1,,,,,2,,2,,2,,2,,2,1,1
896608,3,,5,1,4,2,4,2,4,2,1,4,2,,1,1,,2005,4,4,0
896627,3,,1,1,1,1,,,,,2,,1,2,2,,,,3,1,1
896629,3,,1,1,1,1,,,,,2,,2,,1,4,2,,3,2,1
896749,3,,2,1,2,1,3,1,2,1,1,3,2,,1,2,,1995,1,3,1
896764,3,,2,2,1,2,,,,,2,,1,1,2,,2,,2,2,1
896842,3,,2,1,2,1,1,1,2,1,1,1,2,,1,4,,1984,1,4,1
896856,3,,2,1,2,1,2,1,2,1,1,3,2,,1,5,,1990,1,4,1
896875,3,,2,1,2,1,4,1,3,1,1,1,1,1,1,2,,1976,3,2,1
896897,3,,3,1,3,1,4,1,3,1,1,2,2,,1,2,,1992,4,4,1
896902,3,,2,1,2,1,,,,,2,,1,2,1,5,2,,2,1,1
896927,3,,1,1,2,1,2,1,1,1,2,,2,,2,,,1963,2,2,1
896981,3,,3,1,3,1,2,2,2,2,1,1,1,1,1,2,,2008,3,3,1
896988,3,,4,1,2,1,,,,,2,,1,1,1,1,1,,1,1,1
896995,3,,2,1,2,1,2,1,2,1,1,1,2,,1,3,,1992,1,2,1
896996,3,,3,1,4,1,2,1,3,1,1,4,2,,1,2,,1996,2,4,1
897030,3,,2,1,2,1,,,,,3,,2,,2,,,,1,1,1
897127,3,,2,1,2,1,2,1,2,1,2,,2,,1,7,,1964,2,3,1
897134,3,,2,1,2,1,,,,,2,,1,2,1,2,2,,1,1,1
897225,3,,1,1,1,1,,,,,2,,1,2,1,1,,,3,1,1
897226,3,,2,1,2,1,,,,,2,,2,,2,,2,,3,1,1
897228,3,,2,1,2,1,2,1,2,1,2,,1,2,1,9,,1965,3,2,1
897263,3,,3,1,3,1,,,,,1,2,2,,1,1,2,,2,1,1
897265,3,,3,1,3,1,,,,,1,2,2,,1,1,2,,2,1,1
897397,3,,2,1,2,1,,,,,2,,1,1,1,1,,,1,1,1
897414,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
897435,3,,4,1,3,1,2,1,2,1,2,,1,2,1,3,,1972,1,2,0
897442,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,2,1
897572,3,,2,1,2,1,,,,,1,1,2,,2,,2,,1,2,1
897604,3,,3,1,3,1,,,,,1,2,2,,1,1,2,,1,1,1
897616,3,,3,1,3,1,,,,,1,1,2,,2,,2,,1,1,1
897635,3,,2,1,2,1,,,,,2,,1,1,1,2,,,2,1,1
897636,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1967,3,2,1
897676,3,,3,3,7,1,,,,,2,,1,1,1,3,,,1,2,1
897683,3,,7,1,7,1,7,1,7,1,1,3,2,,1,3,,1986,2,4,1
897686,3,,7,1,7,1,1,1,1,1,2,,1,3,1,7,,1997,1,2,1
897705,3,,2,1,2,1,,,,,2,,1,2,1,3,2,,1,1,1
897712,3,,7,1,7,1,7,1,7,1,1,2,2,,1,3,,2007,3,4,1
897713,3,,7,1,7,3,7,1,7,1,1,4,2,,1,4,,2011,3,4,1
897715,3,,7,1,7,1,7,1,7,1,1,4,2,,1,3,,2007,4,4,1
897782,3,,2,1,2,1,,,,,2,,1,1,1,1,,,2,1,1
897808,3,,3,1,3,1,,,,,1,2,2,,2,,2,,1,1,1
897828,3,,1,1,1,1,1,1,1,1,2,,1,2,1,8,,1962,2,2,1
897837,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1972,2,2,1
897853,3,,2,1,7,1,,,,,1,2,2,,1,1,2,,2,1,1
897859,3,,3,1,3,1,3,1,3,1,1,2,2,,1,1,,1999,2,3,1
897870,3,,4,1,4,1,,,,,1,2,2,,1,1,2,,2,1,1
897876,3,,1,1,1,1,1,1,1,1,2,,1,2,1,7,,1979,3,2,1
897893,3,,1,1,1,1,1,1,1,1,2,,1,3,1,3,,1961,1,2,1
897925,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,2,,1978,1,3,1
897935,3,,2,1,2,1,,,,,2,,1,3,2,,,,1,1,1
897989,3,,1,1,1,1,,,,,2,,2,,1,8,,,5,2,1
897995,3,,2,1,2,1,,,,,2,,1,2,1,1,,,3,1,1
898029,3,,2,1,2,1,2,1,2,1,2,,1,3,1,2,,1974,1,2,1
898032,3,,2,1,2,1,2,1,2,1,2,,1,4,2,,,1964,1,2,1
898051,3,,2,1,2,1,2,1,2,1,2,,2,,1,4,,1975,1,2,1
898053,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
898057,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
898071,3,,2,2,2,2,,,,,2,,2,,2,,2,,1,2,1
898090,3,,7,1,7,1,7,3,7,3,2,,1,1,1,5,,1975,5,3,1
898138,3,,2,1,2,1,2,1,2,1,2,,1,2,1,5,,1968,3,2,1
898191,3,,5,1,4,1,4,1,2,1,1,2,2,,1,4,,1992,3,6,1
898208,3,,4,1,4,1,4,1,3,1,1,3,2,,1,5,,2005,2,5,1
898220,3,,3,1,4,1,,,,,1,1,2,,1,3,,,1,2,1
898288,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
898326,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1988,2,4,1
898380,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1960,5,2,1
898387,3,,1,1,1,1,,,,,2,,2,,2,,2,,4,1,1
898390,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1971,3,2,1
898401,3,,3,1,1,1,,,,,2,,2,,2,,2,,3,1,1
898416,3,,1,1,1,1,,,,,2,,2,,2,,2,,5,3,1
898434,3,,4,1,3,1,4,2,3,2,2,,1,3,1,4,,1996,2,2,1
898442,3,,3,1,2,1,,,,,2,,1,1,1,1,,,2,3,1
898590,3,,2,1,2,1,1,2,1,2,1,3,1,2,1,2,,2015,2,2,1
898591,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1968,1,2,1
898594,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
898633,3,,1,1,1,1,,,,,2,,1,2,1,9,,,2,1,1
898640,3,,2,1,2,1,2,1,2,1,2,,1,2,1,1,,1961,1,2,1
898659,3,,2,1,2,1,2,1,2,1,1,2,2,,1,2,,2000,2,4,1
898661,3,,3,1,3,1,,,,,1,2,2,,2,,2,,2,1,1
898667,3,,3,1,3,1,3,1,3,1,1,4,2,,1,1,,2009,3,3,1
898673,3,,2,2,2,2,,,,,1,2,1,2,1,3,2,,1,1,1
898674,3,,2,1,2,1,2,1,1,1,2,,1,1,1,5,,1983,2,3,1
898678,3,,5,1,4,1,4,1,4,1,1,1,1,1,1,10,,1994,1,3,1
898680,3,,2,1,2,1,2,1,2,1,2,,1,3,1,3,,1964,2,2,1
898682,3,,2,1,2,1,2,1,2,1,1,4,2,,1,4,,1995,1,4,1
898699,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,5,,1981,1,4,1
898811,3,,4,1,3,1,,,,,1,2,2,,1,2,2,,2,1,1
898816,3,,2,1,2,1,,,,,1,2,2,,1,2,2,,3,2,1
898823,3,,2,2,2,2,,,,,1,2,2,,1,1,2,,2,2,1
898977,3,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
898985,3,,2,1,2,1,,,,,2,,2,,2,,,,1,3,1
898992,3,,2,1,2,1,,,,,2,,2,,2,,2,,4,1,1
898993,3,,3,1,3,1,,,,,2,,2,,1,1,,,3,1,1
898999,3,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
899005,3,,2,1,3,1,2,1,2,1,2,,1,1,1,2,,1975,2,2,1
899032,3,,2,1,2,1,2,1,1,1,2,,1,2,1,4,,1975,3,3,1
899055,3,,2,1,2,1,3,1,3,1,1,4,2,,1,2,,2003,2,4,1
899076,3,,1,1,1,1,1,1,1,1,2,,1,2,1,4,,1953,1,2,1
899077,3,,1,1,2,1,,,,,,,2,,2,,2,,1,4,1
899079,3,,1,1,1,1,,,,,2,,2,,1,2,,,1,2,1
899081,3,,1,1,1,1,,,,,2,,1,2,1,2,,,1,1,1
899140,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,3,,1977,3,2,1
899143,3,,1,1,1,1,,,,,2,,1,3,1,2,,,1,1,1
899144,3,,2,1,2,1,2,1,2,1,1,3,1,1,1,7,,1987,3,3,1
899233,3,,2,1,2,1,2,1,2,1,1,3,2,,1,3,,1985,4,3,1
899248,3,,2,1,4,1,4,1,4,1,1,4,2,,1,1,,1999,4,5,1
899268,3,,1,2,1,2,,,,,1,1,2,,1,7,2,,3,1,1
899301,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1978,1,2,1
899306,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1965,1,2,1
899437,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,2,,1974,2,2,1
899488,3,,2,2,2,2,7,1,7,1,1,1,1,3,1,4,,2006,2,2,1
899500,3,,2,1,1,1,7,1,7,1,1,2,1,2,1,1,,1978,4,4,1
899501,3,,2,1,2,1,2,1,2,1,1,1,2,,1,3,,1991,2,4,1
899536,3,,2,1,2,1,2,1,2,1,2,,1,3,1,4,,1972,1,3,1
899538,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1965,1,2,1
899539,3,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
899540,3,,2,1,2,1,2,1,2,1,2,,1,3,1,3,,1971,1,2,1
899546,3,,3,1,2,1,2,1,2,1,1,2,1,2,1,7,,1992,1,3,1
899549,3,,2,1,2,1,2,1,2,1,1,2,2,,1,8,,1991,1,4,1
899553,3,,2,1,2,1,2,1,2,1,1,1,2,,1,5,,1992,1,4,1
899556,3,,2,1,2,1,2,1,2,1,1,3,2,,1,2,,1995,1,5,1
899558,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
899560,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
899562,3,,2,1,2,1,2,1,2,1,1,3,2,,1,4,,2000,1,4,1
899706,3,,2,1,2,1,2,1,2,1,2,,2,,1,3,,1973,1,4,1
899730,3,,2,1,2,1,2,1,2,1,1,2,2,,1,2,,2005,1,3,1
899737,3,,2,1,1,1,2,1,2,1,1,4,2,,1,4,,1993,2,4,1
899895,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1976,1,2,1
899907,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
899922,3,,2,1,1,1,,,,,2,,2,,1,1,,,2,1,1
899998,3,,1,1,1,1,,,,,2,,1,6,1,4,,,1,1,1
900194,3,,3,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
900216,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1960,1,2,0
900278,3,,2,2,2,2,,,,,3,,2,,2,,1,,2,1,0
900315,3,,1,1,1,1,2,1,1,1,1,3,2,,1,8,,2001,2,6,1
900325,3,,5,1,4,1,4,1,4,1,1,2,2,,1,3,,1994,3,4,1
900339,3,,2,1,1,1,,,,,2,,1,2,1,5,,,4,1,1
900354,3,,5,1,3,1,,,,,2,,1,2,1,5,,,3,1,1
900364,3,,3,1,3,1,,,,,1,1,2,,1,1,2,,2,2,1
900371,3,,4,1,4,1,,,,,2,,2,,1,2,2,,3,1,1
900486,3,,2,1,3,1,,,,,1,2,2,,1,2,2,,3,1,1
900495,3,,1,1,1,1,1,1,1,1,2,,1,3,1,7,,1968,2,2,1
900573,3,,4,1,2,1,2,1,1,1,1,3,2,,1,1,,1990,3,4,1
900597,3,,2,1,2,1,,,,,2,,2,,1,1,2,,1,1,1
900605,3,,1,1,1,1,1,1,1,1,2,,1,1,1,5,,1975,3,4,1
900614,3,,1,1,1,1,1,1,2,1,2,,1,3,1,3,,1972,2,2,1
900618,3,,1,1,1,1,1,1,1,1,2,,2,,1,2,,1990,2,2,1
900634,3,,1,2,1,2,,,,,2,,2,,1,4,1,,2,1,1
900638,3,,3,1,3,1,2,1,2,1,1,4,2,,1,5,,2015,2,2,1
900645,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1955,4,2,1
900654,3,,2,1,1,1,,,,,2,,1,2,1,4,,,2,1,0
900670,3,,2,1,2,1,1,1,1,1,1,1,1,2,2,,,1985,3,4,1
900673,3,,3,1,1,1,1,1,1,1,1,2,2,,1,4,,1988,4,3,1
900696,3,,3,1,3,1,,,,,,,2,,1,1,2,,2,4,1
900705,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1962,1,2,1
900719,3,,2,1,2,1,,,,,2,,2,,1,1,2,,2,2,1
900732,3,,2,2,2,2,,,,,1,1,2,,1,2,2,,1,1,1
900796,3,,3,1,3,1,2,1,2,1,2,,1,2,1,1,,1964,2,2,1
900829,3,,4,2,3,2,4,2,3,2,1,4,1,1,1,7,,1992,5,3,1
900837,3,,2,2,2,2,2,2,2,2,1,3,2,,1,7,,2008,7,5,1
900955,3,,1,1,1,1,,,,,2,,1,2,2,,,,2,1,1
901051,3,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
901126,3,,1,1,1,1,3,1,2,1,2,,2,,2,,,2007,2,3,1
901402,3,,2,1,2,1,2,1,2,1,1,2,2,,1,6,,1994,4,4,1
901445,3,,2,1,2,1,,,,,2,,1,1,2,,2,,3,1,1
901448,3,,2,1,2,1,,,,,2,,1,3,2,,,,2,1,1
901450,3,,1,1,1,1,,,,,2,,2,,1,8,2,,1,1,1
901454,3,,1,1,1,1,,,,,2,,1,2,1,2,,,1,1,1
901474,3,,1,1,1,1,1,1,1,1,1,2,2,,1,7,,2001,2,3,1
901477,3,,1,1,1,1,,,,,2,,2,,1,1,2,,4,1,0
901501,3,,1,1,1,1,,,,,2,,1,3,1,8,,,3,1,1
901516,3,,2,1,2,1,,,,,2,,1,1,1,2,,,2,1,1
901556,3,,2,1,1,1,1,1,1,1,2,,1,2,1,8,,1973,2,6,1
901582,3,,4,1,3,1,5,1,4,1,1,1,1,2,1,4,,1977,1,2,1
901586,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
901608,3,,2,1,2,1,,,,,2,,2,,1,1,2,,4,1,1
901612,3,,1,1,1,1,1,1,1,1,1,1,1,2,1,14,,1979,1,3,1
901635,3,,7,1,3,1,7,1,7,1,1,1,1,2,2,,,1993,5,2,1
901756,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1968,1,3,1
901761,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,4,,1985,1,5,1
901767,3,,2,1,2,1,,,,,1,2,1,2,1,1,2,,1,1,1
901800,3,,1,1,1,1,,,,,2,,1,3,2,,,,3,2,1
901876,3,,2,1,2,1,,,,,1,1,2,,1,2,2,,1,1,1
901879,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,5,,1991,2,7,1
901950,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1961,1,3,1
901952,3,,2,1,2,1,,,,,2,,1,1,1,1,,,1,1,1
901955,3,,2,1,2,1,2,1,2,1,2,,1,4,1,2,,1963,1,2,1
901960,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1962,1,2,1
901963,3,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
901965,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
901968,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1960,1,2,1
901977,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,2,1
901979,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,2,1
901984,3,,3,1,3,1,,,,,1,2,2,,2,,2,,1,1,1
902002,3,,1,1,1,1,,,,,2,,1,2,2,,,,3,1,1
902006,3,,1,1,1,1,,,,,2,,1,3,1,2,,,2,1,1
902008,3,,2,1,1,1,,,,,2,,1,1,1,1,,,3,1,1
902009,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,1971,2,2,1
902046,3,,4,1,4,1,,,,,2,,2,,2,,,,2,1,1
902047,3,,4,1,3,1,,,,,2,,1,2,2,,2,,1,1,1
902050,3,,1,1,7,1,,,,,2,,1,1,2,,2,,3,1,1
902242,3,,3,1,4,1,,,,,1,2,2,,1,1,2,,2,1,1
902247,3,,3,1,2,1,,,,,2,,2,,1,1,2,,4,1,1
902252,3,,2,1,1,1,,,,,2,,2,,2,,2,,1,1,1
902400,3,,2,1,2,1,,,,,2,,1,1,1,1,,,3,1,1
902401,3,,2,1,2,1,2,1,2,1,1,3,2,,1,3,,1987,2,4,1
902411,3,,1,1,1,1,,,,,2,,1,2,2,,,,4,1,1
902417,3,,2,1,2,1,2,1,2,1,2,,1,2,1,7,,1972,1,2,1
902461,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,1,,1982,3,3,1
902550,3,,1,1,1,1,,,,,2,,1,9,1,2,,,1,2,1
902575,3,,1,1,1,1,1,1,1,1,1,4,1,5,1,10,,1986,2,4,1
902673,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,,1980,3,2,1
902680,3,,2,1,1,1,,,,,2,,1,2,1,1,2,,2,1,1
902712,3,,3,1,2,1,3,1,2,1,1,1,2,,1,5,,1990,2,5,1
902811,3,,2,1,2,1,2,1,7,1,1,3,2,,1,3,,1993,3,3,1
902869,3,,4,1,4,1,7,1,3,1,1,2,1,1,1,6,,1989,1,4,1
902913,3,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,1984,2,3,1
902915,3,,2,1,2,1,3,1,2,1,1,1,2,,1,2,,1989,2,4,1
902916,3,,2,1,2,1,7,1,7,1,1,2,2,,1,4,,1997,2,3,1
902947,3,,2,1,2,1,,,,,2,,1,2,1,8,,,1,2,1
902949,3,,2,1,2,1,2,1,2,1,2,,1,3,1,1,,1957,1,2,1
903018,3,,2,1,2,1,2,1,2,1,1,3,2,,1,3,,1992,1,4,1
903043,3,,2,2,2,2,,,,,2,,2,,2,,2,,1,1,1
903045,3,,1,1,1,1,2,1,1,1,1,1,1,5,1,7,,1988,2,2,1
903046,3,,2,1,2,1,,,,,2,,1,2,1,2,,,3,1,1
903052,3,,1,1,1,1,,,,,2,,1,5,2,,,,1,1,1
903087,3,,1,1,1,1,,,,,2,,1,1,1,3,,,2,1,1
903157,3,,1,1,1,1,2,1,2,1,2,,1,2,1,9,,1971,3,2,1
903195,3,,2,1,2,1,,,,,2,,1,1,2,,2,,1,5,1
903255,3,,4,1,4,1,4,1,3,1,2,,1,1,1,2,,2000,5,3,1
903256,3,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1963,2,2,1
903272,3,,4,1,4,1,,,,,2,,2,,2,,2,,2,1,1
903299,3,,4,1,4,1,4,1,4,1,1,3,2,,1,1,,2012,4,2,1
903302,3,,1,2,1,2,1,2,1,2,2,,2,,2,,,2013,5,3,1
903358,3,,1,1,1,1,2,1,1,1,2,,1,3,1,11,,1963,2,2,1
903363,3,,1,1,1,1,1,1,1,1,2,,1,1,1,2,,1980,1,6,1
903368,3,,2,1,2,1,,,,,2,,2,,1,5,2,,1,1,1
903373,3,,1,1,1,1,,,,,2,,1,1,1,5,,,1,3,1
903376,3,,2,1,1,1,,,,,2,,1,3,1,2,2,,1,2,1
903424,3,,2,1,2,1,,,,,1,2,2,,1,1,2,,3,1,1
903428,3,,1,1,2,1,,,,,2,,2,,2,,2,,1,1,1
903508,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,2,1
903523,3,,2,1,2,1,2,1,2,1,2,,1,2,1,1,,1973,3,3,0
903613,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
903656,3,,1,1,1,1,1,1,1,1,2,,1,2,1,7,,1979,1,3,1
903660,3,,2,1,2,1,,,,,1,2,2,,1,3,2,,2,3,1
903732,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1984,1,2,1
903735,3,,4,2,4,2,,,,,1,2,2,,1,1,2,,1,2,1
903742,3,,2,2,1,2,2,2,1,2,1,2,2,,1,2,,2006,4,4,1
903754,3,,1,1,1,1,1,1,1,1,2,,1,3,2,,,1958,1,2,1
903768,3,,2,1,2,1,1,1,1,1,2,,1,1,2,,,1969,1,2,1
903770,3,,2,1,2,1,1,1,2,1,2,,1,2,2,,,1975,3,2,1
903873,3,,2,1,2,1,,,,,2,,1,2,1,1,2,,2,1,0
903904,3,,2,1,2,1,,,,,2,,2,,1,2,2,,1,1,1
904014,3,,1,1,1,1,,,,,2,,1,1,1,1,,,2,1,1
904055,3,,2,1,2,1,,,,,2,,1,1,1,1,,,1,1,1
904058,3,,2,1,2,1,2,1,2,1,2,,2,,1,2,,1982,1,2,1
904068,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1956,2,2,1
904104,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1964,2,2,1
904108,3,,4,1,2,1,2,1,2,1,2,,2,,2,,,1963,2,2,1
904114,3,,1,1,1,1,,,,,2,,2,,2,,,,3,1,1
904116,3,,2,1,2,1,2,1,2,1,2,,2,,1,2,,1980,2,4,1
904128,3,,1,1,1,1,1,1,1,1,2,,1,2,1,12,,1982,2,2,1
904160,3,,1,1,1,1,1,1,1,1,2,,1,3,1,5,,1976,1,2,1
904164,3,,2,1,1,1,,,,,2,,2,,1,3,,,1,2,1
904209,3,,1,1,1,1,2,1,1,1,2,,1,2,1,4,,1970,5,2,1
904236,3,,2,1,2,1,2,1,2,1,1,4,2,,1,11,,1997,3,4,1
904242,3,,3,1,3,1,4,1,4,1,1,4,2,,1,2,,2009,4,2,1
904245,3,,3,1,3,1,3,1,3,1,1,4,2,,1,2,,2013,2,3,1
904257,3,,1,1,1,1,1,1,1,1,2,,1,2,1,3,,1945,1,2,1
904259,3,,1,1,1,1,1,1,1,1,1,1,2,,1,5,,1987,1,4,1
904261,3,,2,1,1,1,2,1,2,1,2,,1,2,1,4,,1982,1,2,1
904323,3,,2,1,2,1,,,,,2,,1,2,1,4,2,,3,1,1
904480,3,,1,1,1,1,,,,,2,,1,4,1,1,,,3,1,1
904491,3,,2,2,2,2,,,,,1,1,1,2,1,3,1,,2,1,1
904510,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1970,2,2,1
904577,3,,1,1,1,1,1,1,1,1,2,,1,1,2,,,1983,1,3,1
904580,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1975,1,4,1
904583,3,,3,1,3,1,,,,,1,2,2,,1,1,2,,1,3,1
