nquest,quest,nquestp,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,vitgen,ngen,figli,nfigli,vitf,nfratsore,parnoit,ANCONV,contint,NCOMP,CAPI
873157,3,,1,1,1,1,1,1,1,1,2,,1,1,1,6,,1958,1,2,1
873158,3,,2,2,2,2,,,,,1,2,2,,1,2,2,,2,1,1
873166,3,,2,1,2,1,3,1,3,1,1,1,2,,1,5,,1987,3,4,1
873194,3,,2,1,2,1,2,1,7,1,1,4,2,,1,3,,2004,2,3,1
873202,3,,5,1,4,1,5,1,5,1,1,4,2,,1,2,,1989,3,2,1
873207,3,,3,1,2,1,,,,,2,,2,,1,3,2,,2,1,1
873221,3,,3,1,3,1,3,1,3,1,1,4,2,,1,3,,2011,2,2,1
873224,3,,1,1,1,1,,,,,2,,2,,1,2,,,2,1,1
873231,3,,2,2,1,2,1,2,1,2,2,,2,,1,10,,1995,3,6,1
873232,3,,1,1,1,1,1,1,1,1,2,,1,2,1,3,,1961,3,2,1
873243,3,,4,1,4,1,,,,,1,2,2,,1,2,2,,3,2,1
873260,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1958,2,2,1
873272,3,,2,1,2,1,,,,,2,,1,1,1,2,2,,2,2,1
873275,3,,4,1,4,1,4,1,4,1,1,4,2,,1,2,,2005,2,4,1
873279,3,,2,1,2,1,,,,,2,,1,1,2,,,,2,2,1
873280,3,,2,1,2,1,2,1,2,1,1,3,2,,1,2,,1978,2,3,1
873281,3,,3,1,2,1,,,,,1,2,2,,1,3,2,,2,1,1
873282,3,,4,1,3,1,,,,,2,,1,3,2,,,,3,1,1
873286,3,,3,1,3,1,,,,,1,2,2,,1,2,2,,4,1,1
873287,3,,2,1,2,1,,,,,1,2,2,,2,,2,,2,1,1
873299,3,,3,1,3,1,,,,,1,2,2,,1,1,2,,4,1,1
873337,3,,2,1,2,1,,,,,2,,1,1,1,1,2,,2,1,1
873380,3,,5,1,5,1,,,,,1,2,2,,2,,2,,2,1,1
873390,3,,2,1,2,1,,,,,2,,1,3,1,2,2,,3,1,1
873399,3,,3,1,3,1,,,,,2,,2,,2,,1,,2,1,1
873401,3,,4,1,3,1,4,1,3,1,2,,2,,2,,,1999,1,2,1
873402,3,,3,1,4,1,,,,,2,,2,,2,,2,,1,1,1
873457,3,,1,1,1,1,,,,,1,2,2,,1,5,2,,4,1,1
873490,3,,1,1,2,1,1,1,2,1,2,,1,4,1,2,,2011,1,2,1
873491,3,,4,1,3,1,3,1,3,1,1,3,2,,1,4,,1996,3,3,1
873559,3,,2,1,2,1,2,1,1,1,2,,2,,2,,,2002,2,4,1
873588,3,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
873597,3,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
873607,3,,2,1,1,1,7,1,1,1,2,,1,4,1,2,,1961,3,2,0
873674,3,,2,1,2,1,2,2,2,1,2,,1,1,1,1,,1979,1,2,1
873772,3,,2,1,3,1,,,,,1,2,2,,2,,2,,1,3,1
873788,3,,5,1,3,1,,,,,2,,1,2,1,1,,,2,3,1
873791,3,,1,1,1,1,,,,,2,,2,,1,3,,,1,1,1
873809,3,,2,1,2,1,2,1,2,1,1,1,2,,1,11,,1987,1,4,1
873811,3,,1,1,2,1,1,1,1,1,2,,2,,1,5,,1982,1,2,1
873859,3,,2,1,2,1,,,,,2,,2,,1,2,2,,5,1,1
874026,3,,2,1,2,1,2,1,2,1,2,,1,2,1,1,,1964,1,2,1
874111,3,,1,1,2,1,,,,,2,,1,4,1,2,,,1,1,1
874115,3,,2,1,2,1,,,,,1,2,2,,1,2,2,,4,2,1
874134,3,,1,1,1,1,,,,,2,,1,2,1,7,2,,1,1,1
874152,3,,1,1,1,1,1,1,1,1,2,,1,3,1,4,,1974,2,2,1
874157,3,,1,1,1,1,1,1,1,1,2,,1,3,1,3,,1972,1,2,1
874163,3,,1,1,1,1,1,1,1,1,2,,1,3,2,,,1959,2,2,1
874168,3,,1,1,2,1,,,,,2,,2,,1,3,2,,1,3,1
874213,3,,2,1,2,1,,,,,2,,1,1,2,,2,,3,1,1
874225,3,,2,1,2,1,,,,,2,,2,,1,2,2,,2,2,1
874249,3,,1,1,1,1,1,1,1,1,2,,1,2,1,2,,1961,1,2,1
874274,3,,2,1,2,1,,,,,2,,2,,1,3,2,,2,1,1
874278,3,,1,1,2,1,2,1,2,1,2,,2,,2,,,1994,2,4,1
874294,3,,2,1,2,1,2,1,2,1,2,,2,,1,4,,1988,2,4,1
874312,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1993,1,4,1
874323,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1978,5,2,1
874325,3,,2,1,2,1,2,1,2,1,2,,1,2,1,4,,1977,2,2,1
874330,3,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1964,1,4,1
874347,3,,3,1,3,1,3,1,2,1,1,2,2,,2,,,2001,7,3,1
874350,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1965,1,2,1
874375,3,,7,1,7,1,7,1,7,1,1,2,2,,1,2,,1996,3,3,1
874376,3,,7,1,7,1,,,,,2,,1,4,2,,,,4,1,1
874392,3,,3,1,2,1,3,1,2,1,1,1,1,2,1,6,,1979,4,3,1
874404,3,,2,2,1,2,,,,,2,,2,,1,2,2,,2,1,1
874514,3,,3,1,2,1,3,1,3,1,2,,2,,1,1,,1985,2,3,1
874515,3,,2,1,2,1,2,1,2,1,1,2,2,,1,3,,1987,2,4,1
874517,3,,2,1,2,1,2,1,2,1,1,4,2,,1,3,,1987,4,4,1
874545,3,,3,1,3,1,4,1,3,1,2,,2,,2,,,2009,3,2,1
874556,3,,1,2,1,2,2,2,1,2,1,3,2,,1,13,,1999,4,4,1
874587,3,,1,1,1,1,,,,,2,,1,1,2,,,,2,1,1
874593,3,,3,1,2,1,2,1,2,1,1,4,2,,1,1,,2003,4,4,1
874597,3,,3,1,2,1,,,,,1,2,1,1,1,2,2,,5,1,1
874607,3,,3,1,2,1,2,1,2,1,1,4,2,,1,3,,1997,5,4,1
874612,3,,1,1,1,1,,,,,2,,1,2,2,,,,4,1,1
874631,3,,2,1,2,1,1,1,1,1,2,,1,2,1,4,,1955,4,2,1
874670,3,,2,2,1,2,4,2,4,2,1,1,2,,1,6,,2006,2,4,1
874681,3,,3,1,2,1,3,1,3,1,1,3,2,,1,3,,2015,2,3,1
874704,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1965,3,2,1
874705,3,,2,1,2,1,2,1,2,1,1,4,2,,1,3,,1995,2,4,1
874717,3,,3,1,2,1,2,1,2,1,1,4,2,,1,2,,1999,3,4,1
874745,3,,2,2,2,2,,,,,1,2,1,2,1,5,2,,1,1,1
874756,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,3,,2010,1,3,1
874761,3,,2,1,2,1,2,1,2,1,1,4,2,,1,4,,2010,2,2,1
874777,3,,1,1,1,1,,,,,2,,1,1,1,2,,,1,1,1
874791,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
874877,3,,2,1,1,1,2,1,2,1,1,1,1,1,1,6,,1974,1,2,0
874891,3,,2,1,2,1,2,1,2,1,1,2,2,,1,2,,1978,2,3,0
874947,3,,2,1,4,1,,,,,2,,1,5,2,,,,3,1,1
874961,3,,4,1,2,1,3,1,2,1,2,,1,1,1,2,,1997,1,3,1
875011,3,,2,1,2,1,2,1,2,1,1,2,2,,1,4,,1984,2,3,1
875017,3,,2,1,2,1,,,,,2,,1,1,1,1,,,1,1,1
875020,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
875027,3,,2,1,2,1,,,,,1,1,1,2,1,5,2,,1,2,1
875028,3,,2,1,2,1,,,,,2,,1,3,1,1,,,1,1,1
875044,3,,2,2,2,2,,,,,2,,2,,1,2,2,,1,1,1
875088,3,,2,1,2,1,2,1,2,1,1,3,2,,1,6,,1983,2,4,1
875095,3,,3,1,3,1,3,1,3,1,1,2,1,2,1,2,,1997,3,5,1
875096,3,,3,1,3,1,3,1,3,1,1,4,2,,1,1,,1997,1,4,1
875100,3,,4,1,4,1,,,,,1,2,2,,1,2,1,,2,1,1
875126,3,,3,1,3,1,2,1,2,1,1,2,2,,1,3,,1998,2,3,1
875139,3,,3,1,3,1,2,1,2,1,1,3,2,,1,5,,2003,2,6,1
875154,3,,2,1,2,1,,,,,1,1,1,2,1,6,2,,2,1,1
875184,3,,2,1,1,1,1,1,7,1,2,,1,3,1,5,,1957,1,2,1
875206,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1980,4,2,1
875211,3,,2,1,2,1,,,,,1,2,2,,1,3,2,,2,2,1
875214,3,,2,1,2,1,2,1,2,1,1,3,2,,1,4,,1990,1,4,1
875217,3,,2,1,2,1,2,1,2,1,1,1,2,,1,3,,1998,1,3,1
875221,3,,2,1,2,1,2,1,2,1,1,3,2,,1,4,,1998,1,4,1
875224,3,,2,1,1,1,2,1,2,1,2,,1,1,1,3,,1974,3,3,1
875280,3,,2,1,2,1,,,,,2,,1,1,1,2,2,,3,3,1
875281,3,,2,1,2,1,,,,,2,,1,2,2,,2,,3,1,1
875293,3,,3,1,3,1,3,1,3,1,2,,2,,1,2,,1987,2,3,1
875326,3,,1,1,1,1,1,1,1,1,2,,1,3,1,5,,1961,1,2,1
875336,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
875341,3,,1,1,1,1,2,1,2,1,2,,1,2,1,2,,1955,1,2,1
875365,3,,3,1,3,1,,,,,2,,2,,2,,2,,2,1,1
875382,3,,1,1,1,1,1,1,1,1,1,1,1,3,1,3,,1979,1,2,1
875415,3,,1,1,1,1,,,,,1,1,2,,1,4,,,2,3,1
875426,3,,2,1,2,1,2,1,2,1,2,,2,,1,7,,1979,2,4,1
875431,3,,2,1,2,1,,,,,2,,1,1,1,1,2,,3,2,1
875436,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
875439,3,,2,2,2,2,2,2,2,2,1,2,1,2,1,6,,1990,3,2,1
875449,3,,2,2,2,2,,,,,1,1,1,2,1,8,2,,3,8,1
875452,3,,1,1,1,1,,,,,2,,2,,2,,,,1,1,1
875514,3,,2,1,2,1,,,,,1,2,2,,1,2,2,,4,1,1
875523,3,,2,1,2,1,,,,,1,2,1,2,1,1,2,,2,1,1
875527,3,,7,1,2,1,1,1,1,1,2,,1,1,1,6,,1976,1,2,1
875528,3,,1,1,2,1,2,1,1,1,2,,1,2,1,5,,1969,2,2,0
875539,3,,1,1,1,1,1,1,1,1,2,,1,3,1,4,,1966,1,2,1
875542,3,,3,1,3,1,,,,,1,2,2,,1,2,2,,1,3,1
875548,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,2,1
875557,3,,2,1,2,1,,,,,2,,2,,1,2,2,,2,2,1
875562,3,,2,1,2,1,2,1,2,1,1,1,2,,1,7,,1996,1,2,1
875568,3,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
875573,3,,2,1,2,1,2,1,2,1,2,,1,1,1,4,,1973,1,2,1
875577,3,,2,1,2,1,2,1,2,1,2,,2,,1,4,,1967,1,2,1
875582,3,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
875585,3,,2,1,2,1,2,1,2,1,1,4,2,,1,4,,2010,1,3,1
875602,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,0
875606,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1966,1,2,0
875623,3,,5,2,1,2,,,,,2,,2,,1,1,2,,1,1,0
875635,3,,3,1,3,1,4,1,4,1,1,3,2,,1,2,,2004,2,2,1
875649,3,,2,1,2,1,2,1,2,1,1,1,2,,1,5,,1981,2,4,1
875654,3,,1,1,1,1,2,1,2,1,2,,1,1,1,1,,1974,1,3,0
875658,3,,4,1,4,1,,,,,2,,2,,2,,2,,1,1,0
875668,3,,1,1,2,1,3,2,3,2,1,2,2,,1,9,,2008,2,4,1
875679,3,,1,1,4,1,4,1,3,1,2,,1,2,1,4,,1979,3,2,1
875686,3,,2,1,2,1,,,,,2,,2,,1,1,,,2,3,1
875726,3,,2,1,2,1,,,,,1,1,2,,2,,2,,1,2,1
875731,3,,7,1,2,1,,,,,2,,2,,2,,,,1,1,0
875737,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
875758,3,,2,1,2,1,2,1,2,1,1,2,1,1,2,,,1972,1,2,1
875765,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
875817,3,,2,1,2,1,,,,,1,2,2,,1,3,2,,2,1,1
875851,3,,3,2,2,2,,,,,1,1,1,2,1,12,2,,3,2,1
875855,3,,2,1,2,1,2,1,2,1,1,1,2,,2,,,1988,2,4,1
875909,3,,3,1,4,1,3,1,3,1,1,1,1,1,1,2,,1980,3,3,1
875914,3,,4,1,4,1,,,,,2,,2,,2,,,,2,1,1
875920,3,,1,2,2,2,1,2,1,2,1,4,2,,1,10,,2005,1,4,1
875967,3,,2,1,1,1,,,,,2,,2,,1,2,2,,1,2,1
875969,3,,3,1,3,1,2,1,2,1,1,3,2,,1,5,,2002,2,4,1
875976,3,,2,1,2,1,,,,,2,,2,,1,3,2,,2,1,1
875977,3,,2,1,2,1,3,1,2,1,1,4,2,,1,3,,2005,2,5,1
876017,3,,3,1,3,1,3,1,3,2,1,4,2,,1,3,,2006,1,3,1
876018,3,,1,1,1,1,,,,,2,,1,2,1,3,,,1,1,1
876020,3,,1,1,1,1,,,,,,,2,,1,1,2,,1,3,1
876023,3,,1,1,1,1,1,1,1,1,2,,1,3,1,3,,1972,1,2,1
876037,3,,2,1,2,1,,,,,1,2,1,2,1,3,2,,1,1,1
876042,3,,2,1,2,1,2,1,2,1,1,3,2,,1,7,,2001,1,4,1
876052,3,,1,1,1,1,,,,,2,,1,3,2,,,,1,1,1
876069,3,,2,2,1,2,1,2,1,2,1,1,2,,1,8,,1995,4,5,1
876079,3,,2,1,2,1,3,1,3,1,1,3,2,,1,2,,1996,2,4,1
876093,3,,2,1,2,1,2,1,1,1,1,2,2,,1,2,,1986,2,2,1
876104,3,,1,2,1,2,,,,,1,2,2,,1,5,2,,1,1,1
876105,3,,1,1,1,1,,,,,2,,1,2,1,1,,,1,1,1
876108,3,,1,1,1,1,,,,,2,,1,2,2,,,,2,1,1
876109,3,,1,1,1,1,1,1,1,1,2,,1,1,1,2,,1969,2,2,1
876115,3,,3,1,3,1,,,,,2,,2,,1,1,2,,2,1,1
876125,3,,2,1,1,1,,,,,1,1,1,1,1,1,,,1,2,1
876127,3,,4,1,4,1,,,,,1,1,2,,1,1,2,,2,1,1
876218,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
876272,3,,3,1,3,1,3,1,2,1,1,2,2,,1,2,,2008,2,2,1
876314,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1971,1,2,1
876364,3,,2,1,2,1,2,1,2,1,1,4,2,,1,4,,2002,1,4,1
876383,3,,2,1,2,1,,,,,2,,2,,2,,,,4,1,1
876388,3,,2,1,2,1,,,,,1,2,2,,1,1,2,,3,1,1
876391,3,,2,1,2,1,2,1,2,1,2,,1,1,1,5,,1968,3,2,1
876444,3,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1992,1,2,1
876523,3,,4,1,3,1,,,,,1,2,2,,1,1,2,,3,3,1
876542,3,,4,1,3,1,,,,,2,,1,3,1,1,,,3,1,1
876551,3,,2,1,1,1,,,,,2,,2,,1,7,2,,1,1,1
876562,3,,1,1,1,1,2,1,1,1,2,,1,2,2,,,1958,1,3,1
876571,3,,1,1,1,1,,,,,2,,1,3,1,3,,,1,1,1
876577,3,,2,1,2,1,2,1,2,1,1,1,2,,2,,,1996,1,3,1
876581,3,,2,1,2,1,2,1,2,1,1,3,2,,1,3,,2004,1,3,1
876587,3,,2,1,4,1,2,1,2,1,1,1,2,,1,5,,1997,1,2,1
876624,3,,2,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
876632,3,,2,1,2,1,2,1,2,1,2,,1,1,2,,,1971,1,2,1
876649,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1975,2,2,1
876651,3,,2,1,2,1,,,,,2,,1,2,1,2,,,1,1,1
876666,3,,2,1,2,1,,,,,2,,2,,1,2,,,2,3,1
876694,3,,3,1,2,1,2,1,2,1,1,3,2,,1,3,,1999,1,4,1
876701,3,,1,1,1,1,,,,,2,,1,2,2,,2,,1,2,1
876703,3,,2,1,2,1,,,,,2,,2,,1,2,2,,1,1,1
876726,3,,3,2,3,2,,,,,1,2,2,,1,2,2,,1,1,1
876729,3,,3,1,3,1,,,,,1,1,2,,2,,2,,1,2,1
876730,3,,2,2,2,2,,,,,1,2,2,,1,4,2,,1,1,1
876786,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,5,,1978,2,3,1
876799,3,,3,1,3,1,2,1,2,1,1,4,2,,1,3,,2015,1,2,1
876806,3,,2,1,2,1,,,,,2,,1,1,2,,,,2,2,1
876810,3,,2,1,2,1,2,1,2,1,2,,1,2,1,5,,1964,2,2,1
876820,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
876833,3,,2,1,2,1,,,,,1,1,2,,1,1,2,,3,2,1
877001,3,,2,1,2,1,,,,,2,,2,,1,3,2,,2,1,1
877017,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,7,,1970,3,2,1
877064,3,,4,1,2,1,2,1,2,1,2,,1,2,2,,,1964,3,2,1
877083,3,,4,1,4,1,,,,,2,,1,2,1,3,2,,12,1,1
877100,3,,2,1,2,1,2,1,2,1,1,1,2,,1,4,,1990,8,4,1
877138,3,,3,1,2,1,2,1,2,1,1,3,2,,1,4,,1995,3,3,1
877241,3,,4,1,5,1,3,2,3,2,1,3,2,,1,4,,1993,4,4,1
877267,3,,7,3,2,1,,,,,2,,2,,1,2,2,,2,1,1
877279,3,,3,1,3,1,2,1,3,1,1,2,2,,1,4,,1989,3,3,1
877285,3,,2,1,2,1,4,1,4,1,1,3,1,1,1,1,,1984,4,2,1
877407,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,7,,1992,1,3,1
877473,3,,4,1,4,1,3,1,3,1,1,3,2,,1,3,,2007,1,4,0
877487,3,,3,1,3,1,2,1,2,1,2,,1,2,1,2,,1992,2,2,1
877553,3,,1,1,1,1,1,1,2,1,1,1,2,,1,7,,1994,1,4,1
877612,3,,3,1,3,1,2,1,2,1,1,2,1,1,1,2,,1990,2,4,1
877621,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1967,3,2,1
877653,3,,3,1,2,1,1,1,1,1,1,2,1,1,1,5,,1992,3,2,1
877662,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
877697,3,,1,1,1,1,2,1,1,1,2,,2,,2,,,1963,2,3,1
877751,3,,1,1,1,1,7,1,1,1,2,,1,2,1,7,,1969,1,2,1
877752,3,,2,1,2,1,2,1,3,1,1,3,2,,1,4,,2003,3,4,1
877753,3,,1,1,1,1,1,1,1,1,2,,1,1,1,1,,1967,4,2,1
877784,3,,1,1,2,1,,,,,,,2,,1,3,2,,1,4,1
877789,3,,3,1,3,1,4,1,3,1,2,,1,1,1,1,,1964,2,2,1
877828,3,,3,1,3,1,,,,,2,,2,,1,2,2,,2,1,1
877868,3,,1,2,1,2,1,2,1,2,1,1,2,,1,4,,2000,1,5,0
877908,3,,2,1,2,1,,,,,2,,2,,2,,2,,2,1,1
878002,3,,1,1,1,1,1,1,1,1,2,,2,,1,2,,1994,1,3,1
878007,3,,2,1,2,1,,,,,2,,1,1,1,5,,,1,3,1
878011,3,,2,1,1,1,1,1,1,1,2,,1,3,1,5,,1979,1,2,1
878019,3,,2,1,2,1,2,1,2,1,2,,1,3,1,4,,1978,1,2,1
878021,3,,1,1,1,1,,,,,2,,1,3,1,2,,,1,1,1
878022,3,,3,1,3,1,2,1,1,1,1,4,1,2,1,4,,1984,1,3,1
878039,3,,2,1,1,1,1,1,1,1,2,,1,1,1,9,,1982,1,3,1
878049,3,,2,1,2,1,,,,,2,,1,1,1,1,,,1,1,1
878065,3,,4,1,5,1,,,,,2,,1,1,1,2,2,,1,1,1
878074,3,,4,1,4,1,,,,,1,1,2,,2,,2,,1,1,1
878094,3,,2,1,2,1,,,,,2,,2,,1,1,2,,1,1,1
878103,3,,5,2,5,2,5,2,5,2,1,1,2,,1,1,,2007,2,5,1
878117,3,,3,1,2,1,,,,,1,1,1,1,1,1,2,,3,1,0
878120,3,,1,1,1,1,,,,,2,,2,,2,,,,2,1,0
878121,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
878142,3,,2,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
878154,3,,2,1,2,1,,,,,2,,2,,1,1,,,1,1,1
878157,3,,3,1,3,1,3,1,3,1,1,3,2,,1,1,,2000,2,3,1
878173,3,,2,1,2,1,,,,,2,,2,,1,1,2,,10,1,1
878182,3,,5,2,2,2,6,2,2,2,2,,2,,2,,,2002,3,4,1
878194,3,,5,1,4,1,5,1,5,1,2,,2,,2,,,1995,1,4,1
878197,3,,3,1,4,1,5,1,5,1,1,4,2,,1,1,,2004,4,3,1
878218,3,,1,1,1,1,,,,,2,,1,3,1,2,,,3,1,1
878238,3,,3,1,3,1,,,,,1,2,2,,1,1,2,,2,1,1
878281,3,,2,1,2,1,,,,,2,,1,1,2,,1,,1,1,1
878292,3,,3,1,3,1,2,1,3,1,1,4,1,1,1,3,,1982,3,2,1
878295,3,,2,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
878309,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,2000,1,3,1
878316,3,,4,1,2,1,4,1,4,1,1,1,2,,2,,,1992,5,4,1
878324,3,,2,1,2,1,2,1,2,1,1,1,2,,2,,,1987,1,3,1
878503,3,,3,1,4,1,,,,,1,1,1,2,1,1,2,,2,1,1
878506,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,1,,1979,2,2,1
878510,3,,2,1,2,1,,,,,2,,1,2,1,4,,,3,1,1
878513,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,3,1
878517,3,,7,2,2,2,2,2,7,2,2,,2,,2,,,1991,1,4,0
878518,3,,4,1,4,1,5,1,4,1,1,3,2,,1,5,,2003,2,5,0
878552,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,1,,1977,2,2,1
878572,3,,1,1,1,1,,,,,2,,1,2,1,1,,,1,1,1
878573,3,,3,1,4,1,1,1,2,1,2,,2,,1,5,,2004,1,4,1
878617,3,,4,1,3,1,4,1,4,1,1,2,2,,1,4,,1985,3,5,1
878648,3,,1,1,1,2,,,,,2,,1,1,2,,,,1,1,1
878684,3,,2,1,2,1,,,,,2,,2,,2,,2,,3,1,1
878727,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1974,1,2,1
878738,3,,3,1,3,1,,,,,1,2,2,,1,1,2,,1,1,1
878739,3,,2,1,2,1,2,1,2,1,2,,1,3,1,2,,1960,1,3,1
878750,3,,2,1,1,1,,,,,1,1,2,,1,2,,,1,1,1
878751,3,,2,1,2,1,2,1,2,1,2,,1,1,2,,,1963,1,2,1
878777,3,,2,1,2,1,2,1,2,1,1,2,2,,1,7,,2007,1,4,1
878790,3,,2,1,2,1,2,1,2,1,2,,2,,1,2,,2007,1,3,1
878811,3,,3,1,3,1,4,1,3,1,1,4,2,,1,2,,1999,2,4,1
878831,3,,1,1,1,1,7,1,7,1,2,,1,1,1,3,,1979,1,4,1
878834,3,,2,1,2,1,2,1,1,1,2,,1,1,1,2,,1995,3,2,1
878848,3,,1,1,1,1,1,1,1,1,1,2,2,,1,3,,1994,2,4,1
878869,3,,1,1,2,1,,,,,2,,1,3,1,1,,,3,3,1
878873,3,,2,1,2,1,2,1,3,1,1,3,2,,1,3,,1992,2,4,1
878874,3,,2,1,2,1,2,1,2,1,2,,1,3,1,3,,1970,2,2,1
878883,3,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1980,2,2,1
878966,3,,2,1,2,1,3,1,3,1,2,,2,,2,,,2010,2,3,1
879018,3,,4,1,3,1,,,,,1,2,2,,2,,2,,1,1,1
879023,3,,1,1,1,1,,,,,,,2,,2,,2,,4,4,1
879052,3,,7,1,7,1,7,1,7,1,1,2,2,,2,,,1976,1,3,0
879066,3,,2,1,3,1,2,1,2,1,2,,2,,2,,,1990,2,3,1
879069,3,,1,1,1,1,,,,,2,,2,,2,,,,1,1,0
879152,3,,5,1,5,1,4,1,4,1,1,1,2,,1,1,,2006,2,4,1
879192,3,,1,1,1,1,1,1,1,1,2,,1,2,1,9,,1966,1,2,1
879229,3,,1,1,1,1,,,,,2,,2,,1,2,2,,1,2,1
879235,3,,3,1,3,1,2,1,2,1,2,,2,,1,2,,1978,1,3,1
879257,3,,3,1,3,1,4,1,3,1,1,4,2,,1,1,,2006,2,4,1
879275,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1968,1,2,1
879302,3,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1961,1,2,1
879319,3,,4,1,4,1,4,1,4,1,1,3,2,,1,2,,2009,1,4,1
879391,3,,2,2,2,2,,,,,1,1,1,1,2,,,,1,3,1
879422,3,,7,2,2,2,2,2,2,2,1,4,2,,1,3,,2007,2,4,1
879449,3,,3,1,3,1,3,1,3,1,1,3,1,1,1,4,,1994,3,3,1
879470,3,,1,1,2,1,,,,,2,,2,,2,,2,,2,6,1
879484,3,,2,1,2,1,5,1,4,1,1,4,2,,1,7,,2006,3,5,1
879487,3,,2,1,2,1,4,1,4,1,1,3,2,,1,5,,2001,2,3,1
879494,3,,2,1,2,1,,,,,2,,1,2,1,1,,,2,1,1
879503,3,,2,1,2,1,2,1,2,1,2,,1,2,1,6,,1969,2,2,1
879507,3,,3,1,2,1,2,1,2,1,1,2,1,1,1,3,,1986,2,3,1
879509,3,,1,1,2,1,,,,,2,,1,1,1,4,2,,2,1,1
879523,3,,2,1,2,1,,,,,2,,1,3,1,1,,,1,2,1
879543,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,,1970,1,3,1
879552,3,,1,1,1,1,,,,,2,,1,5,1,5,,,1,1,1
879563,3,,1,1,1,1,,,,,2,,1,1,2,,,,1,2,1
879565,3,,1,1,1,1,2,1,1,1,1,1,1,1,1,6,,1983,1,3,1
879568,3,,2,1,1,1,1,1,1,1,1,2,2,,1,2,,1989,1,5,1
879591,3,,2,1,1,1,,,,,2,,1,1,1,1,,,1,2,1
879620,3,,2,1,2,1,2,1,2,1,2,,1,1,2,,,1983,2,3,0
879667,3,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
879681,3,,2,1,2,1,3,1,2,1,2,,1,1,1,3,,1973,2,2,1
879743,3,,1,1,1,1,,,,,2,,1,2,1,2,,,1,1,1
879817,3,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
879832,3,,1,1,1,1,,,,,2,,1,2,1,2,,,1,1,1
879837,3,,1,1,1,1,1,1,1,1,2,,2,,1,1,,1981,1,2,1
879844,3,,3,1,2,1,2,1,1,1,1,3,2,,1,1,,1997,3,5,1
879861,3,,1,1,1,1,,,,,2,,1,1,1,1,,,3,1,1
879883,3,,1,1,1,1,,,,,2,,1,4,1,1,2,,2,1,1
879931,3,,3,1,2,1,,,,,2,,2,,2,,2,,4,2,0
879943,3,,3,1,3,1,5,1,4,1,1,3,2,,1,4,,2004,2,4,1
879946,3,,3,2,3,2,3,2,3,2,1,3,2,,1,3,,2000,3,3,1
879951,3,,5,1,4,1,,,,,1,1,2,,1,1,2,,4,1,1
879958,3,,3,1,3,1,3,1,3,1,1,3,2,,1,1,,1988,3,4,0
880003,3,,2,1,2,1,5,1,2,1,2,,2,,1,2,,1994,1,3,1
880040,3,,2,1,2,1,,,,,2,,2,,1,2,2,,1,2,1
