nquest,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
728306,69356.639998,43250,42000,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,26106.639998,26000,5000,21000,106.63999842,19.126771162,0,87.513227254,0,10,5
728493,52190.420611,0,0,0,21400,23400,23400,0,-2000,0,0,-2000,0,2000,0,0,0,30790.420611,29600,0,29600,1190.4206111,36.652815242,0,1153.7677958,0,9,5
728547,86645.600424,0,0,0,48100,48100,48100,0,0,0,0,0,0,0,20000,0,20000,18545.600424,18000,6000,12000,545.60042374,109.95844573,0,435.64197801,0,10,5
729412,21473.82433,0,0,0,16650,16650,16650,0,0,0,0,0,0,0,0,0,0,4823.8243299,4800,0,4800,23.824329907,23.824329907,0,0,0,5,3
729507,20007.330563,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3305630485,0,0,0,7.3305630485,7.3305630485,0,0,0,4,2
730312,27219.352713,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,9019.3527133,9000,0,9000,19.352713306,19.352713306,0,0,0,6,3
730333,20832.877501,17000,17000,0,-2200,0,0,0,-2200,0,0,-2200,0,2200,0,0,0,6032.8775013,6000,0,6000,32.877501266,32.877501266,0,0,0,4,2
730402,68325.710785,31269.6,30000,1269.6,0,0,0,0,0,0,0,0,0,0,25000,25000,0,12056.110785,12000,0,12000,56.110785289,56.110785289,0,0,0,10,5
730430,34719.952684,22650,21000,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,12069.952684,12000,0,12000,69.952684076,69.952684076,0,0,0,7,4
730756,39610.008591,0,0,0,30940,30940,30940,0,0,0,0,0,0,0,0,0,0,8670.0085911,8650,0,8650,20.008591114,20.008591114,0,0,0,8,4
730807,24572.059397,0,0,0,11570,11570,11570,0,0,0,0,0,0,0,0,0,0,13002.059397,13000,7000,6000,2.0593973637,2.0593973637,0,0,0,5,3
730876,19700,14000,14000,0,-300,0,0,0,-300,0,0,-300,0,300,0,0,0,6000,6000,0,6000,0,0,0,0,0,4,2
730901,41846.611261,29600,29600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12246.611261,12100,0,12100,146.61126097,146.61126097,0,0,0,8,4
730939,19902.987534,0,0,0,10270,10270,10270,0,0,0,0,0,0,0,0,0,0,9632.9875337,9600,0,9600,32.987533718,32.987533718,0,0,0,4,2
731178,76474.86941,36500,36500,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,0,7474.8694096,7200,0,7200,274.86940963,274.86940963,0,0,0,10,5
731810,34687.945414,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,8687.945414,8400,0,8400,287.94541397,54.825598574,0,233.1198154,0,7,4
732013,28919.79252,23000,23000,0,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,4919.7925202,4900,0,4900,19.792520231,19.792520231,0,0,0,6,3
732343,43719.715562,43600,43600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.71556163,0,0,0,119.71556163,119.71556163,0,0,0,8,4
732371,29338.843187,0,0,0,23270,23270,23270,0,0,0,0,0,0,0,0,0,0,6068.8431865,6000,0,6000,68.843186512,68.843186512,0,0,0,6,3
732466,27586.64866,0,0,0,19539,19539,19539,0,0,0,0,0,0,0,0,0,0,8047.6486598,8000,0,8000,47.648659815,47.648659815,0,0,0,6,3
732601,391672.37975,0,0,0,0,0,0,0,0,0,0,0,0,0,380000,380000,0,11672.379751,18000,2400,15600,-6327.620249,128.28485335,0,1692.3513415,8148.2564433,10,5
733216,22203.665282,6000,6000,0,9000,0,0,0,9000,9000,0,0,0,0,0,0,0,7203.6652815,7200,0,7200,3.6652815242,3.6652815242,0,0,0,5,3
733351,47774.979223,0,0,0,29120,29120,29120,0,0,0,0,0,0,0,0,0,0,18654.979223,18600,0,18600,54.979222863,54.979222863,0,0,0,9,5
733363,39799.220227,21152.678654,20000,1152.679,9000,0,0,0,9000,9000,0,0,0,0,0,0,0,9646.541573,9600,0,9600,46.541572981,46.541572981,0,0,0,8,4
733605,27146.750237,0,0,0,16510,16510,16510,0,0,0,0,0,0,0,0,0,0,10636.750237,8400,0,8400,2236.7502371,637.75898522,0,1598.9912519,0,6,3
733606,44346.611261,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,37000,0,7346.611261,7200,0,7200,146.61126097,146.61126097,0,0,0,9,5
733612,56807.64866,20000,20000,0,22360,22360,22360,0,0,0,0,0,0,0,0,0,0,14447.64866,14400,0,14400,47.648659815,47.648659815,0,0,0,10,5
733713,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0,1,1
733755,38736.652815,33900,33900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4836.6528152,4800,0,4800,36.652815242,36.652815242,0,0,0,8,4
733811,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
734115,28100.366528,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,6000.3665282,6000,0,6000,0.3665281524,0.3665281524,0,0,0,6,3
734141,12853.665282,0,0,0,11050,11050,11050,0,0,0,0,0,0,0,0,0,0,1803.6652815,1800,0,1800,3.6652815242,3.6652815242,0,0,0,2,1
734143,36182,0,0,0,31382,31382,31382,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0,8,4
734210,43670.012965,0,0,0,32000,26000,26000,0,6000,6000,0,0,0,0,0,0,0,11670.012965,11400,4200,7200,270.01296472,146.61126097,39.624400287,83.777303464,0,8,4
734264,29024.979223,0,0,0,25370,25370,25370,0,0,0,0,0,0,0,0,0,0,3654.9792229,3600,0,3600,54.979222863,54.979222863,0,0,0,6,3
734833,18918.326408,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,7218.3264076,7200,0,7200,18.326407621,18.326407621,0,0,0,4,2
734969,45039.58504,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,6039.5850405,6000,0,6000,39.585040462,39.585040462,0,0,0,9,5
735005,3300,0,0,0,2300,0,0,0,2300,0,0,2300,2300,0,0,0,0,1000,1000,0,1000,0,0,0,0,0,1,1
735143,43748.943754,37900,37900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5848.9437536,7800,0,7800,-1951.056246,14.664791378,0,40.216456755,2005.9374945,9,5
735401,63184.963362,47500,47500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684.963362,15600,0,15600,84.963361765,84.963361765,0,0,0,10,5
735436,17069.81148,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,9009.8114803,9000,0,9000,9.8114802755,9.8114802755,0,0,0,3,2
735538,22831.154893,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,4831.154893,4800,0,4800,31.154892956,31.154892956,0,0,0,5,3
735621,56961.322252,40582,39000,1582,750,0,0,0,750,0,750,0,0,0,0,0,0,15629.322252,15600,0,15600,29.322252194,29.322252194,0,0,0,10,5
735659,73982.680487,58000,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15982.680487,19000,11000,8000,-3017.319513,58.867114019,0,209.40064894,3285.5872755,10,5
735677,24029.034587,0,0,0,19110,19110,19110,0,0,0,0,0,0,0,0,0,0,4919.0345871,4800,0,4800,119.03458715,119.03458715,0,0,0,5,3
736010,39802.932225,36000,36000,0,-1000,0,0,0,-1000,0,0,-1000,0,1000,0,0,0,4802.9322252,4800,0,4800,2.9322252194,2.9322252194,0,0,0,8,4
736011,33769.566005,0,0,0,27755,27755,27755,0,0,0,0,0,0,0,0,0,0,6014.5660048,6000,0,6000,14.566004834,14.566004834,0,0,0,7,4
736034,63174.000563,26000,26000,0,11160,11960,11960,0,-800,0,0,-800,0,800,20000,0,20000,6014.0005628,6000,0,6000,14.000562765,14.000562765,0,0,0,10,5
736206,39725.656971,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3725.6569707,3700,0,3700,25.65697067,25.65697067,0,0,0,8,4
736212,45231.154893,0,0,0,39200,44200,44200,0,-5000,0,0,-5000,0,5000,0,0,0,6031.154893,6000,0,6000,31.154892956,31.154892956,0,0,0,9,5
736214,14771.075369,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,2421.0753688,2400,0,2400,21.075368764,21.075368764,0,0,0,2,1
736476,28535.334537,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,19500,0,9035.3345366,8900,0,8900,135.33453664,135.33453664,0,0,0,6,3
736801,4503.6652815,9000,9000,0,-4500,0,0,0,-4500,0,0,-4500,0,4500,0,0,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,0,0,0,1,1
736828,28968.326408,29450,29450,0,-500,0,0,0,-500,0,0,-500,0,500,0,0,0,18.326407621,0,0,0,18.326407621,18.326407621,0,0,0,6,3
736831,71208.817618,32780,30900,1880,0,0,0,0,0,0,0,0,0,0,25000,25000,0,13428.817618,13200,6000,7200,228.8176175,128.28485335,0,100.53276416,0,10,5
736862,10803.665282,14800,14800,0,-4000,0,0,0,-4000,0,0,-4000,0,4000,0,0,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,0,0,0,2,1
736917,52074.588479,46000,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6074.588479,6000,0,6000,74.588479018,74.588479018,0,0,0,9,5
736935,67160.361816,63000,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160.3618162,9600,0,9600,-5439.638184,439.83378291,0,0,5879.4719667,10,5
736939,21725.656971,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,4825.6569707,4800,0,4800,25.65697067,25.65697067,0,0,0,5,3
736957,48009.958446,31300,31000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,16709.958446,16600,7000,9600,109.95844573,109.95844573,0,0,0,9,5
737343,17407.863327,0,0,0,-1500,0,0,0,-1500,0,0,-1500,0,1500,14000,14000,0,4907.8633272,4800,0,4800,107.86332721,7.3305630485,0,100.53276416,0,3,2
737349,65745.794859,15600,15600,0,0,0,0,0,0,0,0,0,0,0,39000,39000,0,11145.794859,10800,5400,5400,345.79485876,25.65697067,67.361480488,252.7764076,0,10,5
737406,47666.341596,13000,13000,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,9666.3415956,9600,0,9600,66.341595589,66.341595589,0,0,0,9,5
737420,26170.329213,20000,20000,0,0,0,0,0,0,0,0,0,0,0,500,500,0,5670.3292128,8400,0,8400,-2729.670787,3.628628709,0,33.510921386,2766.8103373,6,3
737902,19605.990879,10200,10200,0,5800,0,0,0,5800,5800,0,0,0,0,0,0,0,3605.9908793,3600,0,3600,5.9908793103,5.9908793103,0,0,0,4,2
737939,9720,0,0,0,5520,5520,5520,0,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0,1,1
800003,47562.375577,40800,40000,800,0,0,0,0,0,0,0,0,0,0,0,0,0,6762.3755773,8400,0,8400,-1637.624423,91.632038106,0,0,1729.2564608,9,5
800010,19441.487078,9100,9100,0,5400,0,0,0,5400,5400,0,0,0,0,0,0,0,4941.4870784,8400,0,8400,-3458.512922,0,0,0,3458.5129216,4,2
800029,10200,0,0,0,10200,0,0,0,10200,0,0,10200,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
800041,18003.665282,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,0,0,0,3,2
800106,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0,1,1
800135,27006.672581,0,0,0,17400,17400,17400,0,0,0,0,0,0,0,0,0,0,9606.6725814,9600,0,9600,6.6725814413,6.6725814413,0,0,0,6,3
800180,12090,0,0,0,12090,12090,12090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
800183,20400,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,0,5400,0,0,0,0,0,4,2
800184,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0,1,1
800243,23225.656971,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225.6569707,4200,0,4200,25.65697067,25.65697067,0,0,0,5,3
800260,48083.30563,20000,20000,0,2610,2610,2610,0,0,0,0,0,0,0,20000,20000,0,5473.3056305,5400,0,5400,73.305630485,73.305630485,0,0,0,9,5
800416,9800,0,0,0,8000,0,0,0,8000,0,0,8000,8000,0,0,0,0,1800,1800,0,1800,0,0,0,0,0,1,1
800464,47817.699172,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4817.6991724,4800,0,4800,17.699172448,17.699172448,0,0,0,9,5
800569,21716.710753,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,4816.7107531,4800,0,4800,16.710753068,16.710753068,0,0,0,5,3
800571,34722.454544,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,6122.4545437,6000,0,6000,122.4545437,24.181125452,98.273418245,0,0,7,4
800702,49433.264076,27250,27000,250,0,0,0,0,0,0,0,0,0,0,10000,10000,0,12183.264076,12000,0,12000,183.26407621,183.26407621,0,0,0,9,5
800705,47393.051008,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,17493.051008,15400,0,15400,2093.0510084,62.309785912,1188.7320086,842.00921386,0,9,5
800884,9470,0,0,0,7670,7670,7670,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0,1,1
800901,17680,0,0,0,17680,17680,17680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
800937,22340,0,0,0,12740,12740,12740,0,0,0,0,0,0,0,0,0,0,9600,9600,0,9600,0,0,0,0,0,5,3
800999,9000.9607986,6600,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400.9607986,2400,0,2400,0.9607986222,0.9607986222,0,0,0,1,1
801028,11921.176348,0,0,0,13900,10400,10400,0,3500,3500,0,0,0,0,-2000,-2000,0,21.176348111,0,0,0,21.176348111,21.176348111,0,0,0,2,1
801104,30843.983378,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,8743.9833783,8700,0,8700,43.983378291,43.983378291,0,0,0,7,4
801202,26117.429826,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5317.4298265,5300,0,5300,17.429826479,17.429826479,0,0,0,6,3
801221,55024.566229,39000,39000,0,10000,0,0,0,10000,0,10000,0,0,0,0,0,0,6024.5662294,6000,0,6000,24.566229353,24.566229353,0,0,0,9,5
801279,33407.330563,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5407.330563,5400,0,5400,7.3305630485,7.3305630485,0,0,0,7,4
801448,74365.970635,28000,28000,0,24000,24000,24000,0,0,0,0,0,0,0,15000,15000,0,7365.9706354,6000,0,6000,1365.9706354,3.6652815242,309.07032224,1053.2350317,0,10,5
801486,25200,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0,6,3
801541,30190.96713,12600,12600,0,18200,16500,6500,10000,1700,1700,0,0,0,0,500,500,0,-1109.03287,3000,0,3000,-4109.03287,6.5975067436,0,0,4115.6303767,7,4
801543,21604.398338,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,6004.3983378,6000,0,6000,4.3983378291,4.3983378291,0,0,0,5,3
801801,15915,0,0,0,11115,11115,11115,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0,3,2
801803,31127.12165,0,0,0,26208,26208,26208,0,0,0,0,0,0,0,0,0,0,4919.1216495,4800,0,4800,119.12164954,119.12164954,0,0,0,7,4
801806,22297.64866,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,6047.6486598,6000,0,6000,47.648659815,47.648659815,0,0,0,5,3
801813,22003.665282,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,0,0,0,5,3
801875,22902.806326,7700,7700,0,0,0,0,0,0,0,0,0,0,0,11000,4000,7000,4202.806326,4200,0,4200,2.8063260027,2.8063260027,0,0,0,5,3
801878,54459.191115,21000,21000,0,20150,20150,20150,0,0,0,0,0,0,0,3000,3000,0,10309.191115,10200,0,10200,109.19111533,109.19111533,0,0,0,9,5
801892,16861.529928,0,0,0,13260,13260,13260,0,0,0,0,0,0,0,0,0,0,3601.5299279,3600,0,3600,1.5299279461,1.5299279461,0,0,0,3,2
801894,10908.364839,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,0,0,2458.3648392,2400,0,2400,58.364839231,58.364839231,0,0,0,2,1
801899,13924.888583,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,4824.888583,4800,0,4800,24.888583026,24.888583026,0,0,0,2,1
801955,16357.981436,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357.9814365,3600,0,3600,-242.0185635,17.369905606,0,0,259.38846912,3,2
801966,32858.254255,0,0,0,26780,26780,26780,0,0,0,0,0,0,0,0,0,0,6078.2542552,9000,0,9000,-2921.745745,17.990238597,0,0,2939.7359834,7,4
801972,19520.91604,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.916039707,0,0,0,20.916039707,20.916039707,0,0,0,4,2
801986,9570.2380048,0,0,0,6565,6565,6565,0,0,0,0,0,0,0,0,0,0,3005.2380048,3000,0,3000,5.238004829,5.238004829,0,0,0,1,1
802038,84353.648018,20000,20000,0,52000,52000,52000,0,0,0,0,0,0,0,0,0,0,12353.648018,12000,0,12000,353.64801754,36.652815242,316.9952023,0,0,10,5
802261,29406.681618,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9406.681618,9400,0,9400,6.6816179512,6.6816179512,0,0,0,7,4
802332,13200,3000,3000,0,6000,0,0,0,6000,0,0,6000,6000,0,0,0,0,4200,4200,0,4200,0,0,0,0,0,2,1
802349,18001.331221,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3312209361,0,0,0,1.3312209361,1.3312209361,0,0,0,3,2
802444,14832.987534,14800,14800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.987533718,0,0,0,32.987533718,32.987533718,0,0,0,2,1
802451,22127.489611,22100,21400,700,0,0,0,0,0,0,0,0,0,0,0,0,0,27.489611432,0,0,0,27.489611432,27.489611432,0,0,0,5,3
802595,50117.088406,0,0,0,45110,45110,45110,0,0,0,0,0,0,0,0,0,0,5007.0884061,4800,0,4800,207.08840612,207.08840612,0,0,0,9,5
802675,86683.953484,16380,16380,0,6996,6996,6996,0,0,0,0,0,0,0,56000,56000,0,7307.9534844,5400,0,5400,1907.9534844,31.63316173,0,1876.3203227,0,10,5
802905,63861.616636,37269.6,36000,1269.6,20000,0,0,0,20000,0,0,20000,20000,0,500,500,0,6092.0166357,6000,0,6000,92.016635691,92.016635691,0,0,0,10,5
802914,17600.521061,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.52106136,600,0,600,0.5210613568,0,0,0.5210613568,0,3,2
803055,26970.878394,0,0,0,19370,19370,19370,0,0,0,0,0,0,0,0,0,0,7600.878394,7200,0,7200,400.87839403,13.506562417,59.436600431,327.93523118,0,6,3
803101,23029.862886,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,7429.8628863,7200,0,7200,229.86288625,229.86288625,0,0,0,5,3
803200,22959.495261,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059.4952606,6000,0,6000,59.495260602,59.495260602,0,0,0,5,3
803483,36000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,2800,7200,0,0,0,0,0,7,4
803526,15000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0,3,2
803566,14280,0,0,0,9480,9480,9480,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0,2,1
803570,16800,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0,3,2
803661,47974.291455,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,25874.291455,25680,1680,24000,194.29145542,48.429122593,0,145.86233283,0,9,5
803736,53832.815431,30000,30000,0,13010.820077,13010.820077,13010.820077,0,0,0,0,0,0,0,6000,6000,0,4821.9953544,4800,0,4800,21.995354427,21.995354427,0,0,0,9,5
804040,20713.983378,13000,13000,0,7670,7670,7670,0,0,0,0,0,0,0,0,0,0,43.983378291,0,0,0,43.983378291,43.983378291,0,0,0,4,2
804163,26165.694409,18000,18000,0,3360,3360,3360,0,0,0,0,0,0,0,0,0,0,4805.6944095,4800,0,4800,5.6944094609,5.6944094609,0,0,0,6,3
804172,48314.741089,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,13214.741089,13200,0,13200,14.741089228,14.741089228,0,0,0,9,5
804203,37605.888631,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605.8886309,3600,0,3600,5.8886308887,5.8886308887,0,0,0,8,4
804209,31225.904853,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225.9048533,7200,0,7200,25.904853266,25.904853266,0,0,0,7,4
804210,28834.066903,0,0,0,25200,26000,26000,0,-800,0,0,-800,0,800,0,0,0,3634.0669029,3600,0,3600,34.066902931,34.066902931,0,0,0,6,3
804214,79586.328393,74000,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5586.3283927,4800,0,4800,786.32839268,786.32839268,0,0,0,10,5
804324,16276.465031,0,0,0,12600,12600,12600,0,0,0,0,0,0,0,0,0,0,3676.4650307,3600,0,3600,76.465030653,76.465030653,0,0,0,3,2
804457,16020.016786,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,3020.0167857,3000,0,3000,20.016785697,20.016785697,0,0,0,3,2
804495,14666.809453,0,0,0,11050,11050,11050,0,0,0,0,0,0,0,0,0,0,3616.8094531,3600,0,3600,16.809453081,16.809453081,0,0,0,2,1
804515,12225.149913,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,1825.1499133,1800,0,1800,25.149913267,25.149913267,0,0,0,2,1
804534,48178.643466,28000,28000,0,-250,0,0,0,-250,0,0,-250,0,250,0,0,0,20428.643466,20400,0,20400,28.643465998,28.643465998,0,0,0,9,5
804547,29450,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,13200,13200,6000,7200,0,0,0,0,0,7,4
804631,16370,0,0,0,11570,11570,11570,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0,3,2
804720,29815.245451,22000,22000,0,600,600,600,0,0,0,0,0,0,0,0,0,0,7215.2454513,7200,0,7200,15.245451335,15.245451335,0,0,0,7,4
804825,52016.453739,46200,45000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,5816.4537389,8400,0,8400,-2583.546261,183.26407621,0,0,2766.8103373,9,5
804880,11271,0,0,0,11271,11271,11271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
804962,24377.287462,19200,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177.2874619,6000,0,6000,-822.7125381,7.3305630485,0,0,830.04310119,5,3
804966,25023.30563,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,0,4873.3056305,4800,0,4800,73.305630485,73.305630485,0,0,0,6,3
805100,42156.236705,36500,36500,0,-6000,0,0,0,-6000,0,0,-6000,0,6000,0,0,0,11656.236705,10800,0,10800,856.23670485,130.80269218,0,725.43401267,0,8,4
805154,15903.665282,17900,17900,0,-2000,0,0,0,-2000,0,0,-2000,0,2000,0,0,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,0,0,0,3,2
805179,11550,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0,2,1
805189,14100,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,5000,5000,0,5000,0,0,0,0,0,2,1
805227,42563.33314,0,0,0,30550,30550,30550,0,0,0,0,0,0,0,0,0,0,12013.33314,12000,0,12000,13.333139667,13.333139667,0,0,0,8,4
805264,81848.539221,21000,21000,0,0,0,0,0,0,0,0,0,0,0,49000,49000,0,11848.539221,11900,0,11900,-51.4607787,21.991689145,0,566.37242265,639.8248905,10,5
805330,46803.665282,18000,18000,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,5403.6652815,5400,0,5400,3.6652815242,3.6652815242,0,0,0,9,5
805435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
805449,21403.665282,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,8403.6652815,8400,0,8400,3.6652815242,3.6652815242,0,0,0,5,3
805475,27403.665282,7200,7200,0,13000,11700,11700,0,1300,0,1300,0,0,0,0,0,0,7203.6652815,7200,0,7200,3.6652815242,3.6652815242,0,0,0,6,3
805556,13122.199169,0,0,0,8320,8320,8320,0,0,0,0,0,0,0,0,0,0,4802.1991689,4800,0,4800,2.1991689145,2.1991689145,0,0,0,2,1
805664,26216.291396,0,0,0,15080,15080,15080,0,0,0,0,0,0,0,0,0,0,11136.291396,11100,3600,7500,36.291396093,36.291396093,0,0,0,6,3
805719,19102.042461,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,4802.0424611,4800,0,4800,2.0424611444,2.0424611444,0,0,0,4,2
806096,46483.177016,41640,41640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4843.1770164,4800,0,4800,43.177016355,43.177016355,0,0,0,9,5
806282,18821.991689,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4821.9916891,4800,0,4800,21.991689145,21.991689145,0,0,0,4,2
806289,22987.670331,0,0,0,19200,19200,19200,0,0,0,0,0,0,0,0,0,0,3787.6703308,3600,0,3600,187.6703308,187.6703308,0,0,0,5,3
806339,39917.193394,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,0,7417.1933942,7200,0,7200,217.19339416,109.95844573,0,107.23494843,0,8,4
806532,23399.661126,0,0,0,16185,16185,16185,0,0,0,0,0,0,0,0,0,0,7214.6611261,7200,0,7200,14.661126097,14.661126097,0,0,0,5,3
806540,64526.386955,5000,5000,0,35200,40200,40200,0,-5000,0,0,-5000,0,5000,0,0,0,24326.386955,22000,0,22000,2326.3869548,219.91689145,0,2106.4700633,0,10,5
806557,19125.656971,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,4825.6569707,4800,0,4800,25.65697067,25.65697067,0,0,0,4,2
806560,18626.756398,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,6626.7563983,6600,0,6600,26.756398342,3.2987533718,0,23.45764497,0,4,2
806563,32487.98551,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10487.98551,10200,4800,5400,287.98550956,153.94182402,0,134.04368554,0,7,4
806583,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,9600,0,0,0,0,0,0,0,0,0,0,1,1
806586,21507.330563,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,7207.330563,7200,0,7200,7.3305630485,7.3305630485,0,0,0,5,3
806601,26278.074102,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278.0741022,6000,0,6000,-1721.925898,7.3305630485,0,0,1729.2564608,6,3
