nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,fscoper1,carta,carte,usocart,cartdeb,cartdeb1,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,trading,DEPOSIT,NDEPOSIT
908391,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
908407,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1500,2,,1,1
908414,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
908498,2,,,1,1,2,,,,,,2,,,,,1,1,2,,2000,2,,1,1
908504,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
908506,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,1300,2,,1,1
908508,2,1,1,1,1,2,,,,,,2,,,,,1,2,2,,1100,2,,1,1
908513,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
908516,2,,,2,2,2,,,,,,2,,,,,2,,1,1,1500,2,,1,3
908519,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
908521,,,,,,,,,,,,2,,,,,2,,2,,1300,2,,2,0
908530,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
908531,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1300,2,,1,1
908533,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
908544,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
908553,1,1,2,2,2,2,,,,,,2,,,,,2,,2,,1000,2,,1,3
908566,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
908589,1,2,2,2,2,3,,,,,,2,,,,,1,2,2,,700,2,,1,3
908619,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
908654,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
908691,2,,,1,1,2,,,,,,2,,,,,1,2,2,,2000,2,,1,1
908706,2,,,1,1,1,2,,,,,2,,,,,1,3,1,2,2000,1,2,1,4
908711,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,1000,1,2,1,3
908787,2,,,1,1,3,,,,,,2,,,,,1,1,2,,650,2,,1,1
908843,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
908864,1,1,2,1,1,2,,,,,,1,1,2,,,1,2,2,,600,1,2,1,1
908952,2,1,1,2,2,2,,,,,,1,3,2,,,1,3,1,1,600,1,2,1,2
908956,2,1,1,2,2,1,2,,,,,1,2,2,,,1,2,2,,1050,1,2,1,2
908973,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,1,2,1,1
909006,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
909050,1,2,2,2,2,2,,,,,,1,2,1,,,1,2,1,1,400,1,2,1,2
909096,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1300,2,,1,1
909112,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1400,2,,1,1
909113,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
909120,2,1,1,1,1,2,,,,,,1,2,2,,,1,2,2,,400,1,2,1,1
909125,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1400,2,,1,1
909133,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
909188,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,1,2,1,1
909190,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
909236,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,500,1,2,1,2
909244,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
909250,2,1,1,1,1,2,,,,,,2,,,,,1,2,2,,400,2,,1,1
909256,2,,,1,1,2,,,,,,2,,,,,1,3,1,2,600,2,,1,3
909259,2,,,1,1,1,1,5,10000,0,,1,1,2,,,1,2,1,1,600,1,2,1,2
909285,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
909389,2,,,1,1,2,,,,,,2,,,,,2,,2,,180,2,,1,1
909390,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,1000,2,,1,3
909399,2,1,1,1,1,2,,,,,,1,1,2,,,1,2,2,,1000,2,,1,3
909401,2,,,1,1,2,,,,,,2,,,,,1,3,2,,400,2,,1,2
909441,2,,,2,2,2,,,,,,1,2,2,,,1,2,1,2,400,1,2,1,3
909442,2,1,1,1,1,2,,,,,,1,1,1,,,1,3,1,1,300,1,2,1,2
909460,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,2
909471,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,1,2,1,1
909480,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,1,2,1,1
909493,,,,1,1,,,,,,,2,,,,,2,,2,,800,2,,1,1
909502,,,,1,1,,,,,,,2,,,,,1,1,2,,900,2,,1,1
909540,2,,,1,1,2,,,,,,2,,,,,2,,1,1,700,2,,1,1
909543,2,,,2,2,2,,,,,,2,,,,,1,1,1,1,1000,2,,1,2
909554,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
909559,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1000,2,,1,1
909562,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,2,,1,1
909609,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,200,1,2,1,1
909623,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,2000,1,2,1,1
909624,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
909632,2,,,1,1,1,2,,,,,1,1,3,,1,1,1,1,1,600,1,2,1,1
909636,2,,,1,1,2,,,,,,2,,,,,2,,2,,500,2,,1,2
909639,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,2
909640,2,1,1,1,1,2,,,,,,1,2,2,,,1,2,2,,1500,1,2,1,1
909643,2,,,1,1,2,,,,,,2,,,,,2,,2,,300,2,,1,1
909644,2,1,1,1,1,2,,,,,,2,,,,,1,2,2,,800,2,,1,1
909645,,,,,,,,,,,,2,,,,,2,,2,,480,2,,2,0
909647,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,2
909652,2,1,1,1,1,2,,,,,,2,,,,,1,2,1,1,600,2,,1,1
909653,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
909663,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,2,,1,1
909666,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,300,2,,1,2
909668,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
909671,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,1,2,1,1
909680,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,2,,1,1
909682,2,1,1,1,1,2,,,,,,2,,,,,2,,2,,500,2,,1,1
909695,1,1,1,2,2,2,,,,,,2,,,,,1,1,2,,700,2,,1,2
909696,,,,1,1,,,,,,,2,,,,,2,,2,,400,2,,1,1
909700,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
909703,2,,,1,1,2,,,,,,2,,,,,2,,1,1,500,2,,1,1
909705,2,1,1,1,1,2,,,,,,1,2,2,,,1,2,2,,600,2,,1,1
909706,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
909708,2,1,1,1,1,2,,,,,,1,2,2,,,1,2,1,1,900,1,1,1,1
909710,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
909713,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,700,2,,1,1
909714,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
909720,2,,,1,1,2,,,,,,2,,,,,1,2,2,,800,2,,1,1
909726,1,1,2,1,1,3,,,,,,1,1,2,,,1,2,2,,1200,1,2,1,1
909727,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
909728,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,1
909732,1,1,1,1,1,3,,,,,,1,1,2,,,1,1,2,,400,1,2,1,1
909737,1,1,1,1,1,3,,,,,,2,,,,,1,1,2,,850,2,,1,2
909744,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
909745,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1100,2,,1,1
909752,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
909753,2,1,1,1,1,2,,,,,,2,,,,,1,2,2,,1300,2,,1,1
909754,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
909766,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,2,,1,1
909770,1,1,1,1,1,3,,,,,,1,1,2,,,1,1,2,,400,2,,1,2
909772,1,1,2,1,1,2,,,,,,2,,,,,1,2,2,,1300,2,,1,2
909774,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
909775,2,,,1,1,2,,,,,,2,,,,,2,,2,,1400,2,,1,2
909780,2,,,1,1,2,,,,,,2,,,,,2,,2,,900,2,,1,1
909783,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
909790,2,1,1,1,1,1,1,12,300,,1,2,,,,,1,2,2,,1200,2,,1,1
909794,2,,,2,2,2,,,,,,2,,,,,1,2,2,,500,2,,1,2
909798,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
909800,1,1,1,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,1
909802,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,1,2,1,1
909810,1,1,2,1,1,1,2,,,,,1,2,2,,,1,2,1,1,1000,1,2,1,1
909813,1,1,1,1,1,2,,,,,,1,1,2,,,1,1,1,1,300,1,2,1,1
909830,2,,,1,1,3,,,,,,2,,,,,2,,2,,600,2,,1,1
909847,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,500,1,2,1,1
909856,2,,,2,2,2,,,,,,1,1,2,,,1,2,1,1,2000,1,2,1,2
909869,2,,,2,2,2,,,,,,1,1,2,,,1,1,1,1,600,1,2,1,3
909884,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
909900,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
909905,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
909914,2,,,1,1,2,,,,,,2,,,,,2,,2,,950,2,,1,1
909926,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
909951,2,,,2,2,2,,,,,,1,1,2,,,1,4,2,,1000,1,2,1,5
909952,2,,,1,1,1,1,12,700,700,,1,2,3,1500,,1,2,2,,300,2,,1,3
909956,2,,,1,1,2,,,,,,2,,,,,1,1,2,,100,2,,1,1
909958,1,2,1,1,1,1,2,,,,,1,1,2,,,1,1,2,,1000,1,1,1,2
909978,2,,,1,1,1,1,12,1000,1000,,1,1,2,,,1,1,2,,100,1,2,1,1
909988,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
909993,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
909996,2,,,1,1,2,,,,,,2,,,,,2,,2,,700,2,,1,1
909997,2,,,2,2,2,,,,,,2,,,,,2,,2,,400,2,,1,3
910001,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
910009,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
910010,2,,,1,1,2,,,,,,2,,,,,1,2,2,,800,2,,1,1
910011,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,1,2,1,1
910013,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,1
910016,2,,,1,1,2,,,,,,2,,,,,1,2,2,,800,2,,1,2
910018,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,1000,2,,1,2
910021,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,700,1,2,1,1
910041,2,,,1,1,2,,,,,,2,,,,,2,,2,,650,2,,1,2
910042,2,1,1,1,1,2,,,,,,1,2,1,,,1,2,1,1,800,1,2,1,1
910045,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
910046,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,2
910051,2,,,2,2,2,,,,,,2,,,,,2,,2,,800,2,,1,3
910057,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
910060,2,1,1,1,1,2,,,,,,1,2,2,,,1,2,2,,600,1,2,1,1
910061,2,1,1,1,1,2,,,,,,2,,,,,1,2,2,,1200,1,2,1,1
910065,2,1,1,1,1,1,2,,,,,1,1,2,,,1,1,2,,800,1,2,1,1
910067,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
910087,1,1,1,1,1,2,,,,,,2,,,,,1,1,1,1,650,2,,1,1
910093,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
910094,1,1,2,1,1,3,,,,,,1,1,2,,,1,1,2,,800,2,,1,1
910096,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
910100,1,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,500,1,2,1,1
910102,2,,,1,1,3,,,,,,2,,,,,2,,2,,1100,2,,1,2
910104,1,1,1,1,1,2,,,,,,2,,,,,2,,2,,850,2,,1,2
910105,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,1000,1,2,1,1
910106,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,2
910107,2,,,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,2
910108,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
910148,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,2,,1,1
910150,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,700,2,,1,1
910152,2,,,2,2,1,2,,,,,2,,,,,1,1,1,2,2000,1,2,1,3
910153,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,400,1,2,1,1
910154,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,1,2,1,1
910155,,1,1,,,,,,,,,2,,,,,2,,1,3,200,2,,2,0
910156,2,,,1,1,3,,,,,,1,2,1,,,1,3,2,,1000,2,,1,3
910160,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,500,2,,1,2
910164,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,700,1,2,1,1
910166,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,800,1,2,1,1
910167,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
910169,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
910172,2,,,1,1,2,,,,,,2,,,,,2,,1,1,600,2,,1,1
910173,2,,,1,1,1,2,,,,,1,1,1,,,1,1,1,1,600,2,,1,2
910175,2,,,1,1,2,,,,,,1,1,1,,,2,,1,1,400,2,,1,1
910176,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
910178,1,1,1,1,1,3,,,,,,2,,,,,2,,2,,900,2,,1,1
910180,2,1,1,2,2,2,,,,,,2,,,,,1,1,2,,700,2,,1,2
910183,1,1,1,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
910186,2,,,1,1,3,,,,,,2,,,,,1,1,2,,950,2,,1,2
910187,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,2
910190,2,,,1,1,2,,,,,,2,,,,,1,1,2,,250,2,,1,1
910191,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
910194,1,1,1,1,1,3,,,,,,2,,,,,1,1,2,,1100,2,,1,2
910199,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,1
910208,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
910214,1,1,1,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
910216,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
910218,1,1,2,1,1,1,2,,,,,1,1,2,,,1,2,2,,800,1,2,1,1
910220,2,,,1,1,2,,,,,,2,,,,,2,,2,,200,2,,1,1
910225,1,1,2,1,1,3,,,,,,2,,,,,1,1,2,,1150,2,,1,2
910226,2,,,1,1,3,,,,,,2,,,,,2,,2,,600,2,,1,1
910229,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
910231,2,,,1,1,1,1,5,900,900,,1,1,2,,,1,2,2,,700,1,2,1,1
910236,1,1,1,1,1,3,,,,,,2,,,,,1,1,2,,700,2,,1,1
910237,1,1,1,2,2,3,,,,,,1,1,2,,,1,2,1,1,1000,1,2,1,2
910238,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,1200,2,,1,1
910250,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
910251,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
910266,1,2,1,2,3,1,2,,,,,1,2,2,,,1,3,2,,500,1,2,1,4
910268,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,1
910272,2,1,1,2,2,1,2,,,,,2,,,,,1,1,2,,1000,2,,1,3
910274,2,,,2,2,1,1,12,8000,8000,,1,1,2,,,1,2,1,1,3000,1,2,1,2
910278,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
910285,2,1,1,1,1,2,,,,,,1,2,2,,,1,2,2,,600,1,1,1,1
910296,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,250,2,,1,1
910297,1,1,2,1,1,3,,,,,,1,1,2,,,1,2,2,,400,1,2,1,1
910304,1,3,2,2,3,1,2,,,,,1,2,2,,,1,3,1,1,500,1,2,1,4
910305,1,1,2,1,1,2,,,,,,2,,,,,1,2,2,,500,2,,1,1
910312,1,1,1,1,1,3,,,,,,1,1,2,,,1,1,2,,400,2,,1,1
910316,2,,,1,1,2,,,,,,1,1,2,,,1,1,1,2,500,1,2,1,1
910326,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,700,2,,1,1
910335,2,1,1,1,1,2,,,,,,2,,,,,2,,2,,700,2,,1,1
910338,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,1000,1,2,1,1
910350,2,,,1,1,1,1,5,900,0,,1,1,2,,,1,2,2,,700,1,2,1,1
910351,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,1000,1,2,1,1
910356,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
910357,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,1,2,1,2
910358,2,,,2,2,3,,,,,,1,1,2,,,1,2,1,1,1400,1,2,1,4
910364,2,,,1,1,2,,,,,,2,,,,,2,,2,,700,2,,1,1
910368,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,2,,1,1
910373,2,,,1,1,2,,,,,,2,,,,,2,,2,,300,2,,1,2
910376,2,,,1,1,2,,,,,,2,,,,,1,1,2,,750,1,1,1,1
910377,,,,,,,,,,,,2,,,,,2,,1,1,800,1,2,2,0
910386,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,2,1500,2,,1,1
910394,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
910398,2,,,1,1,2,,,,,,2,,,,,2,,1,1,300,2,,1,1
910409,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
910413,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,1,2,1,1
910415,2,,,1,1,2,,,,,,2,,,,,2,,1,1,500,1,2,1,1
910420,2,,,1,1,3,,,,,,2,,,,,2,,2,,800,2,,1,1
910422,2,,,1,1,2,,,,,,2,,,,,2,,2,,500,2,,1,1
910433,1,1,1,1,1,3,,,,,,1,1,2,,,1,1,2,,500,2,,1,1
910440,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,1,1,1,1
910458,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
910459,1,1,2,1,1,2,,,,,,1,2,2,,,1,2,1,1,600,1,2,1,2
910463,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,700,2,,1,1
910465,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,1,2,1,1
910466,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
910472,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,1500,1,2,1,1
910475,2,,,1,1,2,,,,,,1,1,2,,,2,,2,,350,1,2,1,1
910476,1,1,2,1,1,2,,,,,,1,1,2,,,1,1,2,,1000,2,,1,1
910480,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,1,2,1,1
910482,1,1,2,1,1,3,,,,,,1,1,2,,,1,1,2,,800,1,2,1,1
910483,1,1,2,1,1,1,2,,,,,1,2,2,,,1,3,2,,600,1,2,1,2
910484,1,2,2,2,2,3,,,,,,1,1,2,,,1,3,2,,1000,2,,1,3
910485,1,1,1,1,1,2,,,,,,1,2,2,,,1,1,2,,400,1,2,1,1
910488,1,2,3,1,1,1,2,,,,,1,2,2,,,1,2,2,,700,1,1,1,2
910492,2,,,1,1,3,,,,,,2,,,,,1,1,2,,500,2,,1,1
910493,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,1,2,1,1
910503,2,,,1,1,1,2,,,,,1,2,2,,,1,2,1,1,500,1,2,1,1
910504,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,1,2,1,1
910509,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1300,2,,1,1
910511,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
910513,1,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,400,1,2,1,1
910514,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,2
910518,2,,,1,1,2,,,,,,2,,,,,1,1,2,,450,1,2,1,1
910519,1,1,2,1,1,3,,,,,,1,2,2,,,1,2,2,,500,1,1,1,1
910523,2,,,1,1,4,,,,,,2,,,,,2,,2,,1800,2,,1,1
910525,2,,,2,2,2,,,,,,2,,,,,1,1,2,,900,2,,1,2
910528,2,1,1,2,2,3,,,,,,1,1,2,,,1,1,2,,1500,1,2,1,2
910542,2,,,2,4,1,1,12,5000,5000,,1,2,2,,,1,4,2,,300,1,2,1,5
910555,1,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,300,1,1,1,1
910556,1,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,250,1,2,1,1
910561,2,,,2,2,1,1,12,3000,3000,,2,,,,,1,3,2,,600,2,,1,4
910564,2,,,1,1,2,,,,,,1,1,2,,,1,1,1,2,850,2,,1,1
910565,2,,,1,1,2,,,,,,2,,,,,2,,1,3,800,2,,1,1
910566,2,,,2,2,2,,,,,,1,1,1,,,1,2,2,,600,2,,1,2
910567,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
910570,2,,,1,1,2,,,,,,1,1,1,,,1,2,2,,500,2,,1,1
910571,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,1
910573,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,2,,1,1
910584,2,,,1,1,2,,,,,,2,,,,,1,2,2,,900,2,,1,1
910585,2,,,1,1,3,,,,,,2,,,,,1,2,2,,400,2,,1,1
910586,2,1,1,1,1,3,,,,,,2,,,,,1,1,1,1,400,2,,1,1
910596,2,,,1,1,1,1,8,2500,2000,,1,2,3,,1,1,2,1,2,300,1,2,1,2
910598,,,,1,1,,,,,,,2,,,,,1,1,2,,400,2,,1,1
910599,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,200,2,,1,1
910605,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,100,2,,1,1
910607,2,,,1,1,2,,,,,,1,1,2,,,1,1,1,1,500,2,,1,1
910608,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
910610,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,200,2,,1,1
910615,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
910618,2,,,1,1,2,,,,,,1,2,3,,2,1,1,1,1,400,1,1,1,1
910621,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,500,2,,1,2
910624,2,,,1,1,4,,,,,,2,,,,,1,2,2,,700,2,,1,1
910626,2,,,1,1,3,,,,,,1,1,2,,,1,1,1,1,400,2,,1,1
910629,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
910632,2,,,1,1,2,,,,,,1,1,2,,,1,1,1,1,300,1,1,1,1
910633,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,2,,1,1
910637,,,,1,1,,,,,,,2,,,,,1,1,2,,500,2,,1,1
910639,2,,,1,1,3,,,,,,2,,,,,1,1,1,1,500,1,2,1,1
910641,2,,,1,1,2,,,,,,1,2,3,,1,1,2,1,2,500,2,,1,1
910644,2,,,1,1,2,,,,,,1,2,2,,,1,2,1,1,400,2,,1,2
910646,2,,,2,2,2,,,,,,1,1,3,,1,1,1,1,1,500,2,,1,2
910647,,,,1,1,,,,,,,2,,,,,2,,1,1,400,2,,1,1
910648,,,,1,1,,,,,,,2,,,,,1,1,2,,100,1,2,1,1
910649,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,2,,1,1
910651,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
910652,2,,,1,1,1,2,,,,,1,1,1,,,1,1,1,1,200,1,1,1,1
910657,1,1,1,2,2,2,,,,,,2,,,,,1,1,2,,100,2,,1,3
910659,,,,1,1,,,,,,,2,,,,,2,,2,,250,2,,1,1
910661,2,,,1,1,3,,,,,,2,,,,,1,1,2,,500,2,,1,1
910662,1,1,2,2,2,1,2,,,,,2,,,,,1,2,2,,650,1,2,1,4
910666,2,,,1,1,3,,,,,,2,,,,,1,1,2,,600,2,,1,1
910672,1,1,2,2,2,2,,,,,,2,,,,,1,3,1,1,700,1,2,1,2
910675,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,300,1,2,1,1
910676,1,1,2,2,3,2,,,,,,2,,,,,1,3,1,1,800,1,2,1,4
910680,2,,,1,1,2,,,,,,1,1,2,,,1,1,1,1,400,2,,1,1
910681,1,1,2,1,1,1,2,,,,,1,1,2,,,1,2,1,1,800,1,2,1,3
910685,2,,,2,2,1,1,12,2000,2000,,1,1,2,,,1,1,1,1,1500,1,2,1,2
910686,2,,,1,1,3,,,,,,2,,,,,1,1,1,1,400,2,,1,1
910697,2,1,1,1,1,1,1,4,10000,,2,1,2,2,,,1,1,1,2,400,1,1,1,2
910701,,,,,,,,,,,,2,,,,,2,,1,1,300,2,,1,2
910703,2,,,1,1,2,,,,,,2,,,,,1,3,1,2,600,2,,1,2
910709,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
910714,1,1,2,1,1,2,,,,,,1,2,2,,,1,2,2,,50,2,,1,1
910715,,,,1,1,,,,,,,2,,,,,1,1,2,,500,2,,1,1
910722,,,,1,1,,,,,,,2,,,,,1,1,2,,250,2,,1,1
910727,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,100,2,,1,2
