nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,fscoper1,carta,carte,usocart,cartdeb,cartdeb1,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,trading,DEPOSIT,NDEPOSIT
810042,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,1
810099,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,1
810104,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,2
810150,2,,,1,1,3,,,,,,2,,,,,2,,2,,1100,2,,1,2
810180,2,,,1,1,3,,,,,,2,,,,,2,,2,,1000,2,,1,1
810778,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,2
810855,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
811035,,,,1,1,,,,,,,2,,,,,1,1,1,2,700,2,,1,2
811075,2,,,2,2,2,,,,,,2,,,,,1,1,2,,650,2,,1,2
811447,2,,,1,1,1,2,,,,,1,1,1,,,1,2,1,1,600,1,2,1,3
811506,2,,,1,1,3,,,,,,1,1,1,,,1,1,2,,700,2,,1,1
811784,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,1,2,1,1
811793,2,,,2,2,2,,,,,,1,2,1,,,1,1,2,,1200,1,2,1,4
811794,2,,,2,2,2,,,,,,2,,,,,1,1,2,,900,2,,1,2
811807,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
811952,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,700,1,2,1,1
811991,,,,1,1,,,,,,,2,,,,,2,,2,,400,2,,1,1
812006,2,,,1,1,3,,,,,,2,,,,,1,1,2,,500,1,2,1,1
812015,2,,,1,1,3,,,,,,2,,,,,1,1,1,1,600,2,,1,1
812035,2,,,1,1,3,,,,,,2,,,,,2,,2,,600,2,,1,1
812043,2,,,1,1,1,2,,,,,1,1,1,,,1,1,1,1,400,2,,1,1
812628,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
812794,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,800,2,,1,2
812849,2,,,1,1,3,,,,,,2,,,,,2,,2,,500,2,,1,1
812896,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
813109,2,1,1,1,1,2,,,,,,1,1,1,,,2,,2,,1300,1,1,1,1
813135,1,1,2,1,1,2,,,,,,2,,,,,1,4,1,1,1000,1,2,1,4
813141,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
813246,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
813283,2,,,1,1,2,,,,,,1,2,1,,,1,2,2,,1000,2,,1,1
813298,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,2,,1,1
813323,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
813349,2,,,2,2,1,2,,,,,1,1,2,,,1,2,2,,600,2,,1,2
813379,,,,2,2,,,,,,,2,,,,,2,,1,1,800,2,,1,3
813493,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
813513,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,1
813686,2,,,1,1,2,,,,,,2,,,,,1,2,2,,200,2,,1,2
813713,2,1,1,1,1,1,2,,,,,1,1,1,,,1,1,2,,600,2,,1,1
813729,,1,1,2,2,,,,,,,2,,,,,2,,2,,1000,2,,1,2
813818,2,,,1,1,2,,,,,,2,,,,,2,,2,,300,2,,1,1
813912,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,2,,1,1
813932,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
813952,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,1,2,1,1
814027,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
814098,2,,,2,2,2,,,,,,1,2,2,,,1,1,2,,1200,1,2,1,2
814103,1,1,1,2,3,2,,,,,,1,4,2,,,1,2,2,,3000,1,2,1,4
814136,2,1,1,2,2,3,,,,,,1,2,2,,,1,2,2,,300,1,2,1,2
814466,1,1,1,2,2,1,2,,,,,1,1,2,,,1,2,2,,500,1,2,1,2
814532,1,1,2,2,2,1,2,,,,,1,1,2,,,1,2,1,1,500,1,2,1,2
814546,1,2,1,2,2,1,2,,,,,1,1,2,,,1,2,1,1,200,1,2,1,2
814586,1,1,1,2,2,1,2,,,,,1,3,2,,,1,3,2,,500,1,1,1,2
814735,,,,,,,,,,,,2,,,,,2,,2,,1800,2,,2,0
814738,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
814889,1,2,2,1,1,2,,,,,,1,2,2,,,1,2,2,,772,1,2,1,2
815135,2,,,2,2,2,,,,,,2,,,,,2,,2,,100,2,,1,3
815136,2,,,1,1,2,,,,,,1,2,3,3000,,1,1,2,,1500,2,,1,1
815192,2,,,1,1,3,,,,,,1,2,1,,,2,,2,,600,2,,1,1
815291,2,,,1,1,1,2,,,,,2,,,,,1,2,1,1,1000,2,,1,1
815403,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,600,1,2,1,1
815411,2,,,1,1,2,,,,,,2,,,,,1,2,2,,800,2,,1,1
815415,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,700,2,,1,1
815416,2,1,1,1,1,1,2,,,,,2,,,,,1,2,1,1,650,1,2,1,1
815465,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
815511,2,,,1,1,2,,,,,,2,,,,,2,,2,,500,2,,1,1
815523,2,,,1,1,1,2,,,,,1,1,1,,,1,1,1,1,1400,1,2,1,2
815896,2,,,1,1,1,2,,,,,2,,,,,2,,2,,1800,2,,1,1
815960,2,,,1,1,2,,,,,,1,2,1,,,1,2,1,2,400,1,2,1,1
816001,2,,,2,2,2,,,,,,1,2,2,,,1,3,2,,700,1,2,1,3
816029,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
816139,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
816196,2,,,1,1,3,,,,,,1,1,1,,,1,1,1,1,500,1,2,1,1
816249,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1600,2,,1,1
816383,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
816433,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
816585,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
816781,,1,1,1,1,,,,,,,2,,,,,2,,2,,200,2,,1,1
816816,,,,1,1,,,,,,,2,,,,,2,,2,,300,2,,1,1
816827,2,1,1,2,2,2,,,,,,1,1,2,,,1,2,1,1,600,2,,1,2
816839,2,1,1,2,2,3,,,,,,2,,,,,1,1,2,,400,2,,1,3
816847,2,1,1,2,2,2,,,,,,2,,,,,1,2,1,2,300,2,,1,4
816897,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,1600,2,,1,2
816919,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,1000,2,,1,2
817160,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
817180,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,2
817204,2,,,1,1,2,,,,,,2,,,,,2,,2,,900,2,,1,1
817276,2,1,1,1,1,2,,,,,,1,1,2,,,2,,2,,900,2,,1,1
817402,2,,,2,2,3,,,,,,1,1,1,,,1,2,1,1,800,1,2,1,3
817480,2,,,1,1,3,,,,,,2,,,,,2,,2,,1000,2,,1,2
817487,2,,,2,2,2,,,,,,2,,,,,1,2,2,,2000,2,,1,6
817675,,,,,,,,,,,,2,,,,,2,,1,1,400,1,2,2,0
817742,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
817747,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,400,2,,1,1
817749,2,,,1,1,4,,,,,,2,,,,,2,,2,,600,2,,1,1
817842,,,,,,,,,,,,2,,,,,2,,2,,80,2,,2,0
817905,2,,,2,2,3,,,,,,1,1,1,,,1,1,2,,1600,1,2,1,2
817967,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
818057,2,,,1,1,2,,,,,,2,,,,,2,,2,,250,2,,1,1
818064,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,600,2,,1,2
818290,,,,,,,,,,,,2,,,,,2,,1,1,1200,2,,2,0
818345,1,2,1,2,5,1,2,,,,,1,5,2,,,1,6,2,,2000,1,2,1,6
818425,1,1,1,2,2,2,,,,,,1,1,2,,,1,2,2,,1500,2,,1,2
818426,2,,,1,1,3,,,,,,2,,,,,2,,2,,1000,2,,1,2
818640,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1500,2,,1,1
819010,2,,,1,1,2,,,,,,1,1,1,,,1,2,2,,500,1,2,1,1
819031,2,,,1,1,2,,,,,,2,,,,,2,,2,,1300,2,,1,1
819125,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
819127,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,800,2,,1,1
819156,,,,1,1,,,,,,,2,,,,,2,,2,,600,2,,1,1
819168,,,,1,1,,,,,,,2,,,,,2,,2,,600,2,,1,1
819330,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,500,1,2,1,2
819350,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
819433,2,,,1,1,2,,,,,,2,,,,,2,,2,,250,2,,1,1
819517,2,,,2,2,1,2,,,,,2,,,,,1,2,1,2,700,1,2,1,2
819575,2,,,1,1,1,1,6,3000,500,,1,1,2,,,1,2,2,,200,1,2,1,1
819626,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,700,2,,1,1
819653,2,1,1,1,1,1,2,,,,,1,2,2,,,1,2,2,,1000,1,2,1,2
819664,2,,,2,2,3,,,,,,2,,,,,1,1,2,,400,2,,1,2
819693,2,,,1,1,3,,,,,,1,1,1,,,1,1,2,,800,1,2,1,1
819831,2,,,1,1,2,,,,,,2,,,,,2,,2,,1100,2,,1,1
819972,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
820115,,,,,,,,,,,,2,,,,,2,,2,,250,2,,2,0
820171,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1300,2,,1,1
820465,2,,,1,1,2,,,,,,2,,,,,1,1,2,,2500,2,,1,1
820606,1,1,2,1,1,2,,,,,,1,2,2,,,1,2,2,,600,1,2,1,1
820675,2,,,2,2,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
820697,2,1,1,2,2,3,,,,,,1,3,3,,2,2,,2,,1000,1,2,1,2
820707,2,,,2,2,2,,,,,,2,,,,,1,2,2,,750,2,,1,2
820718,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
820847,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,2000,2,,1,2
820966,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,2,400,1,2,1,2
821008,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,500,1,2,1,2
821020,2,,,1,1,1,2,,,,,2,,,,,1,2,1,1,500,1,2,1,3
821170,2,1,1,1,1,1,2,,,,,1,1,2,,,1,2,2,,2000,1,2,1,1
821350,2,,,2,2,1,2,,,,,2,,,,,1,2,2,,200,2,,1,2
821387,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,2
821489,2,,,1,1,3,,,,,,2,,,,,1,1,2,,700,2,,1,1
821713,2,1,1,1,1,2,,,,,,2,,,,,2,,2,,200,2,,1,1
821727,2,1,1,1,1,2,,,,,,2,,,,,1,2,1,1,400,2,,1,2
821770,2,1,1,2,2,2,,,,,,2,,,,,2,,2,,600,2,,1,2
821789,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
821841,2,,,1,1,3,,,,,,2,,,,,1,1,1,1,1200,2,,1,1
821844,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
821854,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1300,2,,1,2
822033,1,1,2,1,1,2,,,,,,1,1,2,,,1,1,2,,100,1,2,1,2
822191,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,1000,1,2,1,1
822266,2,,,2,2,2,,,,,,2,,,,,1,1,2,,400,2,,1,2
822398,2,,,2,3,2,,,,,,2,,,,,1,2,2,,1000,2,,1,3
822408,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1000,2,,1,3
822497,2,,,1,1,1,1,2,500,500,,1,1,2,,,1,1,1,1,250,1,2,1,1
822530,2,,,2,2,2,,,,,,2,,,,,1,2,2,,500,2,,1,2
822826,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,200,1,2,1,1
823046,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1400,1,2,1,1
823053,,,,1,1,,,,,,,2,,,,,2,,2,,550,2,,1,1
823250,2,1,1,1,1,2,,,,,,2,,,,,1,3,2,,1200,2,,1,1
823258,2,,,1,1,1,2,,,,,2,,,,,1,2,1,2,1500,1,2,1,5
823338,1,2,2,1,1,2,,,,,,1,2,2,,,1,2,1,1,1500,1,2,1,2
823488,2,,,2,2,2,,,,,,2,,,,,1,3,1,1,1500,1,2,1,3
823506,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
823524,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
823767,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,1000,1,2,1,1
823963,2,,,2,3,1,2,,,,,1,2,2,,,1,3,1,3,1000,2,,1,3
823993,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
824236,,,,1,1,,,,,,,2,,,,,2,,2,,640,2,,1,1
824302,,,,1,1,,,,,,,2,,,,,2,,2,,650,2,,1,1
824338,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
824574,,,,,,,,,,,,2,,,,,2,,2,,350,2,,2,0
824637,2,,,1,1,2,,,,,,2,,,,,2,,2,,700,2,,1,1
824724,2,,,2,2,1,2,,,,,1,2,1,,,1,1,2,,750,2,,1,2
824730,,,,,,,,,,,,2,,,,,1,1,2,,300,2,,2,0
824734,2,,,1,1,2,,,,,,2,,,,,2,,1,3,500,2,,1,1
824735,2,,,1,1,3,,,,,,1,1,1,,,2,,2,,550,2,,1,1
824808,2,,,1,1,2,,,,,,1,2,2,,,1,2,1,1,1000,1,2,1,1
824824,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,600,1,2,1,3
824887,2,,,1,1,1,2,,,,,2,,,,,1,3,2,,500,2,,1,3
824891,,,,1,1,,,,,,,2,,,,,2,,2,,1200,2,,1,1
825078,1,2,2,1,1,1,2,,,,,1,1,2,,,1,2,1,1,500,1,2,1,3
825172,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,1
825184,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,300,2,,1,2
825849,,,,,,,,,,,,2,,,,,2,,2,,480,2,,2,0
825889,1,1,2,2,2,1,2,,,,,2,,,,,1,2,2,,800,1,2,1,2
825977,2,,,2,2,3,,,,,,2,,,,,1,2,1,1,500,2,,1,3
826006,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,2,,1,1
826115,2,,,2,2,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
826118,2,,,2,2,1,2,,,,,1,1,2,,,1,1,1,1,200,1,2,1,2
826132,2,,,1,1,3,,,,,,2,,,,,1,1,2,,400,2,,1,1
826234,2,,,1,1,3,,,,,,1,1,2,,,1,1,2,,800,2,,1,1
826242,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
826248,1,1,2,1,1,1,2,,,,,1,1,1,,,1,2,2,,2000,2,,1,1
826266,1,1,2,2,2,1,2,,,,,2,,,,,1,4,1,1,1500,2,,1,2
826307,1,1,1,2,2,2,,,,,,1,1,1,,,1,1,2,,600,2,,1,2
826347,2,1,1,1,1,1,2,,,,,1,1,1,,,1,1,2,,500,2,,1,2
826362,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
826427,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
826456,2,,,1,1,2,,,,,,1,1,2,,,1,3,2,,200,1,2,1,2
826565,2,1,1,1,1,2,,,,,,2,,,,,2,,2,,700,2,,1,1
826687,1,1,2,2,2,1,2,,,,,1,1,2,,,1,1,2,,300,2,,1,2
826744,2,,,2,2,2,,,,,,1,1,2,,,1,4,2,,1000,1,2,1,4
827006,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
827036,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,1,2,1,1
827146,2,,,1,1,2,,,,,,2,,,,,1,1,2,,350,2,,1,1
827188,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1000,2,,1,1
827386,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,2
827447,2,,,1,1,2,,,,,,2,,,,,2,,2,,200,2,,1,1
827457,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,300,1,2,1,2
827578,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
827615,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
827639,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,3
827647,2,,,2,2,2,,,,,,1,2,2,,,1,2,1,2,1500,2,,1,3
827847,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1500,2,,1,2
828121,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
828184,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
850013,2,,,2,2,1,1,4,3000,0,,1,2,2,,,1,2,1,1,1000,1,2,1,2
850016,2,1,1,2,2,2,,,,,,2,,,,,1,2,1,2,500,2,,1,3
850030,1,1,1,2,2,1,2,,,,,1,1,2,,,1,3,2,,100,1,2,1,4
851025,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
851151,2,,,1,1,3,,,,,,2,,,,,2,,2,,1400,2,,1,2
851172,1,1,2,2,3,1,1,5,3000,300,,1,2,2,,,1,2,2,,1000,1,2,1,4
851493,1,1,2,1,1,2,,,,,,1,1,2,,,1,2,2,,500,2,,1,3
851504,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,1200,2,,1,1
851514,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,250,1,2,1,1
851627,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1500,2,,1,1
851672,2,,,2,2,1,2,,,,,1,1,1,,,1,2,2,,600,2,,1,2
851693,2,,,1,1,3,,,,,,2,,,,,1,1,2,,700,2,,1,1
851699,2,,,1,1,3,,,,,,2,,,,,1,1,2,,300,2,,1,1
851703,2,,,2,4,1,2,,,,,1,1,1,,,1,2,2,,400,2,,1,4
851846,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1000,2,,1,1
851865,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,800,2,,1,1
851874,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,600,2,,1,1
851937,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,750,1,2,1,2
851968,2,,,1,1,1,2,,,,,1,1,2,,,1,2,2,,1000,1,2,1,1
851982,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
852021,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
852058,1,1,1,2,2,1,2,,,,,1,1,1,,,1,2,2,,400,1,2,1,2
852070,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1500,1,2,1,2
852074,,,,1,1,,,,,,,2,,,,,2,,2,,800,2,,1,2
852115,2,1,1,1,1,2,,,,,,2,,,,,1,2,2,,1500,1,2,1,1
852120,1,1,1,2,2,2,,,,,,1,1,2,,,1,1,2,,1000,1,2,1,2
852130,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,1000,1,2,1,1
852134,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
852140,2,,,2,2,2,,,,,,1,2,1,,,1,2,2,,2000,2,,1,2
852204,1,1,2,1,1,1,2,,,,,2,,,,,2,,2,,1500,2,,1,1
852283,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
852304,,,,,,,,,,,,2,,,,,2,,1,1,700,2,,2,0
852321,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1200,2,,1,3
852330,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,1
852332,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
852554,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,200,1,2,1,1
852573,2,,,2,2,2,,,,,,2,,,,,1,2,2,,300,2,,1,4
852574,1,2,2,2,3,2,,,,,,2,,,,,1,2,2,,891,2,,1,4
852595,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
852658,,,,,,,,,,,,2,,,,,2,,1,1,300,1,2,2,0
852762,1,1,2,2,2,1,2,,,,,1,1,2,,,1,2,2,,100,1,2,1,4
853073,2,,,1,1,3,,,,,,1,2,1,,,1,2,2,,1500,2,,1,2
853175,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
853279,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
853296,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
853318,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
853352,2,,,2,2,3,,,,,,1,1,2,,,1,2,2,,1000,2,,1,2
853354,2,,,1,1,1,2,,,,,1,2,2,,,1,2,1,1,600,1,2,1,2
853565,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,700,2,,1,1
853569,2,,,1,1,2,,,,,,2,,,,,1,1,1,2,800,2,,1,1
853617,2,,,2,2,2,,,,,,1,2,1,,,1,2,1,1,1000,2,,1,4
853765,2,1,1,1,1,1,2,,,,,1,1,2,,,1,1,2,,800,1,2,1,1
853801,1,1,1,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
853849,2,,,1,1,2,,,,,,2,,,,,1,1,2,,580,2,,1,1
853854,,,,,,,,,,,,2,,,,,2,,2,,620,2,,2,0
853875,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
853911,2,,,1,1,2,,,,,,2,,,,,1,1,2,,2000,1,2,1,4
854058,2,1,1,2,2,1,2,,,,,1,3,2,,,1,3,1,2,1200,1,2,1,4
854070,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,2
854074,1,1,2,2,2,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
854078,,,,1,1,,,,,,,2,,,,,2,,2,,700,2,,1,1
854081,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
854108,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
854112,2,,,2,3,2,,,,,,1,1,2,,,1,1,1,1,200,1,1,1,3
854163,1,1,2,2,3,2,,,,,,2,,,,,1,2,2,,500,2,,1,3
854188,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
854197,,,,1,1,,,,,,,2,,,,,2,,2,,650,2,,1,1
854223,,,,1,1,,,,,,,2,,,,,2,,2,,1100,2,,1,1
854306,1,2,2,2,2,1,2,,,,,1,1,2,,,1,2,1,1,800,2,,1,2
854346,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1100,2,,1,1
854352,,,,,,,,,,,,2,,,,,2,,2,,650,2,,1,1
854385,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
854393,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
854406,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
854435,2,,,1,1,1,1,12,200,500,,2,,,,,1,2,1,1,800,1,2,1,1
854460,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,1,2,1,1
854501,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,1000,2,,1,1
854534,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1400,2,,1,1
854535,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
854554,2,,,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
854559,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1500,1,2,1,2
854592,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
854593,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
854714,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
854730,2,1,1,1,1,1,2,,,,,2,,,,,2,,2,,2000,2,,1,1
854762,2,,,1,1,1,2,,,,,1,2,2,,,1,1,1,1,200,2,,1,1
854858,2,,,1,1,2,,,,,,2,,,,,1,2,2,,3000,2,,1,2
854862,2,,,2,2,3,,,,,,2,,,,,1,2,1,1,400,1,2,1,3
854970,,,,1,1,,,,,,,2,,,,,1,1,2,,600,2,,1,1
855004,1,1,1,1,1,1,2,,,,,1,1,2,,,1,1,1,1,150,1,2,1,1
855035,2,,,2,3,2,,,,,,2,,,,,1,2,2,,1000,1,2,1,5
855088,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
855111,2,1,1,1,1,1,2,,,,,1,2,1,,,1,3,2,,3000,1,2,1,2
855135,2,,,1,1,2,,,,,,1,2,1,,,1,3,2,,2500,2,,1,3
855181,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,1,2,1,1
855238,2,,,2,2,2,,,,,,2,,,,,2,,2,,1000,2,,1,2
855259,1,1,1,1,1,1,2,,,,,1,2,2,,,1,2,1,1,2200,1,1,1,2
855268,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
855295,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
855308,2,,,1,1,2,,,,,,1,1,1,,,1,2,1,1,400,2,,1,2
855344,2,,,2,2,1,2,,,,,2,,,,,1,2,1,1,600,1,2,1,2
855371,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,1
855376,2,1,1,1,1,1,2,,,,,1,3,2,,,1,3,1,2,1000,1,2,1,3
855396,2,,,1,1,2,,,,,,2,,,,,1,3,2,,1400,1,2,1,2
855402,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,1000,2,,1,2
855417,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
855468,2,,,1,1,3,,,,,,2,,,,,1,1,2,,600,1,2,1,2
855534,2,,,1,1,2,,,,,,2,,,,,2,,2,,1400,2,,1,1
855681,2,,,2,2,2,,,,,,1,1,1,,,1,1,2,,1500,1,2,1,2
855685,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
855780,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
855790,1,1,2,1,1,2,,,,,,1,2,1,,,1,2,2,,1000,1,2,1,1
855792,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
855809,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
855839,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,1000,1,2,1,1
855991,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,800,2,,1,2
856128,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,800,2,,1,1
856134,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,900,2,,1,1
856150,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1200,2,,1,2
856177,2,,,2,2,1,2,,,,,2,,,,,1,2,1,1,800,2,,1,3
856218,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,1200,1,2,1,3
856297,1,2,2,2,2,2,,,,,,1,2,2,,,1,2,2,,300,1,2,1,5
856322,,,,1,1,,,,,,,2,,,,,2,,2,,500,2,,1,1
856327,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
