nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,occnow,problav1,cerc2,problav2,finelav,etalav2,etapen,coppu,coppmax,coppmin,prevcom,coppip
913028,2,0,,,,,,,,2,,2,,,,,,,,,
913028,3,,,,,,,,,,,,,,,,,,,,
913030,1,6,2,,1,18,1,7,,1,100,2,,,40,70,35,50,35,2,
913030,2,4,1,5,1,20,1,12,,1,,2,,,37,,,,,2,
913030,3,,,,,,,,,,,,,,,,,,,,
913031,1,1,2,,,26,1,8,,1,90,2,,,,65,50,50,50,2,
913031,2,1,2,,,24,1,10,,1,,2,,,,,,,,2,
913033,1,1,2,,,24,1,10,,1,100,2,,,,65,75,80,65,2,
913033,2,,,,,,,,,,,,,,,,,,,,
913034,1,3,2,,3,26,1,18,,2,,2,,2008,,,,,,,
913034,2,1,1,1,,26,1,31,,1,,1,,,,,,,,2,
913034,3,0,,,,,,,,2,,2,,,,,,,,,
913034,4,,,,,,,,,,,,,,,,,,,,
913040,1,4,2,,3,22,1,4,,1,70,2,,,25,65,50,50,30,2,
913046,1,1,2,,,25,1,3,,1,100,2,,,,65,50,70,40,1,70
913061,1,3,2,,1,16,1,36,,2,,,,1997,,,,,,,
913061,2,2,2,,1,19,1,33,,2,,,,2003,,,,,,,
913064,1,5,2,,1,16,1,40,,2,,,,2001,,,,,,,
913065,1,3,2,,1,18,1,37,,1,90,2,,,37,65,80,100,70,2,
913067,1,2,2,,1,17,1,43,,2,,,,2015,,,,,,,
913069,1,3,2,,3,19,1,38,,2,,,,2008,,,,,,,
913070,1,3,2,,3,20,1,40,,1,100,2,,,40,80,80,100,70,,
913070,2,3,2,,1,20,1,15,,2,,2,,1990,,,,,,,
913070,3,3,2,,1,24,1,1,,1,,2,,,24,,,,,2,
913072,1,1,2,,,26,1,19,,1,100,2,,,,69,31,35,29,,
913076,1,5,2,,3,16,1,38,,1,50,1,50,,50,75,70,70,40,,
913076,2,2,2,,1,16,1,38,,2,,,,2008,,,,,,,
913080,1,4,2,,1,14,1,42,,2,,,,2012,,,,,,,
913080,2,4,2,,1,14,1,13,,2,,2,,1976,,,,,,,
913084,1,4,2,,1,19,1,28,,1,80,2,,,39,64,80,90,70,2,
913084,2,0,,,,,,,,2,,2,,,,,,,,,
913107,1,2,2,,1,20,1,40,,2,,2,,2016,20,62,90,90,80,2,
913109,1,4,2,,1,15,1,33,,2,,,,1993,,,,,,,
913112,1,4,2,,1,18,1,40,,2,,,,2009,,,,,,,
913112,2,2,2,,1,19,1,35,,2,,,,2012,,,,,,,
913113,1,3,2,,1,15,1,38,,2,,,,2003,,,,,,,
913113,2,3,2,,1,22,1,35,,2,,,,2001,,,,,,,
913116,1,5,2,,1,16,1,40,,2,,,,2010,,,,,,,
913116,2,2,2,,1,15,1,15,,2,,2,,1987,,,,,,,
913117,1,3,2,,1,15,1,35,,2,,,,1986,,,,,,,
913118,1,1,2,,,25,1,35,,2,,,,1996,,,,,,,
913119,1,5,2,,1,15,1,38,,2,,,,1985,,,,,,,
913119,2,3,2,,1,16,1,25,,2,,,,1975,,,,,,,
913147,1,3,2,,1,16,1,35,,2,,,,1987,,,,,,,
913151,1,2,2,,1,15,1,42,,2,,,,2015,,,,,,,
913151,2,1,2,,,15,1,35,,2,,,,2010,,,,,,,
913155,1,12,2,,1,15,1,38,,2,,,,1997,,,,,,,
913155,2,1,1,37,,17,1,6,,2,,,,2002,,,,,,,
913156,1,4,,2,1,18,1,27,,2,,1,20,2015,,,,,,,
913157,1,10,2,,1,18,1,38,,2,,,,1987,,,,,,,
913158,1,4,2,,1,24,1,19,,2,,,,1993,,,,,,,
913158,2,1,2,,,18,1,2,,2,,,,1976,,,,,,,
913158,3,0,,,,,,,,2,,1,,,,,,,,,
913159,1,10,2,,1,14,1,38,,2,,,,1985,,,,,,,
913161,1,10,2,,1,14,1,32,,1,90,2,,,32,54,80,80,70,2,
913161,2,3,2,,1,30,1,24,,1,,2,,,32,,,,,2,
913161,3,0,,,,,,,,2,,2,,,,,,,,,
913165,1,1,2,,,15,1,32,,1,50,2,,,,60,70,70,60,2,
913165,2,,,,,,,,,,,,,,,,,,,,
913167,1,2,2,,1,20,1,27,,1,100,2,,,30,65,70,80,60,,
913167,2,1,2,,,20,1,24,,1,,2,,,,,,,,,
913167,3,0,,,,,,,,2,,2,,,,,,,,,
913167,4,,,,,,,,,,,,,,,,,,,,
913173,1,15,,1,1,15,1,29,,2,,1,10,2015,,,,,,,
913173,2,1,,2,,18,1,11,,2,,1,,2014,,,,,,,
913173,3,0,,,,,,,,2,,2,,,,,,,,,
913196,1,1,2,,,20,1,35,,2,,,,1985,,,,,,,
913200,1,0,,,,,,,,2,,2,,,,,,,,,
913202,1,3,2,,1,15,1,35,,2,,,,1988,,,,,,,
913203,1,5,2,,1,14,1,42,,2,,,,2016,,,,,,,
913203,2,3,2,,1,15,1,18,,2,,2,,1990,,,,,,,
913207,1,3,2,,1,16,1,37,,2,,,,2007,,,,,,,
913207,2,3,2,,1,20,1,20,,1,,2,,,24,,,,,3,
913208,1,3,2,,1,15,1,27,,1,100,2,,,24,65,70,70,50,2,
913208,2,1,,1,,21,1,,6,2,,1,,2016,,,,,,,
913208,3,1,2,,,19,1,,1,2,,2,,2016,,,,,,,
913211,1,5,,5,1,18,1,5,,2,,1,50,2016,,,,,,,
913212,1,3,2,,1,16,1,30,,1,100,2,,,27,70,70,70,70,,
913212,2,4,,4,1,20,1,5,,2,,1,50,2013,,,,,,,
913212,3,,,,,,,,,,,,,,,,,,,,
913216,1,5,1,2,1,15,1,15,,1,50,2,,,50,70,50,100,50,2,
913224,1,4,1,2,1,19,1,17,,1,0,2,,,32,65,100,100,90,2,
913224,2,3,2,,1,25,1,15,,1,100,2,,,30,64,90,100,90,2,
913227,1,3,1,1,1,22,1,9,,1,90,2,,,22,65,100,100,90,2,
913227,2,4,2,,1,20,1,13,,1,,2,,,25,,,,,2,
913228,1,2,2,,1,15,1,35,,2,,,,2000,,,,,,,
913228,2,1,2,,,15,1,40,,2,,,,2002,,,,,,,
913229,1,5,1,2,1,16,1,17,,1,100,2,,,31,70,100,100,80,3,
913236,1,1,2,,,15,1,40,,2,,,,2012,,,,,,,
913237,1,4,2,,1,16,1,40,,2,,,,2014,,,,,,,
913237,2,3,2,,1,15,1,40,,2,,,,2015,,,,,,,
913237,3,3,1,3,1,22,1,5,,1,,2,,,30,,,,,2,
913243,1,3,2,,1,15,1,31,,2,,,,1991,,,,,,,
913245,1,1,2,,,14,1,27,,2,,,,1985,,,,,,,
913246,1,1,2,,,14,1,42,,2,,,,2004,,,,,,,
913246,2,0,,,,,,,,2,,2,,,,,,,,,
913250,1,1,2,,,15,1,33,,2,,,,1992,,,,,,,
913253,1,4,1,2,1,20,1,3,,1,80,2,,,25,75,80,100,80,3,
913253,2,,,,,,,,,,,,,,,,,,,,
913253,3,,,,,,,,,,,,,,,,,,,,
913254,1,5,2,,1,15,1,42,,2,,,,2010,,,,,,,
913254,2,4,2,,1,16,1,35,,2,,,,2012,,,,,,,
913259,1,3,2,,1,20,1,31,,1,90,2,,,30,67,80,85,75,2,
913260,1,3,2,,1,25,1,27,,1,90,2,,,29,65,70,75,65,2,
913260,2,2,2,,1,22,1,24,,1,,2,,,26,,,,,2,
913270,1,5,1,2,1,18,1,10,,1,60,2,,,35,70,80,85,75,2,
913270,2,2,,5,1,27,2,,,2,,1,10,2012,,,,,,,
913270,3,,,,,,,,,,,,,,,,,,,,
913270,4,0,,,,,,,,2,,1,,,,,,,,,
913293,1,1,2,,,16,1,35,,2,,,,1975,,,,,,,
913299,1,1,2,,,18,1,35,,2,,,,2011,,,,,,,
913299,2,2,2,,1,16,1,12,,1,,2,,,31,,,,,2,
913299,3,,,,,,,,,,,,,,,,,,,,
913300,1,3,2,,1,18,1,43,,1,100,2,,,30,60,98,100,98,,
913300,2,4,2,,1,20,1,25,,1,,2,,,30,,,,,,
913302,1,1,2,,,29,1,30,,1,100,2,,,,65,60,75,55,2,
913302,2,1,2,,,27,2,,,1,100,2,,,,67,65,80,50,2,
913302,3,2,2,,1,19,1,9,,1,,2,,,23,,,,,3,
913307,1,2,2,,1,20,1,42,,2,,,,2016,,,,,,,
913307,2,1,2,,,15,1,25,,2,,,,1998,,,,,,,
913313,1,1,2,,,19,1,38,,1,80,2,,,,60,80,85,75,2,
913313,2,2,2,,1,15,1,41,,2,,,,2012,,,,,,,
913313,3,0,,,,,,,,2,,2,,,,,,,,,
913316,1,3,1,3,1,27,1,6,,1,50,1,50,,27,70,70,100,70,2,
913320,1,3,1,3,1,26,1,4,,1,100,2,,,26,65,90,100,80,2,
913321,1,1,1,2,,23,1,10,,1,80,2,,,,67,80,85,75,2,
913322,1,1,,4,,25,1,3,,2,,1,30,2013,,,,,,,
913322,2,0,,,,,,,,2,,1,,,,,,,,,
913322,3,0,,,,,,,,2,,2,,,,,,,,,
913322,4,0,,,,,,,,2,,2,,,,,,,,,
913322,5,,,,,,,,,,,,,,,,,,,,
913322,6,,,,,,,,,,,,,,,,,,,,
913323,1,4,2,,1,22,1,24,,1,90,2,,,30,65,70,75,65,2,
913324,1,3,1,2,1,26,1,4,,1,90,2,,,26,65,100,100,90,2,
913325,1,2,2,,1,16,1,30,,1,100,2,,,35,67,90,92,85,2,
913326,1,2,2,,1,22,1,37,,2,,,,2007,,,,,,,
913326,2,2,2,,1,16,1,6,,2,,2,,1979,,,,,,,
913329,1,2,2,,3,13,1,17,,2,,,,1983,,,,,,,
913330,1,3,1,10,1,15,1,14,,2,,,,1990,,,,,,,
913330,2,4,,2,1,17,1,7,,2,,1,,2015,,,,,,,
913330,3,,,,,,,,,,,,,,,,,,,,
913331,1,2,2,,3,11,1,16,,2,,,,1990,,,,,,,
913345,1,5,2,,1,21,1,40,,2,,,,2015,,,,,,,
913345,2,1,2,,,17,1,40,,2,,,,2010,,,,,,,
913346,1,2,2,,3,24,1,30,,1,100,2,,,28,67,30,30,25,,
913346,2,2,2,,3,18,1,15,,1,,2,,,33,,,,,,
913346,3,1,2,,,20,1,4,,1,100,2,,,,67,30,30,25,2,
913346,4,0,,,,,,,,2,,1,,,,,,,,,
913349,1,4,1,8,1,19,1,20,,1,50,2,,,66,69,80,80,70,5,
913349,2,1,1,3,,20,1,15,,1,100,2,,,,65,80,80,50,,
913349,3,0,,,,,,,,2,,2,,,,,,,,,
913349,4,,,,,,,,,,,,,,,,,,,,
913363,1,2,2,,1,31,1,10,,1,90,2,,,32,65,70,70,60,2,
913363,2,2,,11,1,16,2,,,2,,1,80,2004,,,,,,,
913363,3,0,,,,,,,,2,,2,,,,,,,,,
913363,4,,,,,,,,,,,,,,,,,,,,
913377,1,2,2,,1,16,1,45,,2,,,,1999,,,,,,,
913384,1,1,2,,,28,1,40,,2,,,,2000,,,,,,,
913395,1,0,,,,,,,,2,,,,,,,,,,,
913396,1,2,2,,3,18,1,28,,1,100,2,,,35,65,60,60,40,,
913403,1,2,2,,1,27,1,4,,1,100,2,,,28,70,50,50,30,2,
913404,1,2,1,3,3,14,1,2,,1,50,1,50,,33,60,20,20,20,,
913408,1,2,2,,1,18,1,3,,1,100,2,,,25,75,30,40,0,3,
913412,1,1,2,,,20,1,15,,1,100,2,,,,65,70,80,60,3,
913414,1,1,1,1,,20,1,15,,1,100,2,,,,70,40,40,20,3,
913415,1,1,,2,,20,2,,,1,50,1,30,,,,,,,,
913418,1,2,1,1,3,14,1,40,,2,,,,2008,,,,,,,
913418,2,1,2,,,14,2,,,2,,2,,1982,,,,,,,
913420,1,3,2,,1,14,1,37,,2,,,,1999,,,,,,,
913420,2,3,2,,1,17,1,40,,2,,,,2010,,,,,,,
913420,3,5,1,1,3,22,1,13,,1,,2,,,30,,,,,2,
913424,1,1,2,,,23,1,38,,2,,,,1999,,,,,,,
913424,2,1,2,,,19,1,40,,2,,,,2008,,,,,,,
913430,1,1,2,,,26,1,30,,1,60,2,,,,70,60,60,40,,
913430,2,1,1,1,,25,1,29,,1,,2,,,,,,,,2,
913430,3,1,1,1,,20,1,2,,1,,2,,,,,,,,2,
913434,1,1,2,,,18,1,35,,2,,,,1991,,,,,,,
913434,2,0,,,,,,,,2,,2,,,,,,,,,
913445,1,1,1,3,,20,1,10,,2,,,,2013,,,,,,,
913447,1,1,2,,,20,1,20,,1,100,2,,,,70,60,70,40,,
913447,2,2,2,,3,20,1,19,,1,,2,,,30,,,,,,
913447,3,,,,,,,,,,,,,,,,,,,,
913447,4,,,,,,,,,,,,,,,,,,,,
913451,1,0,,,,,,,,2,,2,,,,,,,,,
913451,2,1,2,,,29,1,16,,1,,2,,,,,,,,2,
913451,3,,,,,,,,,,,,,,,,,,,,
913451,4,,,,,,,,,,,,,,,,,,,,
913460,1,2,1,2,1,15,1,15,,1,100,2,,,27,70,60,60,40,3,
913468,1,1,2,,,15,1,38,,2,,,,2003,,,,,,,
913468,2,2,2,,1,15,1,34,,2,,,,1992,,,,,,,
913470,1,1,2,,,15,1,37,,2,,,,1998,,,,,,,
913470,2,0,,,,,,,,2,,2,,,,,,,,,
913471,1,2,2,,1,14,1,37,,2,,,,2003,,,,,,,
913471,2,1,2,,,14,1,22,,2,,,,1982,,,,,,,
913472,1,6,2,,1,16,1,41,,2,,,,2012,,,,,,,
913472,2,5,2,,1,20,1,34,,2,,2,,2014,,,,,,,
913472,3,3,2,,1,20,1,5,,1,,2,,,22,,,,,2,
913474,1,3,2,,1,19,1,35,,2,,2,,2014,,,,,,,
913474,2,1,1,29,,17,1,14,,2,,2,,1987,,,,,,,
913474,3,1,2,,,24,1,3,,1,,2,,,,,,,,2,
913481,1,2,2,,1,16,1,32,,1,100,2,,,48,65,80,80,60,2,
913481,2,3,2,,1,20,1,22,,1,100,2,,,36,65,75,75,60,2,
913481,3,,,,,,,,,,,,,,,,,,,,
913482,1,2,2,,1,14,1,35,,2,,,,1994,,,,,,,
913482,2,0,,,,,,,,2,,2,,,,,,,,,
913485,1,1,2,,,32,1,5,,2,,,,1970,,,,,,,
913486,1,2,2,,1,17,1,15,,1,100,2,,,40,65,70,80,60,2,
913486,2,0,,,,,,,,2,,2,,,,,,,,,
913486,3,0,,,,,,,,2,,2,,,,,,,,,
913487,1,14,,4,1,14,1,41,,2,,2,,2012,,,,,,,
913487,2,2,2,,1,18,1,6,,1,,2,,,23,,,,,2,
913494,1,2,2,,1,17,1,45,,2,,,,1992,,,,,,,
913499,1,2,2,,3,16,1,45,,2,,,,2010,,,,,,,
913499,2,1,2,,,16,1,43,,2,,,,2008,,,,,,,
913499,3,1,2,,,27,1,15,,1,,2,,,,,,,,2,
913500,1,2,2,,2,18,1,38,,2,,,,2012,,,,,,,
913502,1,1,2,,,22,1,27,,1,100,2,,,,65,70,70,60,2,
913505,1,1,2,,,20,1,36,,1,90,2,,,,65,70,70,60,2,
913508,1,2,2,,1,14,1,35,,2,,,,1984,,,,,,,
913514,1,0,,,,,,,,2,,,,,,,,,,,
913519,1,1,2,,,20,1,40,,2,,,,2016,,,,,,,
913522,1,1,2,,,20,1,40,,2,,,,2010,,,,,,,
913522,2,1,2,,,19,1,40,,2,,,,2010,,,,,,,
913523,1,1,2,,,21,1,40,,2,,,,1993,,,,,,,
913523,2,0,,,,,,,,2,,,,,,,,,,,
913527,1,1,2,,,13,1,40,,2,,,,1992,,,,,,,
913537,1,1,2,,,15,1,36,,1,100,2,,,,57,80,80,80,2,
913537,2,1,2,,,15,1,37,,1,100,2,,,,58,90,95,90,2,
913538,1,1,2,,,22,1,37,,1,100,2,,,,67,80,90,80,2,
913538,2,0,,,,,,,,2,,2,,,,,,,,,
913538,3,1,2,,,22,2,,,1,,1,,,,,,,,2,
913538,4,,,,,,,,,,,,,,,,,,,,
913548,1,1,2,,,20,1,36,,1,70,2,,,,63,80,80,80,2,
913556,1,1,2,,,26,1,40,,2,,,,2011,,,,,,,
913558,1,0,,,,,,,,2,,,,,,,,,,,
913558,2,1,2,,,15,1,37,,2,,,,1977,,,,,,,
913558,3,0,,,,,,,,2,,2,,,,,,,,,
913559,1,3,1,5,1,16,1,35,,2,,,,1992,,,,,,,
913559,2,2,2,,1,15,1,40,,2,,,,1998,,,,,,,
913560,1,1,2,,,15,1,37,,2,,,,1992,,,,,,,
913560,2,1,2,,,16,1,35,,2,,,,1986,,,,,,,
913564,1,4,2,,1,14,1,37,,2,,,,1998,,,,,,,
913567,1,1,2,,,18,1,35,,2,,,,2000,,,,,,,
913567,2,6,,9,2,21,1,15,,2,,1,0,2010,,,,,,,
913573,1,0,,,,,,,,2,,2,,,,,,,,,
913573,2,1,2,,,21,1,27,,1,,2,,,,,,,,,
913573,3,0,,,,,,,,2,,2,,,,,,,,,
913576,1,1,1,2,,15,1,5,,1,50,2,,,,70,50,50,50,2,
913576,2,1,1,2,,15,1,8,,1,,2,,,,,,,,2,
913577,1,4,2,,1,26,1,20,,1,100,2,,,45,70,70,70,70,2,
913578,1,0,,,,,,,,2,,,,,,,,,,,
913580,1,1,2,,,18,1,11,,1,100,2,,,,65,70,70,70,2,
913580,2,1,2,,,16,1,7,,1,,1,,,,,,,,2,
913582,1,2,2,,1,20,1,20,,1,100,2,,,30,65,60,60,60,1,70
913582,2,0,,,,,,,,2,,1,50,,,,,,,,
913588,1,1,2,,,20,1,12,,1,100,2,,,,65,60,60,60,,
913589,1,1,2,,,24,1,4,,1,100,2,,,,65,70,70,70,2,
913595,1,2,1,1,1,26,1,6,,1,80,2,,,28,65,70,70,70,2,
913604,1,1,2,,,16,1,44,,2,,2,,2015,,,,,,,
913604,2,0,,,,,,,,2,,2,,,,,,,,,
913611,1,1,2,,,15,1,40,,2,,,,1996,,,,,,,
913612,1,1,2,,,14,1,42,,2,,,,2014,,,,,,,
913613,1,1,2,,,14,1,31,,2,,,,1994,,,,,,,
913613,2,1,2,,,25,1,30,,2,,,,2004,,,,,,,
913613,3,1,2,,,18,1,26,,1,100,2,,,,65,90,90,80,2,
913625,1,0,,,,,,,,2,,,,,,,,,,,
913625,2,1,2,,,13,1,51,,2,,,,2002,,,,,,,
913632,1,1,2,,,20,1,24,,1,100,2,,,,65,90,90,85,2,
913638,1,1,2,,,25,1,40,,2,,,,2015,,,,,,,
913640,1,1,2,,,15,1,31,,1,100,2,,,,65,90,90,85,2,
913645,1,1,2,,,22,1,40,,1,40,,,,,,,,,,
913646,1,3,2,,1,16,1,12,,2,,,,2000,,,,,,,
913647,1,3,2,,1,21,1,40,,2,,,,2009,,,,,,,
913647,2,0,,,,,,,,2,,2,,,,,,,,,
913651,1,3,2,,1,15,1,40,,2,,,,1996,,,,,,,
913651,2,2,2,,1,19,1,35,,2,,,,2001,,,,,,,
913651,3,3,,2,1,26,1,18,,2,,1,,2015,,,,,,,
913654,1,2,2,,3,18,1,40,,2,,,,1998,,,,,,,
913656,1,2,2,,1,17,1,35,,2,,,,2010,,,,,,,
913656,2,0,,,,,,,,2,,2,,,,,,,,,
913658,1,1,1,2,,28,1,20,,2,,2,,1999,,,,,,,
913658,2,1,2,,,25,1,13,,1,,2,,,,,,,,4,
913660,1,2,2,,1,16,1,35,,2,,,,2011,,,,,,,
913660,2,0,,,,,,,,2,,2,,,,,,,,,
913660,3,3,2,,1,19,1,4,,1,,2,,,24,,,,,2,
913660,4,2,2,,1,19,1,15,,1,,2,,,25,,,,,2,
913662,1,2,2,,1,20,1,30,,1,100,2,,,32,65,70,75,65,,
913668,1,2,2,,1,17,1,30,,1,80,2,,,32,65,60,70,50,2,
913668,2,3,2,,1,19,1,27,,1,90,2,,,45,65,50,70,50,2,
913669,1,2,2,,1,21,1,30,,1,100,2,,,28,65,60,70,50,,
913669,2,2,2,,3,29,1,23,,1,,2,,,35,,,,,,
913669,3,0,,,,,,,,2,,2,,,,,,,,,
913675,1,4,2,,1,13,1,35,,2,,,,1992,,,,,,,
913681,1,1,2,,,21,2,,,2,,,,1960,,,,,,,
913701,1,1,2,,,14,1,36,,2,,,,1988,,,,,,,
913701,2,2,2,,1,14,1,36,,2,,,,1999,,,,,,,
913732,1,1,2,,,15,1,10,,2,,,,1960,,,,,,,
913738,1,1,2,,,14,1,20,,2,,,,1993,,,,,,,
913738,2,0,,,,,,,,2,,2,,,,,,,,,
913739,1,1,2,,,14,1,18,,2,,,,2010,,,,,,,
913742,1,1,2,,,17,1,38,,1,100,2,,,,62,70,80,60,,
913752,1,1,2,,,18,1,20,,1,100,2,,,,65,80,85,80,,
913752,2,1,2,,,20,1,25,,1,100,2,,,,67,80,90,80,,
913752,3,,,,,,,,,,,,,,,,,,,,
913752,4,,,,,,,,,,,,,,,,,,,,
913754,1,1,2,,,27,1,47,,1,100,2,,,,65,80,90,60,,
913754,2,1,2,,,25,1,25,,1,,2,,,,,,,,,
913754,3,0,,,,,,,,2,,2,,,,,,,,,
913766,1,1,2,,,25,1,10,,1,100,2,,,,67,70,80,60,2,
913766,2,1,2,,,23,1,10,,1,,2,,,,,,,,2,
913766,3,,,,,,,,,,,,,,,,,,,,
913767,1,1,2,,,19,1,42,,2,,2,,2017,,62,70,75,60,2,
913767,2,1,2,,,19,1,38,,1,,2,,,,,,,,,
913767,3,0,,,,,,,,2,,1,,,,,,,,,
913768,1,0,,,,,,,,2,,1,50,,,,,,,,
913768,2,1,2,,,20,1,10,,1,,2,,,,,,,,3,
913768,3,,,,,,,,,,,,,,,,,,,,
913777,1,1,2,,,14,1,40,,2,,,,2015,,,,,,,
913777,2,1,2,,,16,1,35,,1,,2,,,,,,,,,
913777,3,1,2,,,17,1,24,,1,,2,,,,,,,,3,
913779,1,1,2,,,14,1,38,,1,100,2,,,,67,70,70,65,3,
913779,2,0,,,,,,,,2,,,,,,,,,,,
913780,1,1,2,,,16,1,35,,1,100,2,,,,70,70,75,65,2,
913783,1,1,2,,,15,2,,,2,,,,1968,,,,,,,
913784,1,1,2,,,14,1,40,,2,,,,2009,,,,,,,
913784,2,1,2,,,16,1,35,,2,,,,2011,,,,,,,
913785,1,1,2,,,15,1,45,,2,,,,2003,,,,,,,
913786,1,1,2,,,15,1,40,,2,,,,2015,,,,,,,
913787,1,1,2,,,14,1,40,,2,,,,1990,,,,,,,
913787,2,0,,,,,,,,2,,,,,,,,,,,
913788,1,2,2,,2,20,1,50,,2,,,,2013,,,,,,,
913788,2,1,2,,,18,1,40,,1,,2,,,,,,,,,
913821,1,1,2,,,16,1,18,,2,,,,1980,,,,,,,
913822,1,1,1,20,,14,1,8,,2,,,,1970,,,,,,,
913825,1,1,2,,,15,1,50,,2,,,,1993,,,,,,,
913826,1,1,2,,,19,1,42,,2,,,,2015,,,,,,,
913826,2,1,2,,,14,1,32,,2,,,,1965,,,,,,,
913827,1,1,2,,,16,1,38,,1,100,1,100,,,75,60,65,50,2,
913830,1,0,,,,,,,,2,,,,,,,,,,,
913832,1,1,2,,,14,1,40,,2,,,,2010,,,,,,,
913833,1,1,1,10,,16,1,6,,2,,,,1960,,,,,,,
913874,1,1,2,,,16,1,40,,2,,,,1998,,,,,,,
913876,1,1,2,,,14,1,40,,2,,,,2004,,,,,,,
913876,2,1,2,,,14,1,25,,2,,2,,2010,,,,,,,
913876,3,1,2,,,16,1,26,,1,,2,,,,,,,,3,
913878,1,0,,,,,,,,2,,,,,,,,,,,
913882,1,1,2,,,16,1,35,,1,100,2,,,,70,70,75,65,,
913882,2,1,1,5,,15,1,20,,1,100,2,,,,70,70,70,60,2,
913882,3,1,2,,,19,1,2,,1,50,1,100,,,80,50,51,50,2,
913882,4,1,2,,,17,1,15,,1,,2,,,,,,,,2,
913889,1,1,2,,,16,1,30,,1,100,2,,,,70,60,70,50,3,
913889,2,1,2,,,16,1,33,,1,,2,,,,,,,,3,
913889,3,2,2,,1,17,1,8,,2,,2,,2015,,,,,,,
913889,4,1,2,,,17,1,3,,1,,2,,,,,,,,2,
913892,1,3,2,,1,23,1,20,,1,100,2,,,35,70,60,70,50,2,
913902,1,1,2,,,18,1,20,,1,100,2,,,,70,60,65,60,,
913909,1,3,2,,1,16,1,35,,1,100,2,,,38,65,60,65,50,2,
913912,1,1,2,,,20,1,43,,2,,,,2013,,,,,,,
913912,2,1,2,,,19,1,10,,2,,2,,1990,,,,,,,
913913,1,1,2,,,17,1,25,,2,,,,1983,,,,,,,
913925,1,1,2,,,15,1,25,,2,,,,1998,,,,,,,
913926,1,1,2,,,14,1,43,,1,100,2,,,,70,70,71,69,,
913926,2,0,,,,,,,,2,,2,,,,,,,,,
913926,3,1,2,,,19,1,3,,1,100,2,,,,80,60,70,60,3,
913926,4,1,2,,,16,1,2,,1,100,2,,,,80,70,70,70,3,
913926,5,,,,,,,,,,,,,,,,,,,,
913926,6,,,,,,,,,,,,,,,,,,,,
913929,1,0,,,,,,,,2,,,,,,,,,,,
913932,1,1,2,,,14,1,42,,2,,,,2006,,,,,,,
913933,1,1,2,,,16,1,35,,1,100,2,,,,65,70,75,65,1,75
913933,2,1,2,,,18,1,16,,1,100,2,,,,70,60,65,60,2,
913933,3,1,2,,,19,1,,10,1,100,2,,,,70,70,75,65,2,
913933,4,0,,,,,,,,2,,2,,,,,,,,,
913933,5,,,,,,,,,,,,,,,,,,,,
913934,1,1,2,,,16,1,40,,1,100,2,,,,70,80,82,70,3,
913934,2,1,2,,,16,1,25,,1,100,2,,,,60,70,75,65,3,
913934,3,0,,,,,,,,1,,2,,,,,,,,,
913934,4,0,,,,,,,,2,,2,,,,,,,,,
913934,5,,,,,,,,,,,,,,,,,,,,
913939,1,1,2,,,16,1,37,,1,100,2,,,,67,70,75,65,,
913946,1,1,2,,,19,1,30,,1,100,2,,,,67,80,85,70,,
913950,1,2,1,2,1,16,1,6,,1,100,2,,,23,70,60,65,60,3,
913950,2,1,1,3,,20,1,3,,2,,2,,2015,,,,,,,
913950,3,,,,,,,,,,,,,,,,,,,,
913950,4,,,,,,,,,,,,,,,,,,,,
913951,1,1,2,,,18,1,26,,1,50,2,,,,70,70,75,56,3,
913953,1,0,,,,,,,,2,,2,,,,,,,,,
913953,2,1,2,,,17,1,16,,1,,2,,,,,,,,2,
913953,3,,,,,,,,,,,,,,,,,,,,
913953,4,,,,,,,,,,,,,,,,,,,,
913954,1,1,2,,,20,1,20,,1,100,2,,,,68,70,72,68,1,75
913956,1,1,2,,,14,1,9,,2,,,,1968,,,,,,,
913957,1,1,2,,,14,1,40,,2,,,,1996,,,,,,,
913957,2,1,2,,,15,1,8,,2,,2,,1975,,,,,,,
913959,1,1,2,,,16,1,42,,2,,2,,2016,,58,70,70,70,2,
913961,1,1,2,,,15,1,38,,2,,,,2001,,,,,,,
913962,1,1,2,,,14,2,,,2,,,,1980,,,,,,,
913962,2,1,,3,,20,1,32,,2,,1,,2015,,,,,,,
913965,1,2,2,,3,18,1,40,,1,100,2,,,55,68,60,65,58,,
913966,1,2,2,,1,16,1,30,,2,,,,2008,,,,,,,
914003,1,1,2,,,16,1,41,,2,,,,2012,,,,,,,
914005,1,1,2,,,15,1,38,,2,,,,2002,,,,,,,
914005,2,1,2,,,14,1,15,,2,,,,1975,,,,,,,
914006,1,1,2,,,16,1,37,,2,,,,1997,,,,,,,
914007,1,1,2,,,14,1,15,,2,,,,1970,,,,,,,
914007,2,1,,2,,25,1,10,,2,,1,,2014,,,,,,,
914009,1,1,2,,,15,1,30,,2,,,,1992,,,,,,,
914009,2,1,2,,,15,1,20,,2,,,,2000,,,,,,,
914010,1,1,2,,,15,1,33,,1,100,2,,,,61,70,75,60,2,
914011,1,1,2,,,15,1,36,,2,,,,2007,,,,,,,
914011,2,2,2,,1,15,1,35,,2,,,,1995,,,,,,,
914018,1,1,2,,,16,1,40,,2,,,,1983,,,,,,,
914023,1,1,2,,,16,1,9,,1,100,2,,,,60,60,65,55,2,
914023,2,,,,,,,,,,,,,,,,,,,,
