nquest,anmutuo31,anmutuo32,anmutuo33,anmutuo34,debgar31_1,debgar32_1,debgar33_1,debgar34_1,debgar31_2,debgar32_2,debgar33_2,debgar34_2,debgar31_3,debgar32_3,debgar33_3,debgar34_3,debgar31_4,debgar32_4,debgar33_4,debgar34_4,debgar31_5,debgar32_5,debgar33_5,debgar34_5,debm31,debm32,debm33,debm34,debpers31,debpers32,debpers33,debpers34,debrf31,debrf32,debrf33,debrf34,mutuodu31,mutuodu32,mutuodu33,mutuodu34,mutuoin31,mutuoin32,mutuoin33,mutuoin34,taeg11,taeg12,taeg13,taeg14,tdebita31,tdebita32,tdebita33,tdebita34,tipotax31,tipotax32,tipotax33,tipotax34,tmutuoab31,tmutuoab32,tmutuoab33,tmutuoab34
886721,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,4000,,,,5,,,,3300,,,,1,,,,700,,,
886851,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,2,,,,8000,,,,0.5,,,,4000,,,,1,,,,4000,,,
887734,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,10000,,,,5,,,,8000,,,,1,,,,2200,,,
887762,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,6,,,,12000,,,,9,,,,8000,,,,1,,,,2352,,,
887863,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,1,,,,1500,,,,,,,,1500,,,,3,,,,1500,,,
888377,2013,2015,2016,,0,0,0,,0,0,0,,0,0,0,,1,1,1,,0,0,0,,5,5,5,,1,1,1,,2,1,1,,10,8,4,,30000,15000,3100,,7.5,7,7,,16000,13000,900,,1,1,1,,4992,2600,2200,
888425,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,30000,,,,0.3,,,,22000,,,,1,,,,6000,,,
888515,2012,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,7500,,,,,,,,1500,,,,3,,,,1800,,,
888848,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,10,,,,15000,,,,1.5,,,,10000,,,,1,,,,1000,,,
889047,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,2,,,,2000,,,,0,,,,1000,,,,1,,,,960,,,
889173,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,5,,,,2000,,,,7.2,,,,1300,,,,1,,,,600,,,
889192,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,20000,,,,,,,,19500,,,,3,,,,1000,,,
889727,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,10,,,,32560,,,,7,,,,30160,,,,1,,,,2400,,,
891435,2016,,,,0,,,,0,,,,0,,,,0,,,,1,,,,4,,,,,,,,2,,,,5,,,,7000,,,,9,,,,6500,,,,1,,,,500,,,
891688,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,2,,,,2,,,,5,,,,5000,,,,8,,,,2000,,,,1,,,,1400,,,
891724,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,8,,,,20000,,,,7,,,,16000,,,,1,,,,4000,,,
892076,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,18000,,,,3,,,,6000,,,,1,,,,6000,,,
892238,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,11000,,,,6.6,,,,10000,,,,1,,,,2540,,,
892838,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,7,,,,30000,,,,12,,,,17000,,,,1,,,,5472,,,
893062,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,10000,,,,5,,,,8000,,,,1,,,,3240,,,
893466,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,5,,,,8500,,,,7,,,,3500,,,,1,,,,1700,,,
894447,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,3.5,,,,9000,,,,1,,,,2000,,,
894607,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,14000,,,,6.5,,,,7000,,,,1,,,,3600,,,
894987,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,3,,,,3500,,,,,,,,370,,,,3,,,,1080,,,
895382,2014,,,,0,,,,0,,,,1,,,,0,,,,0,,,,4,,,,,,,,2,,,,10,,,,20000,,,,1.9,,,,15000,,,,1,,,,4000,,,
895479,2012,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,2,,,,2,,,,10,,,,30000,,,,12.5,,,,18000,,,,1,,,,4500,,,
895624,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,20,,,,18000,,,,7.5,,,,16000,,,,1,,,,2000,,,
896875,2013,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,14000,,,,6.5,,,,3000,,,,1,,,,3120,,,
897676,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,10,,,,10000,,,,3,,,,5000,,,,1,,,,2400,,,
897870,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,2,,,,750,,,,,,,,570,,,,3,,,,180,,,
898208,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,7,,,,8000,,,,0.8,,,,7000,,,,1,,,,1200,,,
899500,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,10000,,,,6,,,,7000,,,,1,,,,680,,,
899922,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,2,,,,2,,,,5,,,,17000,,,,10,,,,11000,,,,1,,,,5200,,,
900638,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,,,,,,,,1,,,,2,,,,2500,,,,,,,,500,,,,3,,,,,,,
901800,2012,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,5,,,,6000,,,,4,,,,2000,,,,2,,,,1200,,,
902401,2011,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,17000,,,,8,,,,3500,,,,1,,,,3500,,,
902916,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,24000,,,,5,,,,1500,,,,1,,,,3650,,,
903018,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,6,,,,20000,,,,,,,,19000,,,,3,,,,1000,,,
903660,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,2,,,,1700,,,,,,,,850,,,,3,,,,800,,,
904164,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,12000,,,,6,,,,10500,,,,1,,,,1500,,,
904259,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,6000,,,,6.9,,,,5800,,,,1,,,,600,,,
904907,2016,2015,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,1,4,,,1,2,,,1,1,,,3,10,,,5700,7000,,,4,3.5,,,4632,4948,,,1,1,,,1068,2052,,
905217,2009,,,,0,,,,0,,,,0,,,,0,,,,1,,,,2,,,,,,,,2,,,,10,,,,25000,,,,7,,,,24000,,,,2,,,,500,,,
905497,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,4,,,,,,,,2,,,,10,,,,36000,,,,4.8,,,,34950,,,,1,,,,4370,,,
905635,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,20000,,,,5,,,,18000,,,,1,,,,2000,,,
905729,2016,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,,,,,2,,,,4,,,,22000,,,,2,,,,20000,,,,1,,,,2400,,,
905836,2009,,,,0,,,,1,,,,0,,,,0,,,,0,,,,4,,,,,,,,2,,,,10,,,,30000,,,,6,,,,8640,,,,1,,,,5760,,,
905851,2015,,,,0,,,,1,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,10450,,,,5,,,,3195,,,,1,,,,3485,,,
906438,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,5,,,,5800,,,,1,,,,2000,,,
906690,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,7000,,,,0.3,,,,6000,,,,1,,,,1500,,,
907434,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,13000,,,,1.2,,,,9000,,,,1,,,,3660,,,
907570,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,10000,,,,7,,,,7000,,,,2,,,,5000,,,
908519,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,3000,,,,,,,,3000,,,,3,,,,,,,
908553,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,2,,,,5000,,,,4,,,,2500,,,,1,,,,2500,,,
909705,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,35000,,,,2.75,,,,25000,,,,1,,,,7000,,,
909794,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,14500,,,,6,,,,10900,,,,1,,,,3600,,,
909802,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,2,,,,2400,,,,,,,,1200,,,,3,,,,1200,,,
909847,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,2,,,,2000,,,,2,,,,1000,,,,1,,,,1000,,,
909951,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,2,,,,4000,,,,2,,,,51,,,,1,,,,2000,,,
910010,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,10000,,,,6,,,,9000,,,,1,,,,1300,,,
910042,2008,,,,0,,,,0,,,,0,,,,0,,,,1,,,,5,,,,,,,,2,,,,10,,,,40000,,,,3.25,,,,4000,,,,2,,,,2800,,,
910164,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,6,,,,15000,,,,0.2,,,,12000,,,,1,,,,3000,,,
910274,2016,2013,,,1,1,,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,,,,,,,2,2,,,10,5,,,124000,13000,,,7,6,,,118000,3000,,,1,1,,,2400,2760,,
910420,2016,,,,0,,,,0,,,,0,,,,0,,,,1,,,,2,,,,,,,,2,,,,4,,,,6000,,,,,,,,5300,,,,3,,,,900,,,
910459,2013,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,14000,,,,6.7,,,,5600,,,,1,,,,2800,,,
910503,2012,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,17000,,,,5.6,,,,1000,,,,1,,,,3840,,,
910513,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,10000,,,,5.3,,,,280,,,,1,,,,3360,,,
910555,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,8000,,,,5,,,,6000,,,,1,,,,2040,,,
910632,2015,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,,,,,2,,,,10,,,,10000,,,,0.9,,,,9000,,,,1,,,,2000,,,
910804,2013,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,11000,,,,6.9,,,,280,,,,1,,,,3300,,,
910816,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,10000,,,,5.9,,,,5500,,,,1,,,,3800,,,
910873,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,16000,,,,6,,,,10500,,,,1,,,,4200,,,
910874,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,3,,,,3500,,,,,,,,2000,,,,3,,,,1300,,,
910943,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,4,,,,14000,,,,6.5,,,,7200,,,,1,,,,4200,,,
911125,2008,2009,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,4,4,,,2,2,,,2,1,,,10,10,,,8000,8000,,,2,2,,,2000,3000,,,2,2,,,2400,2400,,
911175,2016,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,,,,,2,,,,10,,,,30000,,,,7,,,,28000,,,,1,,,,3000,,,
911219,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,12000,,,,7,,,,12000,,,,1,,,,1500,,,
911248,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,10000,,,,,,,,5000,,,,3,,,,2400,,,
911445,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,0.6,,,,8333,,,,1,,,,1666,,,
911547,2016,2016,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,2,2,,,1,1,,,2,2,,,2,2,,,300,800,,,,,,,60,120,,,3,3,,,240,600,,
911751,2012,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,1,,,,7,,,,10000,,,,12,,,,7000,,,,1,,,,2000,,,
911901,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,2,,,,3000,,,,3,,,,0,,,,1,,,,1440,,,
911977,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,5,,,,1,,,,2,,,,4,,,,14000,,,,6,,,,14000,,,,1,,,,700,,,
912001,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,1,,,,12,,,,600,,,,,,,,200,,,,3,,,,400,,,
912017,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,3,,,,8000,,,,6,,,,3000,,,,1,,,,2000,,,
912022,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,4,,,,30000,,,,6.5,,,,8000,,,,1,,,,8000,,,
912104,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,8000,,,,,,,,6800,,,,3,,,,1300,,,
912154,2014,,,,0,,,,0,,,,0,,,,0,,,,1,,,,4,,,,,,,,1,,,,8,,,,30000,,,,,,,,21000,,,,3,,,,3960,,,
912274,2016,,,,0,,,,1,,,,0,,,,0,,,,0,,,,4,,,,,,,,2,,,,2,,,,2000,,,,0.2,,,,1100,,,,1,,,,990,,,
912292,2015,,,,0,,,,0,,,,0,,,,0,,,,1,,,,2,,,,,,,,2,,,,3,,,,2700,,,,6,,,,1400,,,,1,,,,1300,,,
912591,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,14000,,,,5,,,,50,,,,1,,,,3000,,,
912680,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,25000,,,,0.8,,,,10000,,,,1,,,,5300,,,
912716,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,8000,,,,3,,,,8000,,,,1,,,,1200,,,
912906,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,5,,,,25000,,,,3.5,,,,10000,,,,1,,,,6000,,,
912926,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,12000,,,,,,,,9600,,,,3,,,,2040,,,
912938,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,3,,,,7,,,,18000,,,,5,,,,9000,,,,1,,,,3300,,,
913028,2015,2016,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,2,4,,,1,1,,,2,2,,,7,5,,,22000,4000,,,8,,,,16000,4000,,,1,3,,,3600,760,,
913046,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,2,,,,600,,,,,,,,300,,,,3,,,,600,,,
913161,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,12000,,,,7,,,,4000,,,,1,,,,3600,,,
913313,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,6000,,,,3,,,,4000,,,,1,,,,2000,,,
913582,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,9500,,,,2.9,,,,9000,,,,1,,,,500,,,
913588,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,12000,,,,1.5,,,,8000,,,,1,,,,4500,,,
913632,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,6000,,,,7.28,,,,6000,,,,1,,,,1692,,,
914169,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,13000,,,,3.5,,,,1500,,,,1,,,,3000,,,
914333,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,10000,,,,,,,,7030,,,,3,,,,2970,,,
914410,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,8500,,,,,,,,2376,,,,3,,,,2376,,,
914508,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,8000,,,,2.3,,,,7200,,,,1,,,,800,,,
914551,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,8.3,,,,9500,,,,1,,,,500,,,
914657,2015,2011,,,1,0,,,0,0,,,0,0,,,0,1,,,0,0,,,1,2,,,,1,,,1,1,,,8,10,,,6000,20000,,,2,6,,,4000,14000,,,1,1,,,1400,3120,,
914667,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,7,,,,28000,,,,7,,,,16000,,,,1,,,,4000,,,
914706,2015,,,,0,,,,0,,,,0,,,,0,,,,1,,,,4,,,,,,,,2,,,,5,,,,15000,,,,7,,,,13000,,,,1,,,,3500,,,
914715,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,5,,,,5000,,,,6,,,,3600,,,,2,,,,1500,,,
914717,2009,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,10,,,,15000,,,,9,,,,6000,,,,1,,,,1500,,,
914894,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,14000,,,,5,,,,11300,,,,1,,,,2300,,,
914900,2011,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,7,,,,25000,,,,5,,,,5000,,,,1,,,,3300,,,
914966,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,2,,,,2,,,,5,,,,10000,,,,6,,,,6000,,,,1,,,,2000,,,
914984,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,12000,,,,3.2,,,,10000,,,,1,,,,2200,,,
915006,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,1,,,,12000,,,,2,,,,6000,,,,1,,,,1100,,,
915017,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,2,,,,5000,,,,3,,,,2300,,,,1,,,,2700,,,
915072,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,15000,,,,6,,,,10000,,,,1,,,,3000,,,
915175,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,8000,,,,5.5,,,,3500,,,,1,,,,2400,,,
915250,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,11,,,,10000,,,,1,,,,5000,,,
915320,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,10000,,,,3,,,,3000,,,,2,,,,3600,,,
915421,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,2,,,,4000,,,,2,,,,3000,,,,2,,,,1400,,,
915433,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,5,,,,1000,,,,2,,,,800,,,,2,,,,1800,,,
915558,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,4,,,,,,,,2,,,,5,,,,6000,,,,2.4,,,,1000,,,,2,,,,2400,,,
915746,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,12000,,,,6,,,,8000,,,,1,,,,3200,,,
915882,2010,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,10,,,,20000,,,,4,,,,15000,,,,1,,,,2400,,,
916012,2015,2015,,,1,1,,,0,0,,,0,0,,,0,0,,,0,0,,,1,1,,,,,,,2,2,,,4,8,,,6000,15000,,,7.4,8,,,4500,12000,,,1,1,,,2000,2400,,
916072,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,7,,,,15000,,,,,,,,7000,,,,3,,,,3000,,,
916149,2016,2015,2014,,0,0,0,,0,0,0,,0,0,0,,1,1,1,,0,0,0,,2,2,2,,1,1,1,,1,2,2,,2,2,2,,1600,900,500,,,,,,1300,400,0,,3,3,3,,,560,,
916199,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,9000,,,,4.5,,,,7000,,,,1,,,,2000,,,
916205,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3000,,,,0,,,,2600,,,,1,,,,,,,
916344,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,1,,,,10,,,,19000,,,,2.5,,,,13000,,,,1,,,,3924,,,
916406,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,5,,,,30000,,,,2.5,,,,15000,,,,1,,,,4560,,,
916466,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,7,,,,24000,,,,6.5,,,,17000,,,,1,,,,3360,,,
916491,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,10000,,,,6,,,,9750,,,,1,,,,2250,,,
916499,2009,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,8,,,,13000,,,,3,,,,5890,,,,1,,,,2280,,,
916562,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,6,,,,13500,,,,,,,,11200,,,,3,,,,2300,,,
916612,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,1,,,,990,,,,0,,,,790,,,,1,,,,500,,,
916619,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,2,,,,5200,,,,2,,,,4500,,,,1,,,,690,,,
916625,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,12000,,,,4,,,,6000,,,,1,,,,3600,,,
916642,2016,2012,2016,,0,0,0,,0,0,0,,0,0,0,,1,1,1,,0,0,0,,1,4,5,,1,1,1,,2,2,2,,3,15,1,,12000,30000,5000,,3.95,2.5,1,,11000,17000,3600,,1,1,1,,1040,2976,930,
916716,2015,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,,,,,2,,,,3,,,,7000,,,,8.93,,,,5000,,,,1,,,,3800,,,
916731,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,6000,,,,1.75,,,,200,,,,2,,,,2388,,,
916738,2007,,,,0,,,,0,,,,0,,,,0,,,,1,,,,4,,,,,,,,2,,,,15,,,,38000,,,,3,,,,13500,,,,1,,,,2707,,,
916805,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,2,,,,3000,,,,,,,,2000,,,,3,,,,1000,,,
916819,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,18000,,,,6.8,,,,16000,,,,1,,,,2100,,,
916822,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,20000,,,,3.5,,,,19000,,,,1,,,,1000,,,
917218,2015,2014,,,0,1,,,0,0,,,0,0,,,1,0,,,0,0,,,1,1,,,1,,,,2,2,,,4,6,,,10000,10000,,,2,10.99,,,5000,8000,,,1,1,,,3140,1100,,
917227,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,5,,,,20000,,,,4.5,,,,15000,,,,1,,,,6000,,,
917295,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,2,,,,5000,,,,2.99,,,,3500,,,,1,,,,2800,,,
917390,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,2,,,,5000,,,,2,,,,1500,,,,1,,,,2000,,,
917789,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,,,,,7500,,,,3,,,,2000,,,
917976,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,5000,,,,7,,,,4300,,,,1,,,,700,,,
918084,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,10000,,,,8,,,,6500,,,,1,,,,2400,,,
918146,2012,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,5000,,,,5.6,,,,1000,,,,1,,,,1100,,,
918355,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,6.28,,,,5000,,,,1,,,,2400,,,
918361,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,10000,,,,,,,,9000,,,,3,,,,1000,,,
918476,2014,2016,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,1,1,,,1,1,,,2,2,,,4,2,,,12000,2200,,,,,,,6000,1600,,,3,3,,,3000,600,,
918576,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,1,,,,4400,,,,,,,,2000,,,,3,,,,2000,,,
918616,2016,2016,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,1,2,,,1,1,,,2,2,,,2,2,,,5000,1600,,,,,,,4600,1120,,,3,3,,,4000,580,,
918674,2015,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,,,,,2,,,,5,,,,25000,,,,5.2,,,,20000,,,,1,,,,2500,,,
