nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
918758,2,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,0,0,0,0,0,0,0,0,20800,0,0
918761,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,7200,7200,17.278169149,0,0,0,17.278169149,7217.2781691,22817.278169,0,0
918761,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
918763,1,0,0,11570,0,0,0,0,0,0,11570,0,0,11570,0,0,17000,17000,25.58563671,0,0,0,25.58563671,17025.585637,28595.585637,0,0
918763,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
918768,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,6000,6000,80.463937411,0,0,0,80.463937411,6080.4639374,13880.463937,0,0
918768,2,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
918769,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,6000,6000,12.155939796,0,0,0,12.155939796,6012.1559398,19012.15594,0,0
918769,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
918771,1,0,0,18850,0,0,0,0,0,0,18850,0,0,18850,0,0,12000,12000,219.27520147,0,0,0,219.27520147,12219.275201,31069.275201,0,0
918771,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
918774,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,7200,7200,23.572808417,0,0,0,23.572808417,7223.5728084,22823.572808,0,0
918774,2,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
918774,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,10000,0
918775,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,7200,7200,61.220220875,0,0,0,61.220220875,7261.2202209,25261.220221,0,0
918775,2,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
918777,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,5400,5400,28.011000209,0,0,0,28.011000209,5428.0110002,13228.011,0,0
918777,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
918778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,47.312629169,0,0,0,47.312629169,6047.3126292,6047.3126292,0,0
918813,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,7200,7200,36.652815242,0,0,0,36.652815242,7236.6528152,25436.652815,0,0
918815,1,28000,1400,0,0,0,0,0,0,29400,0,0,0,0,0,0,0,0,0.8168793122,0,0,0,0.8168793122,0.8168793122,29400.816879,0,0
918815,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
918816,1,8928,0,0,0,4147,0,0,300,8928,0,-300,3847,3847,0,0,7200,7200,10.262788268,0,0,418.48006352,-408.2172752,6791.7827248,19566.782725,0,0
918816,2,0,0,0,0,6000,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0,6000,0,0
918820,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,8400,8400,18.326407621,0,0,0,18.326407621,8418.3264076,24018.326408,0,0
918821,1,13600,0,0,0,0,0,0,0,13600,0,0,0,0,0,19100,8400,27500,219.91689145,0,2110.4913739,0,2330.4082654,29830.408265,43430.408265,0,0
918822,1,0,0,14040,0,0,0,0,0,0,14040,0,0,14040,0,0,0,0,4.3983378291,0,0,0,4.3983378291,4.3983378291,14044.398338,0,0
918839,1,20000,400,0,0,0,0,0,0,20400,0,0,0,0,0,0,4800,4800,14.661126097,0,0,4496.0667981,-4481.405672,318.594328,20718.594328,0,0
918851,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,13000,13000,57.54491993,0,0,0,57.54491993,13057.54492,28657.54492,0,0
918853,1,0,0,11505,0,0,0,0,0,0,11505,0,0,11505,0,4000,8400,12400,34.82017448,0,0,0,34.82017448,12434.820174,23939.820174,0,0
918853,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
918854,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,6000,6000,102.62788268,0,0,0,102.62788268,6102.6278827,20402.627883,0,0
918854,2,0,0,6487,0,0,0,0,0,0,6487,0,0,6487,0,0,0,0,0,0,0,0,0,0,6487,0,0
918857,1,0,0,18850,0,0,0,0,0,0,18850,0,0,18850,0,0,8400,8400,54.979222863,0,0,0,54.979222863,8454.9792229,27304.979223,0,0
918857,2,0,0,4550,0,0,0,0,0,0,4550,0,0,4550,0,0,0,0,0,0,0,0,0,0,4550,0,0
918860,1,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,12000,12000,194.25992078,0,1854.6789649,0,2048.9388857,14048.938886,37448.938886,0,0
918860,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
918863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,9600,9600,157.60710554,0,0,0,157.60710554,9757.6071055,34757.607106,25000,0
918863,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
918869,1,19850,0,0,0,0,0,0,0,19850,0,0,0,0,0,0,0,0,8.4301475057,0,0,0,8.4301475057,8.4301475057,19858.430148,0,0
918869,6,1500,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0
918870,1,0,0,15140,0,0,0,0,0,0,15140,0,0,15140,0,0,7200,7200,36.652815242,118.87320086,0,0,155.5260161,7355.5260161,22495.526016,0,0
918891,1,11700,0,0,0,0,0,0,3000,11700,0,-3000,-3000,-3000,0,0,6000,6000,4.5925977499,0,0,0,4.5925977499,6004.5925977,14704.592598,0,0
918898,1,0,0,17550,0,0,0,0,2500,0,17550,-2500,-2500,15050,0,30000,8400,38400,18.326407621,0,1474.5290443,0,1492.855452,39892.855452,54942.855452,0,0
918898,2,0,0,600,0,0,0,0,0,0,600,0,0,600,0,0,0,0,0,0,0,0,0,0,600,0,0
918898,3,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
918905,1,0,0,14716,0,0,0,0,0,0,14716,0,0,14716,0,0,8400,8400,135.6154164,0,0,0,135.6154164,8535.6154164,23251.615416,0,0
918905,2,0,0,6916,0,0,0,0,0,0,6916,0,0,6916,0,0,0,0,0,0,0,0,0,0,6916,0,0
918910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,14400,14400,23.824329907,0,0,0,23.824329907,14423.82433,21423.82433,7000,0
918910,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
918917,1,0,0,15210,0,0,0,0,0,0,15210,0,0,15210,0,0,8400,8400,168.60295011,0,0,0,168.60295011,8568.6029501,23778.60295,0,0
918921,1,14000,0,0,0,0,0,0,2000,14000,0,-2000,-2000,-2000,0,0,0,0,7.3305630485,0,0,0,7.3305630485,7.3305630485,12007.330563,0,0
918921,2,5870,0,0,0,0,0,0,0,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5870,0,0
918922,1,35000,1269.6,0,0,0,0,0,0,36269.6,0,0,0,0,0,0,16800,16800,25.65697067,0,0,3458.5129216,-3432.855951,13367.144049,49636.744049,0,0
918922,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
918929,1,14578,0,0,0,0,0,0,0,14578,0,0,0,0,0,0,0,0,12.828485335,19.812200144,0,0,32.640685478,32.640685478,14610.640685,0,0
918930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,10.995844573,0,0,0,10.995844573,10.995844573,13010.995845,13000,0
918931,1,15211,0,0,0,0,0,0,2500,15211,0,-2500,-2500,-2500,0,0,0,0,6.2309785912,0,0,0,6.2309785912,6.2309785912,12717.230979,0,0
918936,1,14000,0,0,0,0,0,0,1000,14000,0,-1000,-1000,-1000,0,0,0,0,17.593351316,0,0,0,17.593351316,17.593351316,13017.593351,0,0
918939,1,0,0,10140,0,0,0,0,0,0,10140,0,0,10140,0,0,0,0,8.4301475057,0,0,0,8.4301475057,8.4301475057,10148.430148,0,0
918939,2,0,0,3300,0,0,0,0,0,0,3300,0,0,3300,0,0,0,0,0,0,0,0,0,0,3300,0,0
918940,1,17545,0,0,0,0,0,0,0,17545,0,0,0,0,0,0,6600,6600,95.29731963,0,0,0,95.29731963,6695.2973196,24240.29732,0,0
918942,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,11000,11000,293.22252194,79.248800574,87.128395603,0,459.59971812,11459.599718,33559.599718,0,0
918942,2,5200,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,0
918942,3,5000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
918946,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,15200,15200,43.983378291,0,135.71923161,0,179.7026099,15379.70261,37479.70261,0,0
918954,1,23637,0,0,0,0,0,0,0,23637,0,0,0,0,0,0,17000,17000,48.38171612,0,0,2057.8151884,-2009.433472,14990.566528,38627.566528,0,0
918954,2,22626,0,0,0,0,0,0,0,22626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22626,0,0
918956,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,5400,5400,18.326407621,79.248800574,0,0,97.575208195,5497.5752082,19797.575208,0,0
918957,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,8400,8400,113.62372725,39.624400287,804.28636494,0,957.53449248,9357.5344925,26257.534492,0,0
918957,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
918958,1,0,0,15275,0,0,0,0,0,0,15275,0,0,15275,0,0,0,0,85.034531362,0,0,0,85.034531362,85.034531362,15360.034531,0,0
918960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,4800,4800,84.301475057,39.624400287,0,0,123.92587534,4923.9258753,9423.9258753,4500,0
918964,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,9600,9600,120.9542903,0,1158.5585348,0,1279.5128251,10879.512825,31879.512825,0,0
918964,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
918964,3,8500,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0
918973,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,6000,6000,87.233700277,0,315.9705095,0,403.20420978,6403.2042098,27403.20421,0,0
918986,1,0,0,9750,0,0,0,0,0,0,9750,0,0,9750,0,0,5400,5400,188.93059648,0,0,0,188.93059648,5588.9305965,15338.930596,0,0
918986,2,0,0,9750,0,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,0,0,9750,0,0
918997,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,8000,8000,124.71072542,0,0,3043.491371,-2918.780646,5081.2193544,19381.219354,0,0
918997,2,0,0,12740,0,0,0,0,0,0,12740,0,0,12740,0,0,0,0,0,0,0,0,0,0,12740,0,0
918997,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,14000,14000,0
919002,1,24000,1269.6,0,0,0,0,0,0,25269.6,0,0,0,0,0,0,6480,6480,167.43649548,49.00118566,167.47301346,0,383.9106946,6863.9106946,32133.510695,0,0
919002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,300,300,0
919010,1,16000,1269.6,0,0,0,0,0,0,17269.6,0,0,0,0,0,2600,6000,8600,29.740651854,0,0,1729.2564608,-1699.515809,6900.484191,24170.084191,0,0
919031,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,5100,5100,16.480643616,0,0,0,16.480643616,5116.4806436,18116.480644,0,0
919031,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
919033,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,12000,12000,20.642958119,0,0,0,20.642958119,12020.642958,28920.642958,0,0
919033,2,11700,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0
919039,1,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,9600,9600,59.734838348,0,0,0,59.734838348,9659.7348383,22659.734838,0,0
919039,2,5500,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0
919039,3,0,0,13650,0,0,0,0,0,0,13650,0,0,13650,0,0,0,0,0,0,0,0,0,0,13650,0,0
919039,4,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
919040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,0,0,0,0,7200,7200,0,0
919041,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,12000,12000,17.588358057,0,16.626122264,0,34.214480322,12034.21448,30234.21448,0,0
919046,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,12000,12000,41.918943676,226.91371586,0,0,268.83265954,12268.83266,22668.83266,0,0
919046,2,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,0,0,0,0,23400,0,0
919051,1,22100,1752,0,0,0,0,0,0,23852,0,0,0,0,0,0,9600,9600,17.689205057,0,0,0,17.689205057,9617.6892051,33469.689205,0,0
919082,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,289.64471557,0,0,0,289.64471557,289.64471557,22289.644716,0,0
919082,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,20000,20000,0
919089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,56.979502372,0,0,0,56.979502372,7256.9795024,7256.9795024,0,0
919095,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,4800,4800,12.731890671,0,0,0,12.731890671,4812.7318907,16812.731891,0,0
919097,1,0,0,16250,0,0,0,0,0,0,16250,0,0,16250,0,0,4800,4800,61.415808876,0,0,0,61.415808876,4861.4158089,21111.415809,0,0
919098,1,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,7200,7200,80.510750742,0,0,0,80.510750742,7280.5107507,30280.510751,0,0
919098,3,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
919100,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,140.40174671,0,0,0,140.40174671,6140.4017467,26140.401747,0,0
919100,2,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0
919103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,6000,6000,13.866655977,0,0,0,13.866655977,6013.866656,26013.866656,20000,0
919103,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
919108,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,7200,7200,44.763667732,0,0,0,44.763667732,7244.7636677,18944.763668,0,0
919108,2,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
919110,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,6000,6000,6.3665748152,0,0,0,6.3665748152,6006.3665748,18006.366575,0,0
919112,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,13.983373749,0,0,0,13.983373749,13.983373749,11713.983374,0,0
919112,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
919116,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,3600,3600,19.143671442,0,0,0,19.143671442,3619.1436714,25619.143671,0,0
919121,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,6.6723281887,0,0,0,6.6723281887,6.6723281887,7806.6723282,0,0
919123,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,6000,6000,57.981886736,0,0,0,57.981886736,6057.9818867,17757.981887,0,0
919126,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,6000,6000,27.185438573,0,0,0,27.185438573,6027.1854386,19027.185439,0,0
919127,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,4800,4800,86.993285171,0,0,0,86.993285171,4886.9932852,20486.993285,0,0
919129,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,4800,4800,11.645454924,0,0,0,11.645454924,4811.6454549,16511.645455,0,0
919134,1,0,0,8775,0,0,0,0,0,0,8775,0,0,8775,0,0,0,0,39.279327525,0,0,0,39.279327525,39.279327525,8814.2793275,0,0
919136,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,9200,9200,138.16520682,0,0,0,138.16520682,9338.1652068,26238.165207,0,0
919136,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
919137,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,6000,6000,24.908972322,0,19.918908253,0,44.827880575,6044.8278806,21044.827881,0,0
919137,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
919139,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,7200,7200,67.281445681,0,0,0,67.281445681,7267.2814457,18967.281446,0,0
919168,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,13000,13000,29.322252194,0,0,0,29.322252194,13029.322252,33829.322252,0,0
919170,1,0,0,32500,0,0,0,0,12000,0,32500,-12000,-12000,20500,400,10000,12000,22000,47.648659815,0,26.808737109,2628.4698204,-2554.012424,19445.987576,40345.987576,400,0
919190,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,4800,4800,20.069003162,0,0,0,20.069003162,4820.0690032,23820.069003,0,0
919256,1,0,0,7200,0,0,0,0,0,0,7200,0,0,7200,0,0,6000,6000,0,0,0,0,0,6000,13200,0,0
919257,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,6000,6000,32.987533718,0,0,0,32.987533718,6032.9875337,21632.987534,0,0
919257,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
919260,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,6000,6000,21.220496179,0,0,0,21.220496179,6021.2204962,19021.220496,0,0
919264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000,6000,0,0
919265,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,6000,6000,16.493766859,0,0,0,16.493766859,6016.4937669,19016.493767,0,0
919265,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
919271,1,0,0,10800,0,0,0,0,0,0,10800,0,0,10800,0,0,6000,6000,0,0,0,0,0,6000,16800,0,0
919271,2,0,0,7200,0,0,0,0,0,0,7200,0,0,7200,0,0,0,0,0,0,0,0,0,0,7200,0,0
919278,1,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000,19000,0,0
919278,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
919286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,6000,6000,0,0,0,1210.4795226,-1210.479523,4789.5204774,16789.520477,12000,0
919294,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
919294,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,5000,5000,0
919295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,6000,6000,0,0,0,1556.3308147,-1556.330815,4443.6691853,16443.669185,12000,0
919303,1,0,0,17940,0,0,0,0,0,0,17940,0,0,17940,0,0,7000,7000,65.975067436,0,0,0,65.975067436,7065.9750674,25005.975067,0,0
919311,1,0,0,24890,0,0,0,0,0,0,24890,0,0,24890,0,0,14500,14500,18.326407621,0,63.670750633,0,81.997158254,14581.997158,39471.997158,0,0
919311,2,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,0,0,0,0,0,0,0,0,22100,0,0
919316,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,6000,6000,3.6652815242,0,0,5187.7693824,-5184.104101,815.8958991,19015.895899,0,0
919316,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
919318,1,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,6000,6000,54.979222863,0,0,0,54.979222863,6054.9792229,17104.979223,0,0
919320,1,0,0,12870,0,0,0,0,0,0,12870,0,0,12870,0,0,24200,24200,0.7330563048,0,0,0,0.7330563048,24200.733056,37070.733056,0,0
919320,2,0,0,7200,0,0,0,0,0,0,7200,0,0,7200,0,0,0,0,0,0,0,0,0,0,7200,0,0
919320,3,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
919324,1,13000,0,15600,0,0,0,0,0,13000,15600,0,0,15600,0,0,6000,6000,3.6652815242,0,0,0,3.6652815242,6003.6652815,34603.665282,0,0
919324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,10000,0
919324,3,1500,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0
919328,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,3600,3600,102.62788268,0,0,0,102.62788268,3702.6278827,21702.627883,0,0
919328,2,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
919333,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,6000,6000,7.3305630485,0,0,0,7.3305630485,6007.330563,22007.330563,0,0
919347,1,0,0,5200,0,0,0,0,0,0,5200,0,0,5200,0,0,4800,4800,11.856123656,0,0,0,11.856123656,4811.8561237,10011.856124,0,0
919349,1,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,7200,7200,35.916176507,0,0,0,35.916176507,7235.9161765,18285.916177,0,0
919349,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
919352,1,46000,0,0,0,0,0,0,0,46000,0,0,0,0,0,0,6000,6000,58.28161713,0,64.19496744,0,122.47658457,6122.4765846,52122.476585,0,0
919352,2,18000,760,0,0,0,0,0,0,18760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18760,0,0
919353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,4800,4800,35.800849702,0,0,0,35.800849702,4835.8008497,24835.80085,20000,0
919353,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
919354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,5.0606819905,0,0,0,5.0606819905,4805.060682,4805.060682,0,0
919354,2,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,0,0,0,0,0,0,0,0,22100,0,0
919357,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,4800,4800,134.39236076,0,0,0,134.39236076,4934.3923608,27034.392361,0,0
919357,2,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
919368,1,0,0,19435,0,0,0,0,0,0,19435,0,0,19435,0,0,8400,8400,36.060864488,0,0,0,36.060864488,8436.0608645,27871.060864,0,0
919370,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,6.0781826378,0,0,0,6.0781826378,6006.0781826,26006.078183,0,0
919370,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
919371,1,25000,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,4800,4800,128.2833145,0,0,0,128.2833145,4928.2833145,29928.283314,0,0
919371,2,5000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0
919374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,4800,0,0
919374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16498.093383,0,0,0,0,0,0,0,0,0,16498.093383,16498.093383,0
919391,1,0,0,26000,0,0,0,0,0,0,26000,0,0,26000,0,0,3600,3600,139.28069792,0,0,0,139.28069792,3739.2806979,29739.280698,0,0
919391,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
919391,3,25000,0,1300,0,0,0,0,0,25000,1300,0,0,1300,0,0,0,0,0,0,0,0,0,0,26300,0,0
919391,4,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
919393,1,0,0,26000,0,0,0,0,0,0,26000,0,0,26000,0,0,7500,7500,161.63891522,0,0,0,161.63891522,7661.6389152,33661.638915,0,0
919394,1,0,0,27950,0,0,0,0,0,0,27950,0,0,27950,0,0,9600,9600,43.983378291,0,0,0,43.983378291,9643.9833783,37593.983378,0,0
919394,2,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,0,0,0,0,0,0,0,0,20800,0,0
919397,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,4800,4800,100.79524192,0,0,0,100.79524192,4900.7952419,24400.795242,0,0
919414,1,21600,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,4200,4200,19.792520231,0,0,0,19.792520231,4219.7925202,25819.79252,0,0
919414,2,11400,0,0,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11400,0,0
919417,1,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,3600,3600,25.65697067,0,0,0,25.65697067,3625.6569707,14675.656971,0,0
919432,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,29.322252194,0,0,0,29.322252194,29.322252194,16029.322252,0,0
919432,2,0,0,5400,0,0,0,0,0,0,5400,0,0,5400,0,0,0,0,0,0,0,0,0,0,5400,0,0
919438,1,0,0,9230,0,0,0,0,0,0,9230,0,0,9230,0,0,8400,8400,18.326407621,0,0,0,18.326407621,8418.3264076,17648.326408,0,0
919440,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,3450,3450,135.6154164,0,0,415.02155059,-279.4061342,3170.5938658,20070.593866,0,0
919440,2,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,0,0,0,0,0,0,0,0,22100,0,0
